"PicCount","Pics","ML #","Prop Type","Status","Address","S/A","Price","DOM","Tot BR","Yr Blt","Lot Sz(SF)","TypeDwel","Area","P.I.D.#","Postal Code","Frontage - Feet","Access to Property","Permitted Land Use"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261282322/0/60/45/90cfe6eae9f7db2883f099a4a4074a4e/15/2956328a72972e9382e8512ccfab2e17/261282322.JPG","F1423795","Residential Detached","S","38 9080 198TH STREET","Walnut Grove","$54,500","71","2","1993","0.00","Manufactured","Langley","900-572-661","V1M 3A8","0.00",,
"6","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261338810/0/60/45/c17c09ca4cc10906ab183f452d9ba4d4/13/0321a58683b4b22aad8cbf06ef316f82/261338810.JPG","N240645","Residential Detached","S","61 7100 ALDEEN ROAD","Lafreniere","$59,000","39","3","1997","0.00","Manufactured","PG City South (Zone 74)","800-089-991","V2N 5R5","0.00",,
"13","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261378695/0/60/45/6c2a7c8562aaadbe63420200adc8ac08/15/93d047f27696562f6d4de59dae649557/261378695.JPG","H1404476","Residential Attached","S","303 45744 SPADINA AVENUE","Chilliwack W Young-Well","$62,400","9","2","1981","0.00","Apartment/Condo","Chilliwack","005-195-322","V2P 1T6",,,
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261161188/0/60/45/9e558e35719042bfd4f5057ee1675a43/15/3e5163c2a33fb4f198afb764056ba47d/261161188.JPG","F1418937","Residential Attached","S","122 1653 140TH STREET","Sunnyside Park Surrey","$65,000","119","0","1990","0.00","Apartment/Condo","South Surrey White Rock","024-170-739","V4A 4H1",,,
"14","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260950538/0/60/45/3cf8021d447bcbd10bd75c46de1b25ca/15/c393a2d904b082b0a39818162024e5af/260950538.JPG","H1401761","Residential Attached","S","111 45598 MCINTOSH DRIVE","Chilliwack W Young-Well","$66,500","209","2","1980","0.00","Apartment/Condo","Chilliwack","001-867-491","V2P 7J3",,,
"10","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261371889/0/60/45/c12abe7a08fa8fc8aa1f188b016dd0cc/13/8ffa4611e999c40ddc65c94b39a54583/261371889.JPG","N240989","Residential Detached","S","7191 TAFT DRIVE","Emerald","$67,000","28","2","1970","0.00","Manufactured with Land","PG City North (Zone 73)","010-878-866","V2K 2R3","0.00",,
"10","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261202491/0/60/45/c6f4dede1351a13012c072373ac382c0/15/107dc8fbe34d89348edd0a660b744f7f/261202491.JPG","F1420679","Residential Attached","S","95 17716 60TH AVENUE","Cloverdale BC","$71,500","100","1","1985","0.00","Apartment/Condo","Cloverdale","001-180-398","V3S 1V2",,,
"16","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261238571/0/60/45/d106fec47ba634e865e65c1811cd88ba/15/dc570e7649fe5f3a49eb0aa9f2c89fb1/261238571.JPG","F1422117","Residential Attached","S","101 31855 PEARDONVILLE ROAD","Abbotsford West","$74,000","88","1","1980","0.00","Apartment/Condo","Abbotsford","001-451-677","V2T 1L5","0.00",,
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260802890/0/60/45/0f563516a0914d770bf8460e604f3c13/15/84daf1fc3a0cb01ba9b3eb38a4c718e5/260802890.JPG","F1404638","Residential Attached","S","305 32040 PEARDONVILLE ROAD","Abbotsford West","$80,000","279","2","1981","0.00","Apartment/Condo","Abbotsford","001-121-031","V2T 6N8",,,
"3","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261278038/0/60/45/b4459cce40874d18e2212254e5c17fca/16/532d315629d60c1c476fb7ffb3dea5e5/261278038.JPG","F1423641","Land Only","S","20 14500 MORRIS VALLEY ROAD","Mission BC","$80,000","73",,,"6,185.00",,"Mission","026-410-974","V0M 1A1","54.90","Allowed Access","House/Single Family"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261121743/0/60/45/7b50addf5a334ad9c923aa943472bc02/13/a69ebd458b7f322f3000ea794129ddb5/261121743.JPG","N238056","Residential Detached","S","70 7TH AVENUE","Burns Lake - Town","$80,000","140","2","1954","10,530.00","House/Single Family","Burns Lake (Zone 55)","012-080-667","V0J 1E0",,,
"3","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261265567/0/60/45/700475df9e64920362a4266b321b93c4/13/2823c6ba44035aae9546f8c5e7da3fc6/261265567.JPG","N239939","Residential Detached","S","2664 MINOTTI DRIVE","Hart Highway","$82,500","84","3","1976","0.00","Manufactured with Land","PG City North (Zone 73)","011-919-477","V2K 1T2","0.00",,
"6","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260681654/0/60/45/d526e6b4ef7161b317d35c2a8d118b10/13/f0d79efe3e23aa6f78fbed2c2774ecf1/260681654.JPG","N232471","Residential Detached","S","8395 N BRIDGE LAKE ROAD","Bridge Lake/Sheridan Lake","$85,000","357","0","9999","0.00","Recreational","100 Mile House (Zone 10)","007-171-889","V0K 1E0","0.00",,
"11","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260985913/0/60/45/b81eb0b79dcdfaee21ac0fe15a132c1a/14/1060545456861e96654679ab57014bf9/260985913.JPG","H1402072","Residential Attached","S","204 45773 VICTORIA AVENUE","Chilliwack N Yale-Well","$94,000","202","1","1994","0.00","Apartment/Condo","Chilliwack","018-687-458","V2P 2T4",,,
"18","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261377149/0/60/45/557e14c133b33f2b7ae43a865c5b5261/16/a11446eb66bdc52256c8faabb9ef67f8/261377149.JPG","V1094241","Residential Attached","S","637B 2036 LONDON LANE","Whistler Creek","$99,000","20","2","2002","0.00","Apartment/Condo","Whistler","025-174-029","V0N 1B2",,,
"5","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260913289/0/60/45/de65c99aabe5e7176fba0a4c4908d509/16/474e385657f588b6bf69763d0e3eed3b/260913289.JPG","V1058930","Land Only","S","LOT 14 THIMBLEBERRY PLACE","Sechelt District","$100,000","229",,,"0.00",,"Sunshine Coast","028-813-804","V0N 3A3","79.00","Road Access","House/Single Family"
"4","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260975153/0/60/45/503d491e69edcaa103bb42ec8733dc6a/13/f9e655d8430457763eb804f26ef73ace/260975153.JPG","N235826","Land Only","S","7288 E YOUNG LAKE ROAD","70 Mile House","$102,000","204",,,"0.00",,"100 Mile House (Zone 10)","007-908-113","V0K 2E0","0.00","Allowed Access",
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261152256/0/60/45/675b302f3db243372a6517f60800d423/16/68a69bb5cd265daadff6d9ba262398c1/261152256.JPG","F1418651","Residential Attached","S","107 12733 72ND AVENUE","West Newton","$104,000","132","1","1996","0.00","Apartment/Condo","Surrey","018-951-988","V3W 2M7",,,
"10","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261375278/0/60/45/ab1e593253cf2c42ef3b1358102d8e24/13/9902e39e71b339bcbfe225a6b507bd8a/261375278.JPG","N241031","Residential Detached","S","1299 OVERLOOK STREET","Prince Rupert - City","$104,500","16","4","1945","3,314.00","House/Single Family","Prince Rupert (Zone 52)","008-620-865","V8J 2C7","0.00",,
"7","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261376798/0/60/45/0b117772964262fc9df55a61ab036188/13/782aad26a2dc83c21e26c07dc74e8ac4/261376798.JPG","N241043","Residential Detached","S","1938 CREEK STREET","Thornhill","$105,000","24","3","9999","0.00","House/Single Family","Terrace (Zone 88)","011-355-182","V8G 4Y1","145.00",,
"5","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261195888/0/60/45/4f004c6c1fa09af41471b44b18c250d0/13/0c7b3f435d7c978c2ccc9d4881f86799/261195888.JPG","N239096","Residential Detached","S","10472 99TH STREET","Taylor","$109,000","111","2","1969","0.00","Manufactured with Land","Fort St. John (Zone 60)","013-339-516","V0C 2K0","50.00",,
"0","//cdnparap130.paragonrels.com/ParagonImages/Static/60/45/1dbcd38db8d1129a033b8c2f4da344ac/NoPhotoAvailable.jpg","H1404638","Residential Attached","S","7 45384 HODGINS AVENUE","Chilliwack W Young-Well","$114,000","0","3","1987","0.00","Townhouse","Chilliwack","005-901-588","V2P 1P5",,,
"0","//cdnparap130.paragonrels.com/ParagonImages/Static/60/45/1dbcd38db8d1129a033b8c2f4da344ac/NoPhotoAvailable.jpg","H1404639","Residential Attached","S","3 45384 HODGINS AVENUE","Chilliwack W Young-Well","$120,000","0","2","1986","0.00","Townhouse","Chilliwack","005-901-316","V2P 1P5","0.00",,
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261161679/0/60/45/03e3bac4f2adfc5cc08805f35879b8fe/15/55d94ed528a810f80ba0a1aa6aafe454/261161679.JPG","F1418969","Residential Attached","S","410 11901 89A AVENUE","Annieville","$120,000","129","3","1972","0.00","Townhouse","N. Delta","001-072-617","V4C 3G8",,,
"8","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261232680/0/60/45/32581890bf3242d28c95f8d218fad056/15/d5f7b89e5bbfb1dc46f81f69a4680633/261232680.JPG","F1421852","Residential Attached","S","309 2958 TRETHEWEY STREET","Abbotsford West","$123,000","80","1","1995","0.00","Apartment/Condo","Abbotsford","019-033-451","V2T 6P6","0.00",,
"14","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261383721/0/60/45/28b053435f762fc72f663115c23f4902/15/8f418f6e2194b8ba624869c5e1f2800d/261383721.JPG","F1427313","Residential Attached","S","220 32833 LANDEAU PLACE","Central Abbotsford","$125,000","25","2","1988","0.00","Apartment/Condo","Abbotsford","005-698-341","V2S 6S6",,,
"9","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261217272/0/60/45/7d3b27eb97f7f14de4e8b637fa59125a/13/7c74ecf0b84c1c23858614460770abb4/261217272.JPG","N239365","Land Only","S","6552 QUESNEL-HIXON ROAD","Quesnel - Rural North","$126,500","101",,,"0.00",,"Quesnel (Zone 28)","012-835-765","V2J 6Y4","0.00","Allowed Access","Mixed"
"10","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261280527/0/60/45/6c333380b8c2bf1b0524659bc44b3946/16/88a101a08ded1c2c866287437937a79d/261280527.JPG","H1403950","Residential Attached","S","12 45215 WOLFE ROAD","Chilliwack W Young-Well","$128,000","68","4","1972","0.00","Townhouse","Chilliwack","001-066-609","V2P 1V5",,,
"7","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261267172/0/60/45/50339faa43f6840e19fc206b8457764a/16/3aa7beee40b1af003aad1a87e0959c2e/261267172.JPG","H1403865","Residential Attached","S","201 9000 BIRCH STREET","Chilliwack W Young-Well","$128,000","76","1","2006","0.00","Apartment/Condo","Chilliwack","026-707-390","V2P 8G2",,,
"10","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261287772/0/60/45/df93d70057e6247873b79f2371978e87/15/62a200c7cbf69a0a3da21c637b487f68/261287772.JPG","F1424005","Residential Attached","S","409 33960 OLD YALE ROAD","Central Abbotsford","$130,200","58","2","2006","0.00","Apartment/Condo","Abbotsford","026-970-325","V2S 2J9","0.00",,
"14","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261101539/0/60/45/adbca93c15e29dfffb2c0ce22cd63afc/16/d5189e4b75d4086c224773224b92f183/261101539.JPG","F1416763","Residential Attached","S","322 20200 56TH AVENUE","Langley City","$131,500","148","1","1997","0.00","Apartment/Condo","Langley","023-974-516","V3A 8S1",,,
"16","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261211092/0/60/45/dba310e54f9671a6c0700cf1520a0921/16/a55ec9f32df1e0bd9a2a9f76a3a5e164/261211092.JPG","V1081875","Residential Attached","S","119 1195 PIPELINE ROAD","New Horizons","$131,550","99","1","1984","0.00","Apartment/Condo","Coquitlam","000-681-318","V3B 6J5",,,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261377462/0/60/45/a591f3f422bdd969ed0603c1ef4f41f5/15/7e59cc4cd54f539d94f4d2e91f9e27bb/261377462.JPG","F1427089","Residential Attached","S","304 2780 WARE STREET","Central Abbotsford","$137,000","19","2","1990","0.00","Apartment/Condo","Abbotsford","016-968-964","V2S 7C7","0.00",,
"16","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261351711/0/60/45/c2fc1abcd971c77445e9337c503b9b74/14/9dc881df93cb1554a42cc348b88bbcb0/261351711.JPG","H1404333","Residential Attached","S","204 8933 EDWARD STREET","Chilliwack W Young-Well","$137,000","26","1","2006","0.00","Apartment/Condo","Chilliwack","026-860-899","V2P 4E2","0.00",,
"14","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261354737/0/60/45/90bfdb61023af5e280bb7335f4f4377d/15/64cdf1dad56645ca5855c29d91f99356/261354737.JPG","F1426288","Residential Attached","S","102 1320 FIR STREET","White Rock","$138,000","30","2","1972","0.00","Apartment/Condo","South Surrey White Rock","001-220-705","V4B 4B2","0.00",,
"8","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261031213/0/60/45/1694766adc2511896bb4703b5fce3e3d/13/7ee499d93009e2baf2baa1fe2b0ca67e/261031213.JPG","N236648","Residential Detached","S","6959 STURGEON POINT FRONTAGE ROAD","Vanderhoof - Rural","$140,000","189","3","9999","0.00","House with Acreage","Vanderhoof And Area (Zone 56)","008-609-641","V0J 3A2","0.00",,
"7","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261162857/0/60/45/228e20c70e320a7f2a135bb7118b730c/15/ed09bf5e82030d106da92fc1741729ab/261162857.JPG","F1419018","Residential Attached","S","312 33688 KING ROAD","Poplar","$141,000","123","2","1994","0.00","Apartment/Condo","Abbotsford","018-556-787","V2S 7P9",,,
"9","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261358381/0/60/45/69358d7bdf1f6a22f1e8104ca2345e74/16/95aa2a12b323fe38242f347dff3a4114/261358381.JPG","V1092920","Residential Attached","S","219 1202 LONDON STREET","West End NW","$142,000","29","1","1983","0.00","Apartment/Condo","New Westminster","001-405-420","V3M 5Z6",,,
"10","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261236545/0/60/45/193ba63b4253ead1d52af51ce3b923ab/15/ac3744b34824d6461eee5ec0e286d3ab/261236545.JPG","F1422031","Residential Attached","S","405 10560 154TH STREET","Guildford","$142,500","90","2","1981","0.00","Apartment/Condo","North Surrey","002-068-877","V3R 8A3","0.00",,
"16","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261248118/0/60/45/1a682ec76680a94cab5539c03adaf80c/16/644d81f0a92cc8f1aaa5026c4ce721f2/261248118.JPG","F1422536","Residential Attached","S","310 13771 72A AVENUE","East Newton","$144,000","86","2","1989","0.00","Apartment/Condo","Surrey","017-717-388","V3W 9C6",,,
"19","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261188827/0/60/45/a9e7f78b8e9a6d54e9ece95ea49dcadd/15/b9fdf0d3dc55b7554ea59019e1ec3cd9/261188827.JPG","F1420145","Residential Attached","S","108 15369 THRIFT AVENUE","White Rock","$144,000","115","2","1974","0.00","Apartment/Condo","South Surrey White Rock","001-137-611","V4B 2L6","0.00",,
"18","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260864055/0/60/45/e173bab0db0f01cdf8f8d743a7798c73/15/2cb9f0918c6fc61149bf3902cd928b14/260864055.JPG","F1407092","Residential Attached","S","206 9682 134 STREET","Whalley","$145,000","250","2","1985","0.00","Apartment/Condo","North Surrey","005-692-059","V3T 5L6","0.00",,
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261233034/0/60/45/7dd1e94899c5483cbea2197ebbd80894/15/c519bddf033878731417725a8d1e11a3/261233034.JPG","F1421879","Land Only","S","12845 114TH AVENUE","Bridgeview","$145,000","89",,,"5,000.00",,"North Surrey","011-587-695","N0N 0N0","50.00","Road Access","House/Single Family"
"6","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260765828/0/60/45/ba02b31dce17830fc70a50fd776a2739/15/42deaa73cc513734230c221550656b4f/260765828.JPG","F1402940","Residential Attached","S","32593 BADGER AVENUE","Mission BC","$145,000","297","3","1978","4,511.00","1/2 Duplex","Mission","003-790-932","V2V 5H8","44.80",,
"8","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261407331/0/60/45/c26e67405f691176add8dbac125ce287/16/6f0d4c24d8eaff6ad663e67602038be7/261407331.JPG","H1404633","Residential Detached","S","94 45918 KNIGHT ROAD","Sardis East Vedder Rd","$145,000","0","2","1994","4,000.00","Other","Sardis","700-001-895","V2R 3X4","50.00",,
"11","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261320447/0/60/45/c48911d5f5ccd67e0b2b02bd7416f2c4/16/e094cef675621c88fa92452635b4b141/261320447.JPG","V1090411","Residential Attached","S","112 535 BLUE MOUNTAIN STREET","Central Coquitlam","$145,000","51","2","1985","0.00","Apartment/Condo","Coquitlam","001-415-182","V3J 4R2",,,
"2","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261122868/0/60/45/2ddf30cb707cc5952760ac6669ad86f2/15/b28b13954bd86b213764b2d5d3e32e96/261122868.JPG","F1417573","Residential Attached","S","324 13789 107A AVENUE","Whalley","$148,000","141","1","2010","0.00","Apartment/Condo","North Surrey","028-121-139","V3T 0B8",,,
"12","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261092218/0/60/45/8b1b9e6842fc44dad020ed2904ca7272/15/8ed1bea8029ef5688f184da9c8e29853/261092218.JPG","F1416354","Residential Attached","S","115 2511 KING GEORGE BOULEVARD","King George Corridor","$150,000","154","1","2008","0.00","Apartment/Condo","South Surrey White Rock","027-585-221","V4P 0C7","0.00",,
"15","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260943533/0/60/45/3109566651e1b4ff370de6c434ad5403/13/0a80213297e408ddf2e572421be36111/260943533.JPG","N235359","Residential Detached","S","808 5TH AVENUE","McBride - Town","$150,000","222","5","9999","0.00","House/Single Family","Robson Valley (Zone 81)","008-586-080","V0J 2E0","0.00",,
"12","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261013573/0/60/45/add23292fa8fb40e7f57e4ab3de645b1/15/be4d13d4be997b7ecf7c54af2dc89885/261013573.JPG","F1413208","Residential Attached","S","10552 HOLLY PARK LANE","Guildford","$150,000","172","2","1978","0.00","Townhouse","North Surrey","000-468-495","V3R 6X9","0.00",,
"19","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261360140/0/60/45/54ab8ae9e47a4c9eefeff4ad0698cd31/13/146bb1aae2e944c524f924307fa9c00e/261360140.JPG","N240845","Residential Detached","S","371 MIDNIGHT DRIVE","Williams Lake - City","$152,000","27","3","1977","0.00","House/Single Family","Williams Lake (Zone 27)","009-156-216","V2G 4E1","120.00",,
"13","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261092522/0/60/45/6abf1f2062448f6176d65250bc332972/14/7a0e27cdfc032894dbb1862bac1b955a/261092522.JPG","F1416366","Residential Attached","S","214 2700 MCCALLUM ROAD","Central Abbotsford","$152,000","163","2","1989","0.00","Apartment/Condo","Abbotsford","026-898-152","V2S 6X9",,,
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261394631/0/60/45/f7b520e2fc61320c93a8053925280220/15/f2aeca1979cf317963e9e9a7b529b6e9/261394631.JPG","F1427682","Residential Attached","S","306 1555 FIR STREET","White Rock","$152,500","6","1","1975","0.00","Apartment/Condo","South Surrey White Rock","001-172-964","V4B 4B6",,,
"16","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261253838/0/60/45/53e1fa2a2643349b34125a0d9d7f9533/16/b1bceef70d954ceaea0b5936c578e8cf/261253838.JPG","V1085241","Residential Attached","S","18 1215 BRUNETTE AVENUE","Maillardville","$152,500","80","1","1992","0.00","Townhouse","Coquitlam","017-762-731","V3K 6W2",,,
"3","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261057857/0/60/45/6f31ad118b322f192ae5660842693d2e/14/e03beed23fb529529c6c42da8d129a33/261057857.JPG","H1402521","Land Only","S","4724 TESKEY ROAD","Promontory","$155,000","170",,,"4,660.00",,"Sardis","026-689-332","V2R 0C7","47.00","Road Access",
