"PicCount","Pics","ML #","Prop Type","Status","Address","S/A","Price","DOM","Tot BR","Yr Blt","Lot Sz(SF)","TypeDwel","Area","P.I.D.#","Postal Code","Frontage - Feet","Access to Property","Permitted Land Use"
"12","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261338829/0/60/45/0a5bd19f72dee427dac4f6f3d3027246/16/611f79d91af0e95eb2edce55757e3d83/261338829.JPG","V1091515","Residential Attached","S","231 2565 W BROADWAY","Kitsilano","$509,500","18","2","1996","0.00","Townhouse","Vancouver West","023-092-203","V6K 2E9","0.00",,
"5","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261356732/0/60/45/7b5ee488144c10133ca6dd1c77df9bc4/15/bc88f5ba46b61ae1d8b83e89be7733ee/261356732.JPG","V1092767","Residential Attached","S","401 3205 MOUNTAIN HIGHWAY","Lynn Valley","$509,900","1","2","2016","0.00","Apartment/Condo","North Vancouver","011-158-093","V7K 2H4",,,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261356017/0/60/45/460221f1e2f33ce7f5eb9bf0c841411e/15/515d49e69a0880c40b8fe2582da94afa/261356017.JPG","F1426334","Residential Detached","S","34327 WOODBINE CRESCENT","Central Abbotsford","$510,000","6","5","1961","10,500.00","House/Single Family","Abbotsford","002-212-544","V2S 2R4","229.67",,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261309114/0/60/45/871ef84b2c02203567b7e3e01aa0b41f/16/fd7fe02b543f90f279024fb0da338287/261309114.JPG","F1424760","Residential Attached","S","10 15151 34TH AVENUE","Morgan Creek","$510,000","23","3","2006","0.00","Townhouse","South Surrey White Rock","026-619-954","V3S 4P5",,,
"14","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260935360/0/60/45/8c47c3e9f161ec3e7e82520907e23874/16/69e915931fd378bb3f3c977eb2b66304/260935360.JPG","V1060694","Residential Attached","S","402 530 RAVEN WOODS DRIVE","Roche Point","$510,000","199","3","2006","0.00","Apartment/Condo","North Vancouver","800-073-217","V7G 2T5",,,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261240755/0/60/45/acff4025c8fdb27e89621237d9b79d1e/15/ddaabfe9ba6bae36ecb887aa352f2b52/261240755.JPG","F1422214","Residential Attached","S","1978 156TH STREET","King George Corridor","$510,000","66","3","1984","5,989.00","1/2 Duplex","South Surrey White Rock","018-562-965","V4A 4T8","39.92",,
"5","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261345438/0/60/45/108865dc2378fd5a46dfa5ac5791498c/16/03e3bb5b2bc8506c67cbd5134981f8ae/261345438.JPG","V1091989","Residential Attached","S","609 6658 DOW AVENUE","Central Park BS","$511,000","11","2","2014","0.00","Apartment/Condo","Burnaby South","029-361-940","V5H 0C7",,,
"13","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261325153/0/60/45/613977c7c284ea3b1a02b584c64d38da/16/2e95d0a41af4592a0212351e6a711095/261325153.JPG","V1090692","Residential Attached","S","117 2721 ATLIN PLACE","Coquitlam East","$512,000","18","4","1986","0.00","Townhouse","Coquitlam","004-426-517","V3C 5B1",,,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261354977/0/60/45/983e16a80f6ef099e4bbd12bb7ef6da1/16/89ad184b5f4ae3f4b884261d52c8bca2/261354977.JPG","V1092730","Residential Attached","S","127 2880 PANORAMA DRIVE","Westwood Plateau","$513,500","7","3","1992","0.00","Townhouse","Coquitlam","017-949-840","V3E 2W4",,,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261343870/0/60/45/e5db1c3d6f7586a1f606986de04e569c/15/fae918e8a6585d671628aace941d4032/261343870.JPG","F1425946","Residential Detached","S","9811 121 STREET","Cedar Hills","$514,000","4","4","1989","7,920.00","House/Single Family","North Surrey","009-330-984","V3V 4J9","132.00",,
"9","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261332313/0/60/45/bfd1ead24809b05dcc4e65d4f5aed0ce/16/d084044b83b2c0cc9bcab234c28bea35/261332313.JPG","V1091202","Residential Attached","S","3 1411 E 1ST AVENUE","Grandview VE","$515,000","14","2","2015","0.00","Townhouse","Vancouver East","800-089-913","V0V 0V0",,,
"10","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261171393/0/60/45/f5f0f2848a8c257a2771ca44ac8902d8/15/6f7f766941d729e7904639f4a23ed7c4/261171393.JPG","F1419345","Residential Detached","S","6246 175B STREET","Cloverdale BC","$515,000","96","5","2005","6,652.00","House/Single Family","Cloverdale","025-844-326","V3S 0P9","29.00",,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261322963/0/60/45/9a641a1626084dae30398a47784d8a01/16/23dc2dd84e3d76a427919d0cf6cce24e/261322963.JPG","V1090600","Residential Detached","S","12454 205TH STREET","Northwest Maple Ridge","$515,000","19","3","1990","9,439.00","House/Single Family","Maple Ridge","008-121-184","V2X 0A8","59.40",,
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261316979/0/60/45/ce83db3449280a75eb0f8b004ad808b0/16/27a2da4e4d8e86fd8a4b9f74e3f1c4c7/261316979.JPG","V1090138","Residential Detached","S","4562 46A STREET","Ladner Elementary","$515,000","24","4","1970","6,500.00","House/Single Family","Ladner","007-123-779","V4K 2M6","65.00",,
"17","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261248122/0/60/45/701103545d15e86b475aeb1d2e433633/15/ebbc08bfc8d691d37f7f60466ce5ca9a/261248122.JPG","F1422537","Residential Detached","S","18323 56B AVENUE","Cloverdale BC","$515,000","56","4","1983","7,411.00","House/Single Family","Cloverdale","003-236-374","V3S 6C9",,,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261164800/0/60/45/b67a60137dd710a8bcc50dba2a19c23d/16/ebbf9849763106432411b950660feba9/261164800.JPG","F1419083","Residential Attached","S","6 8250 158TH STREET","Fleetwood Tynehead","$515,000","102","5","2004","0.00","Townhouse","Surrey","025-907-352","V4N 0R5",,,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261359909/0/60/45/890852337a614e1d39ac8d70d535516d/15/708f72191313d48feed0d597bb8c4683/261359909.JPG","F1426470","Residential Detached","S","6226 171 STREET","Cloverdale BC","$520,000","2","4","1979","7,500.00","House/Single Family","Cloverdale","002-081-628","V3S 5S2","60.01",,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261108503/0/60/45/6bf9f4c317bdb29ac6d762c4a806215c/15/5e02cb643a8290add3a9bc7fdbe3d2ad/261108503.JPG","V1074264","Residential Detached","S","23190 GILBERT DRIVE","Silver Valley","$520,000","126","3","2010","3,220.00","House/Single Family","Maple Ridge","027-983-773","V4R 0C3","32.00",,
"19","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261326987/0/60/45/ce73e56db723b8db8de5a0d319597a10/16/ca5e4f02b5d2ac5b4652e8bf88271bed/261326987.JPG","V1090838","Residential Detached","S","40 2865 GLEN DRIVE","Eagle Ridge CQ","$522,000","16","2","1988","3,956.00","House/Single Family","Coquitlam","008-158-142","V3B 6Y8",,,
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261305291/0/60/45/519766cbef43ccb07ea56534e7124c8a/16/33fde2772682ce5a5c35cf0969b0101e/261305291.JPG","F1424575","Residential Detached","S","9750 129TH STREET","Cedar Hills","$522,500","48","6","1959","7,222.00","House/Single Family","North Surrey","002-361-582","V3T 3G4","68.00",,
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261357969/0/60/45/1e44b14bf6f918dc304bee4b9d6f5a67/15/abe5389b8ccfe2a5df90ee3e21733b78/261357969.JPG","F1426408","Residential Detached","S","2955 BABICH STREET","Central Abbotsford","$523,500","1","5","2007","5,816.00","House/Single Family","Abbotsford","026-351-439","V2S 3K4","55.00",,
"16","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261241868/0/60/45/fa4fdbbaeb1a69ebae71006a3c63dc0a/16/41e5f1b6e1ee26a2606a1292e0a30a4b/261241868.JPG","F1422251","Residential Detached","S","LT.C 7531 232ND STREET","Fort Langley","$523,714","66","4","1989","0.00","House with Acreage","Langley","029-333-946","V1M 3S1","189.00",,
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261328721/0/60/45/4700907052ab51ec90292a6d73a1ac67/15/848ecfa98fa98d8de3d4a9e4eea12c21/261328721.JPG","F1425481","Residential Detached","S","14745 60TH AVENUE","Sullivan Station","$525,000","21","5","1970","10,695.00","House/Single Family","Surrey","010-219-609","V3S 1R5","69.58",,
"14","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261260376/0/60/45/96c7702fa2df50844050947048c8a322/15/1cbbd0b97efae123ee20add529b0af25/261260376.JPG","F1422983","Residential Detached","S","12612 GROVE CRESCENT","Cedar Hills","$525,000","49","5","1963","9,897.00","House/Single Family","North Surrey","002-341-018","V3V 2L7","97.00",,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261206836/0/60/45/f068b6cf081e2226f78a2ecdfa763a41/15/e905493ee1d093fc71dc9c6cf4ba0cbb/261206836.JPG","F1420861","Residential Detached","S","2198 CHAMPLAIN DRIVE","Abbotsford East","$525,150","78","4","1982","9,208.00","House/Single Family","Abbotsford","002-083-060","V2S 6E4","76.00",,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261363860/0/60/45/784ef6b0435de1d32716611acb4db598/16/bf9fa2043353b75c5ed482348f5b2df9/261363860.JPG","V1093278","Residential Detached","S","11522 RIVER WYND","Southwest Maple Ridge","$526,100","5","4","1965","8,400.00","House/Single Family","Maple Ridge","010-522-247","V2X 4Y9","70.00",,
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261280791/0/60/45/29db1fa4bfe9eb470bd447dde4cb92a5/15/84ebe6e59c55903904e310defed9ce33/261280791.JPG","F1423757","Residential Detached","S","13256 98A AVENUE","Whalley","$527,000","40","4","1978","7,200.00","House/Single Family","North Surrey","005-122-325","V3T 5E7","85.00",,
"18","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261246430/0/60/45/4c6e27b235a8f09caa5e532fbc503475/16/3fe7d3e6e3ba22788ef45df017f44424/261246430.JPG","V1084678","Residential Detached","S","12315 231B STREET","East Central","$528,000","59","7","1993","5,996.00","House/Single Family","Maple Ridge","018-297-773","V2X 1X8","56.68",,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261257168/0/60/45/d54726ee415691b84065ad6794c43907/15/fd96d5dcd98048a47309b221699ea196/261257168.JPG","V1085515","Residential Attached","S","27 2418 AVON PLACE","Riverwood","$528,000","54","4","2008","0.00","Townhouse","Port Coquitlam","027-635-520","V3B 0C7",,,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260934888/0/60/45/0b8e5b4db651a7544817b866db6a2058/16/c5febbd70683208f805e52bf00267ae2/260934888.JPG","V1060643","Residential Detached","S","309 SHOAL LKOUT LOOKOUT","Gibsons & Area","$528,000","198","4","1981","11,761.00","House/Single Family","Sunshine Coast","009-410-201","V0N 1V8","100.00",,
"18","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261198857/0/60/45/6a2205b43322482c0eda7e70ca5a29f5/15/b0c2f16a93b7be780e4503f239225e9d/261198857.JPG","F1420550","Residential Detached","S","34416 ROCKRIDGE PLACE","Hatzic","$529,500","83","4","2003","7,588.00","House/Single Family","Mission","025-505-378","V2V 7N3","31.50",,
"5","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261367325/0/60/45/c5e05c3e653883c52940f98545087b4d/15/de1e459c6d5e7c97d116a7f584b7a8ca/261367325.JPG","V1093457","Residential Attached","S","411 3205 MOUNTAIN HIGHWAY","Lynn Valley","$529,900","0","2","2016","0.00","Apartment/Condo","North Vancouver","800-090-399","V7K 2H4",,,
"15","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261224933/0/60/45/c72c5e6312955bc125e7715adf2dd848/16/c2e9f925c37977233f267c598be11754/261224933.JPG","V1082909","Residential Detached","S","5064 59A STREET","Hawthorne","$530,000","62","4","1968","7,500.00","House/Single Family","Ladner","010-542-086","V4K 3J9",,,
"14","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261356616/0/60/45/b9441f35c4941d57a54eceaf478a92e2/16/ccaddb8862dcd635b652de7690bc62f3/261356616.JPG","V1092752","Residential Detached","S","23633 112A AVENUE","Cottonwood MR","$532,000","4","3","2008","3,896.00","House/Single Family","Maple Ridge","026-690-624","V2W 0C8","0.00",,
"3","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261363540/0/60/45/16fe18fb9a0160c91b5daeee1490c932/16/87f66c1f784437b6eccf0ea2fabd187e/261363540.JPG","V1093256","Residential Attached","S","216 4600 WESTWATER DRIVE","Steveston South","$534,250","2","2","2003","0.00","Apartment/Condo","Richmond","025-663-747","V7E 6S2",,,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261261783/0/60/45/8a82bd117a25a508b31bfab097dc442a/16/b9f0518a7b37a25cfe2b038039a650a4/261261783.JPG","V1085862","Residential Attached","S","77 15 FOREST PARK WAY","Heritage Woods PM","$535,000","47","3","2000","0.00","Townhouse","Port Moody","025-104-209","V3H 5G7",,,
"10","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261276292/0/60/45/7a6e3c451cfc0bed3ab1dce9dc7a235c/16/d3ebd8801d36814f75ef61817e8eca74/261276292.JPG","V1086946","Residential Attached","S","1506 7371 WESTMINSTER HIGHWAY","Brighouse","$535,000","47","2","2008","0.00","Apartment/Condo","Richmond","027-496-732","V6X 0B4",,,
"13","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261338816/0/60/45/1f17fac7faabf866f5ab50ea87787368/16/a523d60211bd96a1aab24dc58dcaaa1a/261338816.JPG","V1091561","Residential Attached","S","801 1159 MAIN STREET","Mount Pleasant VE","$536,000","11","2","1992","0.00","Apartment/Condo","Vancouver East","017-902-380","V6A 4B6",,,
"12","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261036781/0/60/45/d282b09e350de794388bd2bbb0773ae4/16/8011bc024b93c128ed22c975b8b102cc/261036781.JPG","V1068813","Residential Attached","S","7002 8080 GRANVILLE AVENUE","Brighouse South","$537,000","155","2","2009","0.00","Apartment/Condo","Richmond","027-858-812","V6Y 1P3",,,
"12","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261362577/0/60/45/aa102b45546dddeb4fbca57f64bef091/16/f0608f118e72cf73511ded123fffa575/261362577.JPG","V1093197","Residential Attached","S","309 2101 MCMULLEN AVENUE","Quilchena","$537,000","3","2","1974","0.00","Apartment/Condo","Vancouver West","003-497-437","V6L 3B4",,,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261276675/0/60/45/786eca509652e8b31d60389ac541ec36/16/bc157d36b425abd1f0f876a620e476ce/261276675.JPG","V1086969","Residential Detached","S","10346 240TH STREET","Albion","$537,000","42","6","2014","3,467.00","House/Single Family","Maple Ridge","027-528-537","V2W 1G3","0.00",,
"8","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261290390/0/60/45/66e5e1c39bc3adccf7e75487a2a8812a/16/7e4b5b151c6182b974603b39d2acdab0/261290390.JPG","V1088056","Residential Attached","S","2107 999 SEYMOUR STREET","Downtown VW","$537,400","35","2","2014","0.00","Apartment/Condo","Vancouver West","800-089-281","V6B 3M1",,,
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261326369/0/60/45/cb828bdfeff64ee84d5518a8130ca325/15/062e2967352a442f741cb24834b2a1d1/261326369.JPG","F1425380","Residential Detached","S","8546 149A STREET","Bear Creek Green Timbers","$538,000","20","6","1989","7,097.00","House/Single Family","Surrey","012-428-132","V3S 7K7","64.80",,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261325202/0/60/45/a3dd912406eb33374b61853231893ca0/16/31275baccc06515868d0a78823e4366c/261325202.JPG","V1090699","Residential Attached","S","3 7458 BRITTON STREET","Edmonds BE","$539,900","18","3","2015","0.00","Townhouse","Burnaby East","800-089-795","V3N 3A5",,,
"0","//cdnparap130.paragonrels.com/ParagonImages/Static/60/45/1dbcd38db8d1129a033b8c2f4da344ac/NoPhotoAvailable.jpg","F1426162","Residential Detached","S","10315 143RD STREET","Whalley","$540,000","12","6","1962","9,129.00","House/Single Family","North Surrey","009-565-540","V3T 4T5","76.00",,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261295194/0/60/45/75e4b4b3ca8934ae52880919439b9221/15/0188e53bb2a52fe05dac7454d6aa5452/261295194.JPG","F1424186","Residential Detached","S","8636 TERRACE DRIVE","Nordel","$540,000","39","4","1969","12,870.00","House/Single Family","N. Delta","007-170-548","V4C 3Z2",,,
"9","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261259587/0/60/45/3cd76aed0d3128f9495bd9eb5c85efc0/15/28899618e4b5f81644396a5c7ee5cd4a/261259587.JPG","F1422952","Residential Detached","S","6670 187A STREET","Cloverdale BC","$541,800","54","6","2004","6,975.00","House/Single Family","Cloverdale","025-459-767","V3S 0T1","24.00",,
"17","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261311873/0/60/45/da70dff619a7ed7ffa6aa372ec129f0f/15/f41ad093484ca16f8a0daf7e5a0a4db0/261311873.JPG","F1424844","Residential Detached","S","13260 87B AVENUE","Queen Mary Park Surrey","$542,000","23","5","1976","8,468.00","House/Single Family","Surrey","004-382-765","V3W 6B8","60.00",,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261347623/0/60/45/80f75c2d6a6e86481c9572131f8d1e08/15/93691b657cdc0295473dd1e5c576a827/261347623.JPG","F1426085","Residential Detached","S","21604 49A AVENUE","Murrayville","$544,800","7","3","1992","11,325.60","House/Single Family","Langley","017-328-845","V3A 5Z3","65.00",,
"18","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261309185/0/60/45/be031421bf2b3346bbfda3b9494c4a3c/15/54f278fe1fd65e8f6d395282dd6712aa/261309185.JPG","F1424764","Residential Attached","S","201 9190 CHURCH STREET","Fort Langley","$544,900","28","2","2014","0.00","Apartment/Condo","Langley","900-572-740","N0N 0N0",,,
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261363210/0/60/45/7b4d52f90c271175e0b8107e34c6ba61/15/e591ed84d0c785eb89c7e3cb54ac830e/261363210.JPG","F1426596","Residential Detached","S","8952 112 STREET","Annieville","$545,000","0","4","9999","9,600.00","House/Single Family","N. Delta","002-899-957","V4C 4X4","80.00",,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261223979/0/60/45/bc48070f332b2fbb8107e9ed23c0c275/15/8997c5665d1006817700b6d3adfc8f69/261223979.JPG","F1421496","Residential Detached","S","8624 148A STREET","Bear Creek Green Timbers","$545,000","60","5","1989","7,108.00","House/Single Family","Surrey","007-975-562","V3S 7E5",,,
"11","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261309549/0/60/45/28f6c1055a5338f3e7cdf44cedc03d1e/15/5ebec65fc9184b1088bb264d66350796/261309549.JPG","F1424783","Residential Detached","S","26685 FRASER HIGHWAY","Aldergrove Langley","$545,000","24","5","1956","19,000.00","House/Single Family","Langley","001-973-401","V4W 3L1","100.00",,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261255100/0/60/45/93f8125172b634813500fd86698eecf3/16/d66f8843f5041f29dc270126585c97d4/261255100.JPG","V1085400","Residential Detached","S","346 E SIXTH AVENUE","The Heights NW","$545,000","56","4","1986","2,703.80","House/Single Family","New Westminster","013-305-522","V3L 4H3","105.00",,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260909690/0/60/45/0397dbbf567c03fc661bf58d0f71b6e1/15/523ad7cbc87b5d1a411d669c83f96d05/260909690.JPG","F1409082","Residential Detached","S","19 35259 STRAITON ROAD","Abbotsford East","$545,000","206","3","2014","6,249.00","House/Single Family","Abbotsford","029-238-676","V2S 0H1","51.68",,
"13","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261304753/0/60/45/594ec3753d9d338018edd519fdd43c23/16/28505f5fd1369f3d2ea9a2ae820918d0/261304753.JPG","V1089281","Residential Attached","S","2076 PURCELL WAY","Lynnmour","$547,000","31","3","1975","0.00","Townhouse","North Vancouver","003-880-681","V7J 3K3",,,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261117887/0/60/45/95f187e421f49977ff256259a9a6ad71/14/e31772870670f8c14da91c4abc580d91/261117887.JPG","H1402931","Residential Detached","S","6366 ROCKWELL DRIVE","Harrison Hot Springs","$547,500","117","2","2003","11,700.00","House/Single Family","Harrison Hot Springs","008-777-535","V0M 1K0","90.00",,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261320739/0/60/45/3fea5830f711024208a2bf2aea93b044/16/0650355069398212be483237ca9bd720/261320739.JPG","F1425154","Residential Detached","S","13088 60TH AVENUE","Panorama Ridge","$548,095","18","4","2014","2,713.00","House/Single Family","Surrey","029-172-080","V3S 1S4","30.00",,
"8","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261235843/0/60/45/ee93d6e2c9e6b420d943a1c12bd421b5/15/c38a4e41db79c40532f98ff04225f5b4/261235843.JPG","V1083794","Residential Attached","S","22 6088 BERESFORD STREET","Metrotown","$549,900","59","3","2014","0.00","Townhouse","Burnaby South","029-145-660","V5J 1K2",,,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261253692/0/60/45/2b5d810f5c993b456741e2ef99a8044a/15/182538532f4c1118a3761269a7231f0c/261253692.JPG","F1422745","Residential Detached","S","21154 93RD AVENUE","Walnut Grove","$550,000","51","5","1987","5,024.00","House/Single Family","Langley","004-438-515","V1M 2B6","39.37",,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261174322/0/60/45/f50579e5e27157d16953033b18c20ab1/15/31a7e982f5aff3851bce979e6f6f2663/261174322.JPG","F1419475","Residential Detached","S","LT.1 31161 SILVERHILL AVENUE","Mission-West","$554,000","91","6","1995","171,626.00","House with Acreage","Mission","900-572-169","V4S 1G3","322.00",,
"9","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261358790/0/60/45/1d586b677c36611da57ab8556e0dfe43/16/c6fd1109e3802890b074d3e1d06c8e98/261358790.JPG","V1092903","Residential Attached","S","803 150 W 15TH STREET","Central Lonsdale","$554,900","7","2","2014","0.00","Apartment/Condo","North Vancouver","029-354-692","V7M 0C4",,,
"14","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261347919/0/60/45/0f4eff83955e3fb039f46674524f2ad9/16/d485a57ef6b7c1cb73e6927fb3da2a18/261347919.JPG","V1092154","Residential Attached","S","200 FURNESS STREET","Queensborough","$555,000","13","3","2008","2,634.00","Townhouse","New Westminster","026-416-433","V3M 0B5",,,
"13","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261271481/0/60/45/787a4a58cb7e531f5541ef89bc108f87/16/b087b023707e8a0c9aadf9fd41c95b9a/261271481.JPG","V1086552","Residential Attached","S","210 1210 W 8TH AVENUE","Fairview VW","$555,000","42","2","1987","0.00","Apartment/Condo","Vancouver West","004-892-658","V6H 3Y9",,,
"17","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261250221/0/60/45/3e063dac9f300276386fb42e9c0f15e0/16/4af5d4e068fc1fc614586ef6e79b5010/261250221.JPG","V1084960","Residential Detached","S","24084 MCCLURE DRIVE","Albion","$555,000","53","4","2001","6,825.00","House/Single Family","Maple Ridge","024-495-611","V2W 1Z3","0.00",,
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261289752/0/60/45/6d9bf77813473273936d5c35bd94a48b/15/46feba4f9590af010782e91e4518cc4c/261289752.JPG","F1424063","Residential Detached","S","1928 159A STREET","King George Corridor","$556,000","37","2","1985","7,126.00","House/Single Family","South Surrey White Rock","003-104-575","V4A 7B3",,,
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260720639/0/60/45/36eb4e138b4eecfa98d324245e0513f6/16/6d89a1718c814ee5c9656c5afa2bb74c/260720639.JPG","V1041787","Residential Attached","S","2102 1420 W GEORGIA STREET","West End VW","$560,000","293","2","2003","0.00","Apartment/Condo","Vancouver West","025-532-758","V6G 3K4",,,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261304111/0/60/45/0646893f5d50f8093c39534df3974f1c/13/6fac9886efc0c9af4805462c09638081/261304111.JPG","N240334","Residential Detached","S","9103 111TH AVENUE","Fort St. John - City NE","$560,000","29","4","2001","0.00","House/Single Family","Fort St. John (Zone 60)","024-782-301","V1J 6Z2","57.60",,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261283918/0/60/45/a60c1d4acf58b40a82580dfcee356e14/16/9a38688e19ad80f3411d4affe30eda07/261283918.JPG","V1087660","Residential Detached","S","901 LYNWOOD AVENUE","Oxford Heights","$560,000","42","3","1979","7,434.00","House/Single Family","Port Coquitlam","005-575-176","V3B 5W5","53.48",,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261356252/0/60/45/179ae249f9e71254f5b96813c11d106c/16/0b4d89e1646b035b82684c4f36bc1bf0/261356252.JPG","V1092716","Residential Attached","S","22 998 RIVERSIDE DRIVE","Riverwood","$560,000","2","3","1999","0.00","Townhouse","Port Coquitlam","023-962-615","V3B 7Y4",,,
"10","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261152825/0/60/45/427a44469f709f375d386cf7941acfc1/15/aae94388b8fc5d02d86fe10ffe1c6dab/261152825.JPG","F1418662","Residential Detached","S","11786 95A AVENUE","Annieville","$565,000","106","5","1968","6,598.00","House/Single Family","N. Delta","006-967-175","V4C 3V7","66.00",,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261209408/0/60/45/6e5c677d25dac29e80e6a4d56e85582c/16/e3b9506936a4faf3343194f9f64873bb/261209408.JPG","V1081724","Residential Attached","S","6005 WOODSWORTH STREET","Central BN","$565,000","78","4","2002","0.00","1/2 Duplex","Burnaby North","025-383-558","V5G 1S9","33.00",,
"9","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261300854/0/60/45/eb1613bc88eb64f34f2c25c4702edb1a/15/a9d54423624a757baf65378baff13439/261300854.JPG","V1088904","Residential Detached","S","12283 256TH STREET","Websters Corners","$565,000","34","3","1978","0.00","House/Single Family","Maple Ridge","011-366-001","V4R 1B5","120.00",,
"14","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261316889/0/60/45/98950fb244ecdb6086833b04982cd0a1/15/c178c0dc052f9b15c84970ab8d935f2e/261316889.JPG","F1425036","Residential Detached","S","18915 69TH AVENUE","Clayton","$565,000","25","5","2003","4,617.00","House/Single Family","Cloverdale","025-486-209","V4N 5K1","46.20",,
