"PicCount","Pics","ML #","Prop Type","Status","Address","S/A","Price","DOM","Tot BR","Yr Blt","Lot Sz(SF)","TypeDwel","Area","P.I.D.#","Postal Code","Frontage - Feet","Access to Property","Permitted Land Use"
"3","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261161928/0/60/45/81eb94940adcd8528dac496c4c21d973/13/f47119bc91ad154494ce96dac506eaf8/261161928.JPG","N238600","Land Only","S","183 N GROSZ ROAD","Red Bluff/Dragon Lake","$55,000","104",,,"0.89",,"Quesnel (Zone 28)","007-856-512","V2J 4Z6","0.00","Road Access","House/Single Family"
"14","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261177967/0/60/45/cddb62d50055b6ab6476f168c5706841/13/580b88c5c18d62589adce3114bbff1bd/261177967.JPG","N238836","Residential Detached","S","5432 KENNEDY ROAD","100 Mile House - Rural","$60,000","105","2","9999","0.00","House/Single Family","100 Mile House (Zone 10)","001-645-404","V0K 1M0","0.00",,
"7","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261326304/0/60/45/ccaf5347c87bd40dae15612d00c0e098/13/e3efbe877642ac20c761da40af8c22eb/261326304.JPG","N240518","Land Only","S","DORE RIVER ROAD","McBride - Town","$62,000","42",,,"0.00",,"Robson Valley (Zone 81)","008-630-585","V0J 2E0","0.00","Allowed Access","House/Single Family"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261359114/0/60/45/18100a7508f68effcd6f2b1f261bee45/13/6959e36c2465a1774446b001ebf7dde4/261359114.JPG","N240836","Residential Detached","S","4210 15TH AVENUE","Hazelton","$64,000","20","2","1973","15,840.00","Manufactured with Land","Smithers And Area (Zone 54)","013-961-632","V0J 2J0","132.00",,
"15","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261154862/0/60/45/4fdae9d4dca331a3ad8fcce2dc315b34/13/c215fc86334030b4710899c6477576f6/261154862.JPG","N238499","Residential Detached","S","7655 MCCLURE ROAD","Deka/Sulphurous/Hathaway Lakes","$67,500","111","2","9999","0.00","Recreational","100 Mile House (Zone 10)","007-338-767","V0K 1X3","273.27",,
"4","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261300784/0/60/45/fee718613df997508fa11b2b3dcbfc57/13/75db711a83d8ae9d29d9d329a1834657/261300784.JPG","N240290","Residential Detached","S","6880 LANGER CRESCENT","Emerald","$75,000","37","3","9999","0.00","Manufactured with Land","PG City North (Zone 73)","010-428-682","V2K 2N4","0.00",,
"15","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261182086/0/60/45/622174ba7b8abf6d7e05aebf36ec86a9/15/071a96b941dbfe689594389398539524/261182086.JPG","F1419818","Residential Attached","S","218 7436 STAVE LAKE STREET","Mission BC","$82,000","94","1","1976","0.00","Apartment/Condo","Mission","001-310-500","V2V 5B9","0.00",,
"15","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261301239/0/60/45/181c9710965302d93ea69500dc7da278/13/a5154c3a9fdec5cf96539e33a419eff3/261301239.JPG","N240295","Residential Detached","S","3646 SPOKIN LAKE ROAD","Williams Lake - Rural East","$82,500","45","2","9999","0.00","House with Acreage","Williams Lake (Zone 27)","008-448-647","V0K 2G0","0.00",,
"8","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261262743/0/60/45/d2f75aefaa61e2d2d058ef828b3398eb/16/e6708ac56f49c6194a55097d0733e2fb/261262743.JPG","V1085948","Residential Attached","S","208 11671 FRASER STREET","East Central","$83,000","59","1","1993","0.00","Apartment/Condo","Maple Ridge","018-032-559","V2X 6C4",,,
"13","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261259887/0/60/45/8354f20b32f80598556ca11c16f1dca4/13/4ab380281e2df57c962389eaca699326/261259887.JPG","N239865","Residential Detached","S","12 4430 E 16 HIGHWAY","Smithers - Town","$84,500","62","4","1982","0.00","Manufactured","Smithers And Area (Zone 54)","800-088-894","V0J 2N0",,,
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261356031/0/60/45/29857381ea3b6dd3aeebfe5d0384f0a6/13/e050985366ec8dd1e2ae36b480d31932/261356031.JPG","N240809","Residential Detached","S","2911 PEARSON ROAD","Houston - Town","$88,000","15","3","1976","0.00","House/Single Family","Houston (Zone 53)","009-713-352","V0J 1Z0","60.00",,
"3","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261379653/0/60/45/fa40ca10e38b3a43254425f01754c32e/15/5f384efa1351b5fcb73a67636770017e/261379653.JPG","H1404480","Residential Attached","S","207 46289 YALE ROAD","Chilliwack E Young-Yale","$96,000","6","2","2008","0.00","Apartment/Condo","Chilliwack","027-587-428","V2P 0B9",,,
"13","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261285569/0/60/45/c986f9161ba6bab7c828b85846bbf7b1/15/2d6898d4c0a947bc352bfdced0d09231/261285569.JPG","F1423929","Residential Detached","S","17 8670 156 STREET","Fleetwood Tynehead","$96,000","45","3","1986","0.00","Manufactured","Surrey","900-572-653","V3S 3S1","0.00",,
"0","//cdnparap130.paragonrels.com/ParagonImages/Static/60/45/1dbcd38db8d1129a033b8c2f4da344ac/NoPhotoAvailable.jpg","H1404402","Land Only","S","67600 OTHELLO ROAD","Hope Center","$97,500","6",,,"73,181.00",,"Hope","003-169-774","V0X 1L1","0.00","Road Access",
"6","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261366702/0/60/45/07bc086ab7d30c56bbb1bedbb0fecfee/14/199f5efdc64b4fa76026aa2ed8734f91/261366702.JPG","H1404415","Residential Attached","S","25 45640 STOREY AVENUE","Sardis West Vedder Rd","$99,000","7","2","1992","0.00","Townhouse","Sardis","016-605-781","V2R 4E6",,,
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261340603/0/60/45/377b5a080ee2943e472ccbb969f6f212/15/284f819f265222705ad5bf2bbf704b41/261340603.JPG","F1425842","Residential Attached","S","206 31771 PEARDONVILLE ROAD","Abbotsford West","$99,000","18","2","1975","0.00","Apartment/Condo","Abbotsford","018-857-574","V2T 5S7",,,
"7","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261329311/0/60/45/2ce37e157b7b1200bc146ee50284cbd6/13/5e7acb33e0f09835e964b4ce96d5facb/261329311.JPG","N240571","Residential Detached","S","26 4430 16 HIGHWAY","Smithers - Town","$100,000","28","3","2010","0.00","Manufactured","Smithers And Area (Zone 54)","800-089-793","V0J 2N0","0.00",,
"13","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261361143/0/60/45/e4f668f16faa3509f071d9fb4063ad04/15/226efd1669dee9818c8767f0ab2a55b1/261361143.JPG","F1426513","Residential Attached","S","202 2567 VICTORIA STREET","Abbotsford West","$105,000","12","2","1990","0.00","Apartment/Condo","Abbotsford","016-052-137","V2T 2T4",,,
"12","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261306569/0/60/45/29fc4bd2a11f5e8ba0e9f286e87618fa/13/bdd0c94edffa211264ce204c8f016d89/261306569.JPG","N240355","Residential Detached","S","5103 MEDEEK AVENUE","Terrace - City","$105,000","44","3","9999","0.00","House/Single Family","Terrace (Zone 88)","005-908-621","V8G 1C9","60.00",,
"7","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261282437/0/60/45/0ef179ae7a46b7e9f6b04c6b23dfb674/16/d1d50d74a3af606412356aa01a4e815a/261282437.JPG","V1087388","Residential Attached","S","178 8160 WILLIAMS ROAD","South Arm","$110,000","45","2","1973","0.00","Apartment/Condo","Richmond","008-399-859","V7A 2E4",,,
"8","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261389722/0/60/45/a41dd26ee552d2fd959bd5b56dc1959e/15/187bec610a5b6da7938e9b004b8ec98b/261389722.JPG","F1427499","Residential Attached","S","307 10061 150TH STREET","Guildford","$110,000","0","1","1981","0.00","Apartment/Condo","North Surrey","001-903-047","V3R 4A7",,,
"11","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261350631/0/60/45/e7b0f07de0bbe33320ed2ad0e2baa7c5/16/b925d1d56b2901e2c7a394e3f021934c/261350631.JPG","V1092348","Residential Attached","S","402 G1 4653 BLACKCOMB WAY","Benchlands","$110,000","12","3","2000","0.00","Apartment/Condo","Whistler","800-089-859","V0N 1B4",,,
"4","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261174660/0/60/45/5e4eba2550aa00c54029666bab293e1f/15/0ea85fc970a6c325afd6541806c324fb/261174660.JPG","F1419496","Residential Attached","S","406 7475 138TH STREET","East Newton","$110,000","108","1","1994","0.00","Apartment/Condo","Surrey","018-757-618","V3W 0Y9",,,
"16","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261188412/0/60/45/9ad47f74bc9ffa419825e516f8c09bbe/14/496edfc270292d7aed7681d23b2fe236/261188412.JPG","H1403375","Residential Detached","S","50 52324 YALE ROAD","Rosedale Popkum","$110,000","93","3","1976","0.00","Manufactured","Rosedale","700-009-257","V0X 1X1","0.00",,
"15","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261271359/0/60/45/8ca1bfa61a53fb758601e64559119265/15/0725fa4a85c9dfaa43910e9fea612aac/261271359.JPG","F1423415","Residential Detached","S","223 1840 160TH STREET","King George Corridor","$112,000","57","3","1999","0.00","Manufactured","South Surrey White Rock","900-572-597","N0N 0N0","0.00",,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261208274/0/60/45/ba9f936aee20d05e65724ecf1a646d3e/15/800bf8e20907f9875c199d83c44f6e55/261208274.JPG","F1420891","Residential Detached","S","13 9080 198 STREET","Walnut Grove","$112,500","87","2","1995","0.00","Manufactured","Langley","900-572-322","V1M 3A8","0.00",,
"16","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261283540/0/60/45/8f589cbfea4ed1e924c9e0ab3d2c36a1/15/a794431f293e87a1a6fd1e7b8382de1f/261283540.JPG","F1423845","Residential Attached","S","318 33490 COTTAGE LANE","Central Abbotsford","$112,900","45","2","1980","0.00","Apartment/Condo","Abbotsford","001-817-311","V2S 6B8",,,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261358525/0/60/45/5c83597fa11f08133630a55e4ad6c16c/15/9aa2486e8b73fd9eec0a720a4cc18f8b/261358525.JPG","F1426424","Residential Attached","S","301 31930 OLD YALE ROAD","Abbotsford West","$115,000","10","2","1989","0.00","Apartment/Condo","Abbotsford","010-669-418","V2T 2C7","0.00",,
"11","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261039560/0/60/45/40f5ab1733b95ad74d838559860dd0dc/13/ec90b31385e76f24469b14b481ceead0/261039560.JPG","N236811","Residential Detached","S","6780 DAWSON ROAD","Emerald","$115,500","164","2","1992","0.00","Manufactured with Land","PG City North (Zone 73)","010-332-901","V2K 2L6","0.00",,
"17","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261235771/0/60/45/e50bf715aaf256e8a3711ffce05456db/14/98188d28ff476caef303d08f960d4eba/261235771.JPG","H1403664","Residential Attached","S","202 45504 MCINTOSH DRIVE","Chilliwack W Young-Well","$116,000","72","2","1993","0.00","Apartment/Condo","Chilliwack","018-331-262","V2P 7Y8",,,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261201783/0/60/45/83b5dd9a2a5d8ae78a8dd7940771086e/15/1e85412bf7f55cea568537d8c7192675/261201783.JPG","F1420649","Residential Attached","S","310 2963 NELSON PLACE","Central Abbotsford","$118,000","93","1","1994","0.00","Apartment/Condo","Abbotsford","018-786-618","V2S 7L6",,,
"12","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261253745/0/60/45/c45fa78e1ee0a36c01da33f351597ca0/16/bcf55b39aed385e3fa78e8990460c025/261253745.JPG","V1085291","Residential Attached","S","303 12170 222ND STREET","West Central","$118,000","68","2","1977","0.00","Apartment/Condo","Maple Ridge","001-456-032","V2X 8H1",,,
"13","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260993328/0/60/45/757069ecf33a3fd1ed4220a6ede8e379/16/3e442bc69821d888541b73e5b0bdd177/260993328.JPG","V1065462","Residential Detached","S","166 1830 MAMQUAM ROAD","Garibaldi Estates","$120,000","181","3","1976","0.00","Manufactured","Squamish","800-086-089","V0N 1T0","0.00",,
"11","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261367885/0/60/45/9bf6d8bf18373d4f67513810d5966486/15/daf0bca69b0c7300ca4213135d7404c7/261367885.JPG","F1426750","Residential Attached","S","206 32691 GARIBALDI DRIVE","Abbotsford West","$122,500","5","2","1988","0.00","Townhouse","Abbotsford","007-330-952","V2T 5T7",,,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261132760/0/60/45/4616b43b71612f43c920b9d631b7357c/14/96a91fb4bb38250cb72efd867a76dd33/261132760.JPG","H1403016","Residential Attached","S","302 46777 YALE ROAD","Chilliwack E Young-Yale","$122,500","117","2","1994","0.00","Apartment/Condo","Chilliwack","018-454-356","V2P 2S3","0.00",,
"5","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261359889/0/60/45/10836a184000df0abde5777082b63314/16/396c29c8cea40c2b7cb1f33741acd5c3/261359889.JPG","V1094089","Residential Attached","S","2 622 FARNHAM ROAD","Gibsons & Area","$130,000","1","1","1992","0.00","Apartment/Condo","Sunshine Coast","017-893-917","V0N 1V8",,,
"12","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261313901/0/60/45/8220f96c0997fb291de6cd0c55bd1d1e/16/e03b988d9d56190d2e98866e5af91030/261313901.JPG","V1089892","Residential Attached","S","307 8040 RYAN ROAD","South Arm","$133,000","37","3","1974","0.00","Apartment/Condo","Richmond","800-073-942","V7A 2E3",,,
"4","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/257296605/0/60/45/7b64981756e636452fcccdc59346b62f/16/197de72f7c46fe485038b794d4776519/257296605.JPG","V781954","Land Only","S","LT 5 MEDUSA LANE","Sechelt District","$133,000","1918",,,"6,921.00",,"Sunshine Coast","027-980-979","V0N 3A0","59.00","Road Access","House/Single Family"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261274131/0/60/45/2fc57aefdaa48ef93fdffe75dda4a528/15/dc9801afed63dc9c731c935cc3459652/261274131.JPG","F1423515","Residential Attached","S","221 2962 TRETHEWEY STREET","Abbotsford West","$135,000","54","2","1994","0.00","Apartment/Condo","Abbotsford","018-448-640","V2T 4M3",,,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261007949/0/60/45/0a15e52a185817a539c1c7bb56e0febc/15/98ecbf9f01148833b0aba163ce91128e/261007949.JPG","F1412975","Residential Attached","S","90 32691 GARIBALDI DRIVE","Abbotsford West","$137,500","174","2","1988","0.00","Townhouse","Abbotsford","010-838-252","V2S 4N3","0.00",,
"9","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260859696/0/60/45/1f469b6cd537ff4129ee2a9ce61ce744/15/ec95e6027bbe75d58f57356641997048/260859696.JPG","H1401143","Residential Detached","S","110 46511 CHILLIWACK LAKE ROAD","Chilliwack River Valley","$140,000","231","2","1992","3,600.00","Manufactured with Land","Sardis","000-957-488","V2R 3S5","40.00",,
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261156881/0/60/45/2cc8a529c6a610dd9c45319e3dfdc644/14/f80e06e077f4f9c11b528da721ce6fd9/261156881.JPG","H1403175","Residential Detached","S","47505 YALE ROAD","Little Mountain","$141,375","111","3","9999","0.00","House/Single Family","Chilliwack","000-869-023","V2P 7M8","40.00",,
"10","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261321323/0/60/45/01d951e2229e63cbdb0e7f72f6c065f9/16/12df8e22839ec132849aced155476bd0/261321323.JPG","F1425175","Residential Attached","S","207 9278 120TH STREET","Queen Mary Park Surrey","$141,500","47","2","2004","0.00","Apartment/Condo","Surrey","025-700-022","V3V 4B8",,,
"3","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261350595/0/60/45/a288d1a74f07a1be67852694789e65ef/13/9c0d8e00305d74a3bda2692ac7d459f2/261350595.JPG","N240772","Residential Detached","S","793 HARPER STREET","Central","$143,000","12","3","9999","5,604.00","House/Single Family","PG City Central (Zone 72)","007-807-171","V2M 2W6","0.00",,
"15","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261058795/0/60/45/9b0fedb4f5e68bad3e864d5b2ca3ffd1/16/167aa876e28570606a967f7c7057a2e6/261058795.JPG","V1070629","Residential Attached","S","127 4220 GATEWAY DRIVE","Whistler Village","$144,000","156","1","1980","0.00","Apartment/Condo","Whistler","002-467-658","V0N 1B4",,,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261204784/0/60/45/e8c01a23510c9c414c5bf903f25fce13/14/4bac98a0261f571c26a5c6375aa6cf29/261204784.JPG","H1403467","Residential Attached","S","207 9000 BIRCH STREET","Chilliwack W Young-Well","$144,300","95","2","2006","0.00","Apartment/Condo","Chilliwack","026-707-454","V2P 8G2",,,
"10","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261269981/0/60/45/35bef8636001731c299bfc9df964fb4b/15/d74215af5f38a6898312af8456f18dac/261269981.JPG","F1423349","Residential Attached","S","102 10662 151A STREET","Guildford","$147,000","51","2","1985","0.00","Apartment/Condo","North Surrey","001-015-940","V3R 8T3","0.00",,
"0","//cdnparap130.paragonrels.com/ParagonImages/Static/60/45/1dbcd38db8d1129a033b8c2f4da344ac/NoPhotoAvailable.jpg","F1426233","Residential Attached","S","116 8888 202 STREET","Walnut Grove","$148,000","11","1","2000","0.00","Apartment/Condo","Langley","024-856-444","V1M 4A7","0.00",,
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260988127/0/60/45/75610edb1bdfa37a149f06beec2d8a8b/16/78b50b109b93f33e237da58336cc6da2/260988127.JPG","V1065036","Residential Attached","S","602 65 FIRST STREET","Downtown NW","$148,000","189","1","1984","0.00","Apartment/Condo","New Westminster","000-814-016","V3L 5K9",,,
"5","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260671127/0/60/45/cf9476da08355095fc863f4eee2cc327/16/00d71e5abe116a9d37a7f9982890f759/260671127.JPG","V1037709","Land Only","S","LOT 6 PORPOISE DRIVE","Sechelt District","$149,000","354",,,"19,470.00",,"Sunshine Coast","008-530-149","V0V 0V0","120.00","Road Access","House/Single Family"
"17","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260891541/0/60/45/9ad5f3b6320d0b2756fb897b698ce8f2/13/a2cf1d8e966c60e730f3f5eb81aa3d3a/260891541.JPG","N234665","Residential Detached","S","171 5TH AVENUE","Burns Lake - Town","$150,000","231","3","9999","13,900.00","House/Single Family","Burns Lake (Zone 55)","009-561-790","V0J 1E0","0.00",,
"10","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261358493/0/60/45/83ddfc4a571c1538ed48adde0b3faff6/13/8e16228abc2de9444358d540b7f1993a/261358493.JPG","N240827","Residential Detached","S","3481 SPOKIN LAKE ROAD","Williams Lake - Rural East","$150,000","11","3","9999","0.00","Manufactured with Land","Williams Lake (Zone 27)","005-888-689","V0K 2G0","0.00",,
"10","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261054349/0/60/45/ea8a461c4f063866aaaf0f36fb1ddf44/15/32ed7e3bf3bcebed4702b253fb64b7c6/261054349.JPG","F1414823","Residential Attached","S","523 34909 OLD YALE ROAD","Abbotsford East","$150,000","156","2","1980","0.00","Townhouse","Abbotsford","016-020-138","V3G 2E7","0.00",,
"9","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261159931/0/60/45/1db9e375ae13467dc4a01dfa33f3b1b1/15/42c882a5fda6586572bc06ea018d9324/261159931.JPG","F1418919","Residential Attached","S","218 33280 E BOURQUIN CRESCENT","Central Abbotsford","$151,000","111","2","1993","0.00","Apartment/Condo","Abbotsford","018-337-961","V2S 7K2",,,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261376352/0/60/45/6911124f857c51e75c64b892184cbef5/15/9c29669d2d5add6cebdd495553854aee/261376352.JPG","F1427050","Residential Attached","S","26 2938 TRAFALGAR STREET","Central Abbotsford","$152,000","1","2","1990","0.00","Townhouse","Abbotsford","009-540-491","V2S 7X5","0.00",,
"8","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261349095/0/60/45/4c734c8d2dd2f72c6e5ee4eb878bd266/16/2bc3ab25f6a033fee6fd7c22d9d9050a/261349095.JPG","F1426135","Residential Attached","S","107 20881 56TH AVENUE","Langley City","$154,000","12","1","1992","0.00","Apartment/Condo","Langley","017-780-501","V3A 3Z3",,,
"8","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261003198/0/60/45/7aa2bf1d36dc39b5e3ecb55c50cd1e61/15/d85f37561933b1ee9e9ec4ec54a53350/261003198.JPG","F1412764","Residential Attached","S","1307 10523 UNIVERSITY DRIVE","Whalley","$155,000","174","1","1996","0.00","Apartment/Condo","North Surrey","018-936-041","V3T 5T8",,,
"10","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261203706/0/60/45/cb4a415e283587353683e9057f5135c4/16/9587b8c60d2fab6286afd97d634c5eca/261203706.JPG","V1081354","Residential Detached","S","5716 PORPOISE ROAD","Sechelt District","$155,000","81","3","1972","12,128.00","House/Single Family","Sunshine Coast","010-591-664","V0N 3A0","100.00",,
"12","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261217299/0/60/45/a5c2d5d8387c47ab86701b2c139ca2a8/15/faa48e130afc61e67b79218a846b1077/261217299.JPG","F1421316","Residential Attached","S","204 30515 CARDINAL AVENUE","Abbotsford West","$156,000","81","2","2009","0.00","Apartment/Condo","Abbotsford","027-879-071","V2T 0A8",,,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261304520/0/60/45/b62bfec7233bd7e406621cf2fa6841cf/15/50a3932921d7bf2eca9538d05409bc23/261304520.JPG","F1424544","Residential Attached","S","208 3172 GLADWIN ROAD","Central Abbotsford","$158,500","42","2","1995","0.00","Apartment/Condo","Abbotsford","018-880-401","V2T 5T5","0.00",,
"17","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261234927/0/60/45/cdb501d9204b349d467bcb6650aa8ccf/13/68a82cd34ee9b2be9d34b86bf3adbebd/261234927.JPG","N239563","Residential Detached","S","1870 6TH AVENUE","Crescents","$158,900","72","5","9999","6,600.00","House/Single Family","PG City Central (Zone 72)","012-970-123","V2M 1L6","0.00",,
