"PicCount","Pics","ML #","Prop Type","Status","Address","S/A","Price","Yr Blt","TypeDwel","# of Kitchens","# or % of Rentals Allowed","1-Bedrm Units","2-Bedrm Units","3-Bedrm Units","Access to Property","Age","Agent Hit Count","Appointment Phone Number","Approx.Yr of Renos/Addns","Area","Bach./Studio Units","Back On Market Date","Bds In Bsmt","Bds Not In Bsmt","Bldg Permit Approved?","Building Plans","ByLaw Infractions?","City","Class","Client Hit Count","Complex/Subdivision","CSA/BCE","Development Permit?","Dwelling Classification","Electricity","Expiry Date","Fire Sprinkler System","For Appointment Call","Foundation","Full Baths","Gross Taxes","Income As At Date","Income Per Annum","Info Package Available?","Less Oper. Expenses","List Date","Natural Gas","Net Oper. Income","No. Floor Levels","Other Units","P.I.D.#","Permitted Land Use","Postal Code","Prop in Lnd Reserve?(ALR)","Province","Public Remarks","Realtor Remarks","Region","Sale/Rent","Sanitary Sewer","Stories in Building","Storm Sewer","Strata Maint Fee","Trees(Logged in last 2yr)","Unit Entitlement","Units in Development","Water Supply","Sold Date","Sold Price","Sold Price per SqFt","SP/LP Ratio","Status Change Date","Total Baths","Total Bedrooms","Zoning"
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261753447/0/120/90/d7f75bfe8e301f1bdb698fcb1baca685/13/f43b7fcd80fae82b0a73fdd9128f2c20/261753447.JPG","N245217","Land Only","S","LOT B FAWN CREEK ROAD","Horse Lake","$40,000",,,,,,,,"Road Access",,,"250-395-0229",,"100 Mile House (Zone 10)",,,,,"No","Not Available",,"100 Mile House","Land",,,,"No",,"At Lot Line","4/30/2017",,"WAYNE",,,"$688.00",,,"Yes",,"5/12/2015","Not Available",,,,"023-179-589","Other","V0K 2E3","No","BC","Almost 10-acre parcel. Large hay meadow and nice building site. Close to many good fishing lakes. Drive by and take a look!! L#7506",,"BC Northern","For Sale","None",,"None",,"No",,,"None","9/26/2016","$40,000",,"0.82","9/28/2016",,,"C-2"
"16","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262073838/0/120/90/308f3e33a9b859ea6e56563ddfbe4e1d/13/dc132852f1318db34454f60cb81ca949/262073838.JPG","R2052211","Residential Detached","S","832 2ND AVENUE","McBride - Town","$51,300","9999","HOUSE","1",,,,,,"999",,"250-569-2735",,"Robson Valley (Zone 81)",,,"1","2",,,,"McBride","Residential Detached",,,,,"Detached",,"9/30/2016",,"RODGER","Concrete Perimeter","1","$934.00",,,,,"3/30/2016",,,"2",,"013-918-656",,"V0J 2E0",,"BC","Very well made 3 bedroom 1 bath home located on a 50x120' landscaped lot. Pellet and oil forced air heat. Storage building at back.","Very well made 3 bedroom 1 bath home located on a 50x120' landscaped lot. Pellet and oil forced air heat. Storage building at back.","BC Northern","For Sale",,,,,,,,,"9/23/2016","$51,300","$41.50","0.76","10/3/2016","1","3","R2"
"3","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262123910/0/120/90/885076990472c0ec2aaaf6c1116508e8/13/c88208697a52831fb6ed226744fad7f8/262123910.JPG","R2102283","Land Only","S","LOT 4 GILL PLACE","Cluculz Lake","$54,000",,,,,,,,"Road Access",,,"250-567-2271",,"PG Rural West (Zone 77)",,,,,"No","Not Available",,"Cluculz Lake","Land",,,,"No",,"Nearby","11/18/2016",,"PHLLIP",,,"$953.09",,,"Yes",,"8/18/2016","Not Available",,,,"011-011-785","House/Single Family","V0J 3A3","No","BC","Waterfront property on Cluculz Lake. Lot is lightly treed. Approx. 120 feet of east-facing shoreline. Access is from Gill Place. Property is affected by an Archeological/Heritage site - maps and details are available.","Please note that the entire property is affected by a heritage site. Court ordered sale - Subject to court approval; addendum A to be attached to all offers.","BC Northern","For Sale","None",,"None",,"No",,,"None","9/19/2016","$54,000",,"0.86","10/20/2016",,,"R4"
"15","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262124299/0/120/90/147023b77d02f2c463f9d148cc7aa28c/16/e02d857ca5ab436d9a6d36e99a33eb4d/262124299.JPG","R2102672","Residential Detached","S","77 1413 SUNSHINE COAST HIGHWAY","Gibsons & Area","$54,000","1977","MANUF","1",,,,,,"39",,"604-740-6868",,"Sunshine Coast",,,"0","2",,,,"Gibsons","Residential Detached",,,"399748",,"Detached",,"11/22/2016",,"Mike Doyle","Other","1","$269.62",,,,,"8/22/2016",,,"1",,"800-107-674",,"V0N 1V5",,"BC","On a quiet no through lane, this unit has been well maintained with some updates. Plumbing updated to copper, skirting was updated, roof was redone 7/8 years, newer hot water tank and large detached work shop. Covered parking and close to everything.","Measurements approximate. Buyer to verify if important. New owner must be approved by Park Management. Pets allowed with restrictions.","Greater Vancouver","For Sale",,,,,,,,,"9/23/2016","$54,000","$60.27","0.77","10/3/2016","1","2","RM2"
"12","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262112079/0/120/90/20aa43f29a6ef6cef0ab59e1eb4d6223/13/56a2679bbe7f4263ce4c1f6dd7784f7e/262112079.JPG","R2090452","Residential Detached","S","LOT 7 QUARTZ ROAD","Fraser Lake","$55,000","2012","RECRE","1",,,,,,"4",,"250-567-9222",,"Vanderhoof And Area (Zone 56)",,,"0","1",,,,"Fraser Lake","Residential Detached",,,,,"Detached",,"7/31/2017",,"KENT","Other","0","$332.34",,,,,"7/11/2016",,,"2",,"005-330-769",,"V0J 1S0",,"BC","Great cabin on 5 acres close to Francois Lake. Large master bedroom, spacious kitchen, and even a good size living room. Head up the stairs to the loft and you have a great view of the lake. The loft can be made into another bedroom if you prefer. Propane fridge and even a solar power so you can run a TV or what have you. Outside there is a workshop area and covered storage shed. There has been lots of outside work done to make this place a little gem. If you are looking for some where to just relax and get away from it all this is what you have been looking for.","Foundation is sono tubes.","BC Northern","For Sale",,,,,,,,,"9/23/2016","$55,000","$54.13","0.92","9/26/2016","1","1","H-1"
"15","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262112518/0/120/90/23fb9b3f8c83a1084d7031b1b80231ba/13/976eb3932f261504bcf888e8b09135e7/262112518.JPG","R2090891","Residential Detached","S","32A 4619 QUEENSWAY DRIVE","Thornhill","$58,000","1973","MANUF","1",,,,,,"43",,"250-631-6856",,"Terrace (Zone 88)",,,"0","2",,,,"Terrace","Residential Detached",,,"24919",,"Detached",,"10/12/2016",,"SHELLY","Other","1","$344.47",,,,,"7/12/2016",,,"1",,"800-106-910",,"V8G 3X5",,"BC","Beautifully updated mobile on an extra large lot located quietly in the back of the Timberland Mobile Home Park. Open and inviting from the moment you step in the front porch this home pleasantly surprises throughout. The large kitchen is pleasing to the eye and functional, with a step out to the back deck. The living space is open and plentiful, with a cozy pellet stove tucked into the corner to take off the winter chill, and take the bite out of heating costs. The master is large and wonderfully accented with local wood and country charm. The bathroom is roomy and nicely modern. The roof was new 3.5 years ago and will be functional for years to come. The side yard is fully fenced for the kids and pets! This home is in top condition throughout and ready for you to move on in!","Day before notice please. Foundation is wood blocks.","BC Northern","For Sale",,,,,,,,,"9/21/2016","$58,000","$52.73","0.83","10/6/2016","1","2","MHP"
"7","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262076865/0/120/90/30ae6fd5ca364ea6ac6f1d496cee5dcb/13/c8a001026ca765900ecb27c99f4c07f5/262076865.JPG","R2055238","Land Only","S","LOT 2 WEST LAKE ROAD","Blackwater","$60,000",,,,,,,,"Road Access",,,"250-617-0321",,"PG Rural West (Zone 77)",,,,,"No","Not Available",,"Prince George","Land",,,,"No",,"Nearby","4/7/2017",,"ROBIN",,,"$357.41",,,"No",,"4/7/2016","Nearby",,,,"005-760-275","House/Single Family","V2N 6H5","No","BC","What a beautiful piece of land! With 9.44 acres right off West Lake Road, what an ideal place for a new development. Conveniently located very close to West Lake Provincial Park. Come, look and make your housing dreams come true on this private and peaceful property",,"BC Northern","For Sale","None",,"None",,"No",,,"None","9/23/2016","$60,000",,"0.94","10/11/2016",,,"RR1"
"11","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262085711/0/120/90/5cea7a6f81b8e05f53e2621a6cbdad2a/13/a5605e8bb78436cbb9f443f79e96cd28/262085711.JPG","R2064084","Residential Detached","S","85 560 SODA CREEK ROAD","Williams Lake - City","$62,000","2009","MANUF","1",,,,,,"7",,"250-398-0101",,"Williams Lake (Zone 27)",,,"0","3",,,,"Williams Lake","Residential Detached",,"COMER HILL TRAILER PARK","MB-1163",,"Detached",,"10/30/2016",,"JOY","Preserved Wood","1","$613.56",,,,,"4/28/2016",,,"1",,"800-104-958",,"V2G 5E7",,"BC","This 3-bedroom mobile home is perfectly set up for the young family with a great fenced yard and ample parking. It is located on the top level of Comer Hill Trailer Park just minutes from town. The spacious open floor plan includes fridge/stove/washer/dryer and dishwasher. One of the few mobile home parks that allows pets. It has a double lot for a larger yard.","24 hours notice required, as she has young children. Since March 2015 propane has been filled 3 times at $400/filling.","BC Northern","For Sale",,,,,,,,,"9/19/2016","$62,000","$67.10","0.95","10/11/2016","1","3","MHP"
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262112947/0/120/90/a8930471556f43ce947c99cea15fdaa7/13/c571c8fe61bd09bc8d9d3e8b5e712492/262112947.JPG","R2091320","Land Only","S","2553 NORWOOD ROAD","Bouchie Lake","$64,000",,,,,,,,"Lane Access",,,"250-981-2008",,"Quesnel (Zone 28)",,,,,"No","Not Available",,"Quesnel","Land",,,,"No",,"At Lot Line","11/30/2017",,"KAREN",,,"$160.86",,,"No",,"7/14/2016","At Lot Line",,,,"008-868-697",,"V2J 6L5","Yes - Agricultural Land Reserve","BC","Great location to build your dream home with a view of Bouchie Lake, access across the road.",,"BC Northern","For Sale","None",,"None",,"No",,,"None","9/23/2016","$64,000",,"0.98","9/26/2016",,,"RR2"
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262092245/0/120/90/2df921d0cd83fceb91c1926efafa3792/16/86dec08f9876fd19ee26e574fc15630a/262092245.JPG","R2070618","Residential Detached","S","42W 8191 RIVER ROAD","West Cambie","$66,000","1974","OTHER","1",,,,,,"42",,"604-518-3644",,"Richmond",,,"0","1",,,,"Richmond","Residential Detached",,"Richmond Marina",,,"Detached",,"11/9/2016",,"PLS NO TXT. TB ONLY","Other","1","$0.00",,,,,"5/17/2016",,,"2",,"800-101-399",,"V6X 1X8",,"BC","This is your chance to own a unique home in Richmond for less than it will cost you to rent! Along with an amazing float home community, your neighbours will include seals, otters, eagles, and baby ducklings. Near the YVR International Airport, the Canada Line and world class restaurants/shopping/entertainment, this is your chance to live on the water in a charming, landmark location. Sip coffee from your private floating patio, or enjoy stunning West Coast sunsets from the rooftop deck. Current owner has invested in new siding, windows and electrical making this one-of-a-kind home move-in ready. Marine Survey available. Don't miss your chance to call this home!","Accepted Offer - Pending Processing","Greater Vancouver","For Sale",,,,,,,,,"9/24/2016","$66,000","$105.26","0.94","9/29/2016","1","1","MARINA"
"10","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262131073/0/120/90/0cf2e615834be147b546ea535e5be45f/15/0f2513a56d05b7b1407e87fd5219f7d8/262131073.JPG","R2109446","Residential Detached","S","112 1840 160 STREET","King George Corridor","$67,000","2006","MANUF","1",,,,,,"10",,"604-581-3838",,"South Surrey White Rock",,,"0","2",,,,"Surrey","Residential Detached",,"Breakaway Bays","53777",,"Detached",,"12/13/2016",,"Les","Concrete Block","2","$287.00",,,,,"9/15/2016",,,"1",,"900-580-854",,"V4A 4X4",,"BC","Breakaway Bays 14x66 2006 manufactured home 2 bed 2 bathrooms - one at each end of the home. This home needs requires a number of minor repairs and the price reflects the repairs to be done. This home is 2x6 construction. Pad rent $990 includes electricity, water, sewer, garage p/u and taxes on the land. Family park 2 pets ok. Clubhouse, pool, exercise centre and more. 5 minutes to White Rock Beach and U.S. Border.",,"Fraser Valley","For Sale",,,,,,,,,"9/23/2016","$67,000","$72.51","1.05","9/28/2016","2","2","MHP"
"2","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262125677/0/120/90/6c2f6a047416397332a88bdac0ab1aab/13/0836079f4c38370813e7536e8bbc3af1/262125677.JPG","R2104050","Land Only","S","LOT 1 MIWORTH ROAD","Miworth","$68,000",,,,,,,,"Road Access",,,"250-981-3213",,"PG Rural West (Zone 77)",,,,,"No","Not Available",,"Prince George","Land",,"MIWORTH",,"No",,"Nearby","11/28/2016",,"ANNE MCCORMICK",,,"$428.47",,,"No",,"8/26/2016","Nearby",,,,"024-244-783",,"V2M 7B7","No","BC","Beautifully treed, flat 2 acre lot in popular Miworth, just waiting for you to build your dream home on. Located on Miworth Road just across from Bergman and just down the road from Wilkins Park. Shared well on Lot 2, 120 ft deep and pumps 40 gpm according to seller. Driveway has been cleared and culvert in place.","Buyer advised to walk property to determine lot lines, size taken from BC Tax Assessment and should be verified if deemed important.","BC Northern","For Sale","None",,"None",,"No",,,"Well - Drilled","9/20/2016","$68,000",,"0.91","9/26/2016",,,"CR1"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262117436/0/120/90/30dfc346c01b7fbdb2a0dd67661d1d98/13/e4004305ad257f99fbe7ce5fdc5f7048/262117436.JPG","R2095809","Residential Detached","S","1 221 RAYMOND ROAD","Smithers - Rural","$69,000","1973","MANUF","1",,,,,,"44",,"250-877-3447",,"Smithers And Area (Zone 54)",,,"0","2",,,,"Smithers","Residential Detached",,,"18775 BC EL 107",,"Detached",,"3/15/2017",,"DAVE WEBSTER","Other","1","$426.69",,,,,"7/28/2016",,,"1",,"800-107-270",,"V0J 2N6",,"BC","Special offering - fully furnished mobile home in a lovely rural setting just minutes from Smithers! Extensively renovated in the past 8 years with new roof, siding, covered deck, outside storage and electrical upgrades. Very nice 2 bedroom, big bathroom with utility and all very solid and well done! Large living room addition with big RSF approved wood heater. Country living with only one neighbour, and pad rent at $170/month.","Foundation: trailer on blocking. Tin roof on wood poles. Wood stove heat only.  Seller wants to stay and rent for six months.","BC Northern","For Sale",,,,,,,,,"9/20/2016","$69,000","$70.41","0.99","9/23/2016","1","2","R-7"
"16","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262128521/0/120/90/1981d1740f8f2aef738277c40b9077bc/16/a1916d443994e5efdd86dae3f34f938c/262128521.JPG","R2106894","Residential Attached","S","312 G1 4653 BLACKCOMB WAY","Benchlands","$69,900","2000","APTU","1",,,,,,"16",,"604-932-8899",,"Whistler",,,"0","1",,,,"Whistler","Residential Attached",,"Horstman House",,,"Attached",,"11/5/2016",,"Nick","Concrete Slab","1","$0.00",,,,,"9/7/2016",,,"1",,"800-108-059",,"V0N 1B4",,"BC","An affordable way to enjoy your own Whistler slope-side 1 bedroom, 1 bathroom 1/4 share residence at The Horstman House on Blackcomb. Featuring a fully equipped kitchen, washer/dryer, underground parking and owners storage; you can use personally or rent nightly through Whistler Premier. This 3rd floor unit is on the forest-side of the complex. Maintenance fee covers property tax, utilities, snow removal, management. 1 week per month, with additional owner space-available weeks. Own today and start coming to Whistler more!","Call LA or Horstman House 1-604-935-3495 to arrange viewing availability; Friday between 1-4pm is often best. Parking stall #30 on lower level. Call Nick for revenue statements 1-604-932-8899.","Greater Vancouver","For Sale",,"4",,"$275.00",,,"52",,"9/23/2016","$69,900","$110.43","1.00","9/26/2016","1","1","TA13"
"14","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262129638/0/120/90/108e5b3900eb3edc2d1a654ba2d55ac9/16/9479494726150f81d5408868036d994e/262129638.JPG","R2108011","Residential Attached","S","212 G2 4653 BLACKCOMB WAY","Benchlands","$72,500","2000","APTU","1",,,,,,"16",,"604-932-8899",,"Whistler",,,"0","1",,,,"Whistler","Residential Attached",,"Horstman House",,,"Attached",,"11/30/2016",,"Nick","Concrete Slab","1","$0.00",,,,,"9/11/2016",,,"1",,"800-108-127",,"V0N 1B4",,"BC","An opportunity to enter the Whistler real estate market at a fraction of the cost of full ownership. This 1 bedroom 1/4 share at the popular Horstman House offers fully equipped kitchen, washer/dryer, underground parking and owners storage. You can use personally or rent nightly through Whistler Premier. Call today to learn more.","Call LA or Horstman House 1-604-935-3495 to arrange viewing availability; Friday between 1-4pm is often best. Parking stall #17. Call Nick for revenue statements 1-604-932-8899.","Greater Vancouver","For Sale",,"4",,"$296.00",,,"52",,"9/25/2016","$72,500","$114.53","1.00","9/26/2016","1","1","TA13"
