"ML #","Prop Type","Status","Address","S/A","Yr Blt","TypeDwel","Age","Area","City","Expiry Date","For Appointment Call","Full Baths","Gross Taxes","List Date","P.I.D.#","Stories in Building","Strata Maint Fee","Sold Date","Sold Price","Sold Price per SqFt","SP/LP Ratio","Total Baths","Total Bedrooms","Zoning","List Price","Days On Market","Floor Area -Grand Total","Sold Price Per SQFT","SP/OLP Ratio","Type","# of Kitchens","Access to Property","Appointment Phone Number","Commission","Complex/Subdivision","Depth","Fireplaces","Frontage - Feet","Info Package Available?","PAD Rental","Parking Places - Total","Postal Code","Potential for Rezoning?","Prop Disclosure Statement","Province","Sanitary Sewer","Storeys in Building","Storm Sewer","Water Supply"
"R2107549","Land Only","S","11570 NECOSLIE ROAD","Fort St. James - Rural",,,,"Fort St. James (Zone 57)","Fort St. James","3/31/2019","BRITT",,"$0.00","9/9/2016","004-983-904",,,"11/14/2018","$40,200",,"0.58",,,"RR1","$69,900","794",,,"0.42","Other",,"Road Access","250-570-7147","3% ON THE 1ST $100,000/1.5% ON REMAINING",,"0",,"0.00","Yes",,,"V0J 1P0","Not Known",,"BC","None",,"None","Other"
"R2312114","Residential Detached","S","53 95 LAIDLAW ROAD","Smithers - Rural","1973","Manufactured","45","Smithers And Area (Zone 54)","Smithers","1/25/2019","DONNA","1","$255.16","9/26/2018","800-124-993",,,"11/7/2018","$45,000","$41.36","0.83","1","4","MHP","$54,500","42","1,088","$41.36","0.83","Manufactured","1",,"250-847-5999","3.5%",,,"0",,,"$300.00",,"V0J 2N6",,,"BC",,,,
"R2319940","Land Only","S","LOT A W 7TH STREET","Vanderhoof - Town",,,,"Vanderhoof And Area (Zone 56)","Vanderhoof","4/30/2019","TED SNELL",,"$776.78","10/30/2018","023-783-613",,,"11/8/2018","$47,000",,"0.95",,,"R1","$49,500","9",,,"0.95","Other",,"No Access","250-567-8756","3.5%",,"0",,"0.00","Yes",,,"V0J 3A0",,,"BC","Nearby",,"None","City/Municipal"
"R2294533","Residential Detached","S","8B 6151 GAUTHIER ROAD","Gauthier","1981","Manufactured","37","PG City South (Zone 74)","Prince George","1/31/2019","RICK","1","$418.24","7/31/2018","800-123-679",,,"11/5/2018","$52,000","$49.81","0.91","1","3","RM9","$57,000","97","1,044","$49.81","0.87","Manufactured","1",,"250-613-3158","3% OF SALE PRICE",,"0","0","0.00",,"$370.00","2","V2N 5M5",,,"BC",,,,
"R2322159","Residential Attached","S","H112 1900 STRATHCONA AVENUE","VLA","1970","Townhouse","48","PG City Central (Zone 72)","Prince George","4/29/2019","TEXT DEB","1","$846.59","11/7/2018","018-435-793",,"$250.29","11/9/2018","$63,000","$37.50","1.05","2","3","URM2","$59,900","2","1,680","$37.50","1.05","Townhouse","1",,"250-961-6888","3%","ALPINE VILLAGE","0","0","0.00",,,"2","V2N 0C8",,,"BC",,,,
"R2320709","Residential Detached","S","45 7790 KING GEORGE BOULEVARD","East Newton","1976","Manufactured","42","Surrey","Surrey","2/5/2019","Touchbase","1","$39.73","11/5/2018","905-002-088",,,"11/5/2018","$64,000","$83.33","0.92","1","2","MHP","$69,500","0","768","$83.33","0.92","Manufactured","1",,"604-538-2125","4% OF THE PURCHASE PRICE + $2,000 SELLING BONUS","CRISPEN BAYS",,"0",,,"$970.00","2","V3W 5Y4",,,"BC",,,,
"R2296961","Residential Detached","S","98 1830 MAMQUAM ROAD","Garibaldi Estates","1974","Manufactured","44","Squamish","Squamish","12/31/2018","TEXT Eleanore","1","$53.11","8/12/2018","800-123-860",,,"11/5/2018","$65,000","$87.37","0.78","1","2","RMH","$83,000","85","744","$87.37","0.66","Manufactured","1",,"604-815-8846","3%","TIMBERTOWN MOBILE PARK",,"0",,,"$656.00",,"V0N 1T0",,"SELLER DOES NOT RESIDE IN HOME","BC",,,,
"R2272810","Land Only","S","PARCEL A VENTURE ROAD","Quesnel - Town",,,,"Quesnel (Zone 28)","Quesnel","11/30/2018","WILLIAM LACY",,"$162.99","5/23/2018","018-689-230",,,"11/8/2018","$65,000",,"0.65",,,"RR1","$100,000","169",,,"0.65","Other",,"Water Access","250-983-5792","3%","HALLIS LAKE","0",,"0.00","No",,,"V2J 6P8","No",,"BC","None",,"None","None"
"R2315126","Residential Attached","S","702 1501 QUEENSWAY STREET","South Fort George","1966","Apartment/Condo","52","PG City Central (Zone 72)","Prince George","1/15/2019","DENISE DUNN","1","$638.04","10/15/2018","026-576-953","12","$289.00","11/2/2018","$66,000","$106.45","0.88","1","1","RM1","$74,900","18","620","$106.45","0.88","Apartment/Condo","1",,"250-612-2061","3%","MILLAR ADDITION",,"0",,,,"1","V2L 1L5",,,"BC",,,,
"R2313214","Residential Detached","S","25 375 HORSE LAKE ROAD","100 Mile House - Town","1970","Manufactured","48","100 Mile House (Zone 10)","100 Mile House","4/4/2019","DAVE MINGO","1","$221.50","10/4/2018","800-125-094",,,"11/8/2018","$68,500","$77.66","0.98","1","3","R6","$69,900","35","882","$77.66","0.98","Manufactured","1",,"250-706-7955","3.4% **(SEE REALTOR REMARKS)",,,"0",,,"$305.00","3","V0K 2E0",,,"BC",,,,
"R2315110","Land Only","S","DL 1006 CHILAKO RIVER-NECHAKO","Blackwater",,,,"PG Rural West (Zone 77)","Prince George","10/12/2019","DARREN",,"$106.93","10/12/2018","014-983-583",,,"11/5/2018","$72,000",,"0.90",,,"RLU","$80,000","24",,,"0.90","Other",,"Mixed","250-640-5585","5% OF SALE PRICE",,"0",,"0.00","Yes",,,"V2N 5N7",,,"BC","None",,"None","None"
"R2319578","Residential Attached","S","401 280 N BROADWAY AVENUE","Williams Lake - City","1981","Apartment/Condo","37","Williams Lake (Zone 27)","Williams Lake","3/31/2019","JASON","1","$774.95","10/31/2018","004-612-418","4","$223.51","11/1/2018","$75,000","$84.36","1.00","1","2","R 4","$75,000","1","889","$84.36","1.00","Apartment/Condo","1",,"250-303-1169","3% OF SALE PRICE","TERRA VISTA",,"0",,,,,"V2G 4J7",,,"BC",,,,
"R2285686","Land Only","S","14963 PARKWOOD STREET","Hope Sunshine Valley",,,,"Hope","Sunshine Valley","11/26/2018","WALTER RAWLINSON",,"$391.95","7/3/2018","002-109-581",,,"11/14/2018","$76,000",,"0.95",,,"RS1","$79,900","134",,,"0.95","Other",,"Allowed Access","604-750-0185","3.5% ***COMMISSION PAYABLE UPON 1ST PHYSICAL INTRO TO PROPERTY, OTHERWISE $1000***","PARKHILL VILLAGE","137",,"30.00","Yes",,,"V0X 1L5","No",,"BC","At Lot Line",,"None","Other-Licensed"
"R2318808","Residential Detached","S","5 23205 CALVIN CRESCENT","East Central","1992","Manufactured","26","Maple Ridge","Maple Ridge","10/22/2019","TOUCHBASE PLEASE","1","$889.19","10/25/2018","800-125-547",,,"11/7/2018","$80,000","$69.57","0.57","2","3","CS-3","$139,900","13","1,150","$69.57","0.57","Manufactured","1",,"604-467-5000","3.5%","GARIBALDI COURT",,"0",,,"$617.00",,"V2X 4S3",,,"BC",,,,
"R2285694","Land Only","S","8191 SABYAM ROAD","North Kelly",,,,"PG City North (Zone 73)","Prince George","6/30/2019","NORMAN FERRIS",,"$888.09","6/30/2018","005-202-850",,,"11/14/2018","$80,000",,"0.62",,,"AR2M","$129,900","137",,,"0.53","Other",,"Road Access","250-565-7998","2.5%",,"0",,"0.00","Yes",,,"V2K 2K4",,,"BC","Available",,"None","City/Municipal"
"R2309007","Residential Detached","S","460 BAKER DRIVE","Quesnel - Town","1972","House/Single Family","46","Quesnel (Zone 28)","Quesnel","3/31/2019","PAM","2","$1,617.06","9/20/2018","014-084-856",,,"11/2/2018","$80,000","$49.69","0.85","2","4","RS2","$94,000","43","1,610","$49.69","0.85","House/Single Family","2",,"250-255-4332","3%",,"0","0","0.00",,,"4","V2J 1V1",,,"BC",,,,
"R2319853","Residential Detached","S","2 23141 72 AVENUE","Salmon River","1977","Manufactured","41","Langley","Langley","4/30/2019","TOUCHBASE RAY","1","$653.63","11/1/2018","905-003-623",,,"11/9/2018","$82,000","$112.64","0.92","1","2","MHP","$88,800","8","728","$112.64","0.92","Manufactured","1",,"604-581-3838","3.5%","LIVINGSTONE","80","0","30.00",,"$500.00","2","V2Y 2R9",,,"BC",,,,
"R2250586","Land Only","S","564 FERNHILL ROAD","Mayne Island",,,,"Islands-Van. & Gulf","Mayne Island","12/31/2018","KATHIE WARNING",,"$502.00","3/19/2018","004-121-902",,,"11/8/2018","$85,000",,"0.85",,,"SR","$100,000","234",,,"0.85","Other",,"No Access","250-539-2525","3.5% ON THE 1ST $100,000",,,,,"No",,,"V0N 2J2","No",,"BC","Nearby",,"Nearby","None"
"R2313011","Residential Detached","S","3576 LAURIER STREET","Hazelton","1963","House/Single Family","55","Smithers And Area (Zone 54)","New Hazelton","9/30/2019","CHARLIE","1","$1,325.82","10/5/2018","014-009-153",,,"11/5/2018","$86,000","$59.72","0.96","1","2","R1","$90,000","31","1,440","$59.72","0.96","House/Single Family","1",,"250-847-5999","3.5% OF SALE PRICE",,"120","1","132.00",,,"4","V0J 2J0",,,"BC",,,,
"R2282305","Land Only","S","4831 SUNSET DRIVE","Terrace - City",,,,"Terrace (Zone 88)","Terrace","1/16/2019","EMILY",,"$526.58","6/19/2018","005-390-184",,,"11/11/2018","$87,500","$11.85","0.92",,,"R2","$95,000","145",,"$11.85","0.92","Other",,"Road Access","250-600-7343","3% OF THE SALE PRICE + GST",,"0",,"0.00","No",,,"V8G 4T7",,"LAND UNDER 1 ACRE","BC","At Lot Line",,"At Lot Line","City/Municipal"
"R2320394","Residential Detached","S","4 7100 ALDEEN ROAD","Lafreniere","1997","Manufactured","21","PG City South (Zone 74)","Prince George","4/1/2019","ANGELA","2","$1,097.79","11/2/2018","800-125-779",,,"11/12/2018","$91,000","$86.17","0.79","2","2","MHP","$114,900","10","1,056","$86.17","0.79","Manufactured","1",,"250-565-7505","3% UP TO $100,000 / 1% OF BALANCE","MORGAN RIDGE ESTATES",,"0",,,"$469.00","2","V2N 5R5",,,"BC",,,,
"R2296256","Residential Detached","S","26 997 20 HIGHWAY","Williams Lake - City","1996","Manufactured","22","Williams Lake (Zone 27)","Williams Lake","12/31/2018","Susan or Renee","2","$581.32","8/8/2018","800-123-805",,,"11/10/2018","$94,000","$72.98","0.95","2","3","MHP","$99,000","94","1,288","$72.98","0.75","Manufactured","1",,"250-267-1088","3% ON THE FIRST $100,000.00 AND 1% ON THE REMAINDER IF BUYERS AGENT CONDUCTS ALL SHOWINGS, OTHERWISE $1,000.00",,"0","0","0.00",,"$295.00",,"V2G 4X6",,,"BC",,,,
"R2317856","Residential Detached","S","3062 FERGUSON ROAD","150 Mile House","1973","Manufactured with Land","45","Williams Lake (Zone 27)","150 Mile House","2/28/2019","JASON","1","$889.87","10/22/2018","005-987-512",,,"11/1/2018","$95,000","$79.76","0.79","1","3","RR3","$120,000","10","1,191","$79.76","0.79","Manufactured with Land","1",,"250-303-1169","3% UP TO $100,000 / 1.2% OF REMAINDER",,"0","0","0.00",,,,"V0K 2G0",,,"BC",,,,
"R2301353","Land Only","S","LOT 2 GAVIN ROAD","Keats Island",,,,"Sunshine Coast","Keats Island","4/30/2019","TOM MALPASS",,"$723.97","8/29/2018","009-434-780",,,"11/7/2018","$96,000","$8.43","0.96",,,"CR1","$100,000","70",,"$8.43","0.87","Other",,"Road Access","778-866-1500","3% ON FIRST $100, 000 AND 1.115% ON THE BALANCE",,"156",,,"Yes",,,"V0N 1V0",,,"BC","Nearby",,"Nearby","Community"
"R2289020","Residential Detached","S","53 5742 UNSWORTH ROAD","Vedder S Watson-Promontory","1974","Manufactured","44","Sardis","Chilliwack","12/31/2018","Heather","1","$149.17","7/12/2018","700-001-738",,,"11/3/2018","$100,000","$115.74","0.71","1","3","RMH","$140,000","114","864","$115.74","0.59","Manufactured","1",,"604-819-2880","3% 1ST $100,000/1.15% BAL","Cedar Grove",,"0",,,"$577.00","4","V2R 3A1",,"Owners do not live in home","BC",,,,
"R2321483","Residential Detached","S","10 65367 KAWKAWA  LAKE ROAD","Hope Kawkawa Lake","1997","Manufactured","21","Hope","Hope","4/30/2019","ANDY","2","$351.71","11/7/2018","700-034-301",,,"11/15/2018","$100,000","$94.34","0.91","2","2","MHP","$109,500","8","1,060","$94.34","0.91","Manufactured","1",,"604-869-2945","3% 1ST $100,000 / 1.15% BAL","CRYSTAL RIVER COURT","0","0","0.00",,"$650.00","2","V0X 1L1",,,"BC",,,,
"R2307950","Residential Detached","S","336 1840 160 STREET","King George Corridor","1975","Manufactured","43","South Surrey White Rock","Surrey","1/31/2019","Les Wellman","1","$85.00","9/18/2018","905-003-145",,,"11/1/2018","$105,000","$113.64","0.81","1","2","MHP","$129,900","44","924","$113.64","0.81","Manufactured","1",,"604-581-3838","3.22% ON $100,000 & 1.15% ON BALANCE","Breakaway Bays",,"0",,,"$942.00","2","V4A 4X4",,,"BC",,,,
"R2318532","Residential Detached","S","272 W 4 TH STREET","Vanderhoof - Town","9999","House/Single Family","999","Vanderhoof And Area (Zone 56)","Vanderhoof","4/30/2019","STAN IRVINE","1","$2,151.28","10/25/2018","008-795-886",,,"11/8/2018","$105,000","$109.38","0.81","1","2","R-1","$129,000","14","960","$109.38","0.81","House/Single Family","1",,"250-567-9222","3% ON THE FIRST 100,000 AND 1.5% ON THE BALANCE",,"120.00","0","99.00",,,,"V0J 1S0",,,"BC",,,,
"R2310223","Residential Attached","S","25 2007 UPLAND STREET","VLA","1976","Townhouse","42","PG City Central (Zone 72)","Prince George","12/31/2018","TEXT COLIN","1","$994.61","9/26/2018","005-001-951",,"$200.00","11/8/2018","$105,000","$72.92","0.96","2","3","RM3","$109,900","43","1,440","$72.92","0.96","Townhouse","1",,"250-552-3949","$3000.00 + GST","GREVMAN COURT",,"0",,,,"2","V2L 5B3",,,"BC",,,,
"R2320012","Residential Detached","S","2480 ROD & GUN FRONTAGE ROAD","Burns Lake - Rural West","1969","House/Single Family","49","Burns Lake (Zone 55)","Burns Lake","1/31/2019","DOUG PHAIR","1","$575.77","10/31/2018","004-907-876",,,"11/12/2018","$115,000","$85.50","0.97","1","2","H1","$119,000","12","1,345","$85.50","0.97","House/Single Family","1",,"250-692-7288","3% ON THE FIRST $100,000 AND 1.5% ON THE REMAINDER ** SEE REALTOR REMARKS",,"0","1","0.00",,,,"V0J 1E1",,,"BC",,,,
"R2316284","Residential Detached","S","2939 PEARSON ROAD","Houston - Town","1977","House/Single Family","41","Houston (Zone 53)","Houston","1/17/2019","DAN HANSMA","2","$2,483.80","10/17/2018","009-715-045",,,"11/4/2018","$122,000","$61.24","0.94","2","4","R1","$129,900","18","1,992","$61.24","0.94","House/Single Family","1",,"250-845-8234","3% UP TO $100,000 / 1.5% OF BALANCE  (LESS 50% IF BUYER'S FIRST PHYSICAL INTRODUCTION TO SUBJECT PROPERTY IS MADE BY LISTING AGENT)",,"120","0","60.00",,,,"V0J 1Z0",,,"BC",,,,
"R2318545","Residential Detached","S","16 2306 198 STREET","Brookswood Langley","1990","Manufactured","28","Langley","Langley","4/30/2019","TOUCHBASE ONLY","1","$434.18","10/25/2018","905-003-677",,,"11/6/2018","$129,900","$140.58","1.00","1","2","MH-1","$129,900","12","924","$140.58","1.00","Manufactured","1",,,"3.22% 1ST $100,000 1.15% BALANCE","Cedar Lane",,"1",,,"$637.00","2","v2z 1y9",,,"BC",,,,
"R2311097","Residential Attached","S","208 2111 WHISTLER ROAD","Whistler Creek","1976","Apartment/Condo","42","Whistler","Whistler","1/28/2019","Carleigh Hofman","1","$0.00","9/29/2018","000-000-111",,"$313.92","11/9/2018","$130,000","$722.22","0.80","1","0","LUC","$162,000","41","180","$722.22","0.80","Apartment/Condo","1",,"604-805-5358","3% ON THE FIRST $100K AND 1.5% ON REMAINDER","Vale Inn",,"0",,,,"1","V0N 1B2",,,"BC",,,,
"R2286884","Residential Detached","S","145 1830 MAMQUAM ROAD","Garibaldi Estates","1974","Manufactured","44","Squamish","Squamish","12/15/2018","Julie Phoenix","1","$203.53","7/6/2018","800-123-079",,,"11/13/2018","$135,000","$140.63","0.93","1","3","MHP","$144,900","130","960","$140.63","0.87","Manufactured","1",,"604-849-4990","3% OF THE FIRST $100,000 AND 1% OF THE BALANCE","Timbertown",,"0",,,"$720.00","2","V8B 0K8",,,"BC",,,,
"R2312191","Residential Attached","S","215C 2036 LONDON LANE","Whistler Creek","2001","Apartment/Condo","17","Whistler","Whistler","1/31/2019","FRONT DESK","1","$2,500.17","10/2/2018","800-125-016",,"$425.00","11/7/2018","$136,000","$185.79","0.99","1","1","C2","$138,000","36","732","$185.79","0.99","Apartment/Condo","1",,"604-938-9999","3% ON THE FIRST $100,000 & 1.5% ON THE BALANCE","LEGENDS",,"1",,,,"1","V0N 1B2",,"PENDING","BC",,,,
"R2281786","Residential Detached","S","201 1830 MAMQUAM ROAD","Garibaldi Estates","1974","Manufactured","44","Squamish","Squamish","2/5/2019","KORY SWANSON","1","$187.99","6/18/2018","800-122-701",,,"11/11/2018","$136,000","$157.41","0.92","1","2","RMH","$148,000","146","864","$157.41","0.88","Manufactured","1",,"604-202-8474","3.1% 1ST $100,000 / 1.1% OF BALANCE","TIMBERTOWN ESTATES",,"0",,,"$672.43","3","V0N 1T0",,,"BC",,,,
"R2274335","Residential Detached","S","67 NADINA PLACE","Fraser Lake","1975","House/Single Family","43","Vanderhoof And Area (Zone 56)","Fraser Lake","11/24/2018","PHILLIP","2","$1,639.06","5/24/2018","010-411-879",,,"11/13/2018","$137,900","$82.97","0.93","2","3","R1","$147,500","173","1,662","$82.97","0.93","House/Single Family","1",,"250-567-2271","3% ON THE 1ST $100,000/1.5% ON THE BALANCE",,"0","0","0.00",,,"2","V0J 1S0",,,"BC",,,,
"R2312019","Residential Attached","S","404C 2020 LONDON LANE","Whistler Creek","2008","Apartment/Condo","10","Whistler","Whistler","3/15/2019","Dean Linnell","1","$2,003.13","9/27/2018","027-506-321",,"$415.50","11/14/2018","$139,000","$234.80","0.93","1","1","CC2","$150,000","48","592","$234.80","0.93","Apartment/Condo","1",,"604-935-9313","3% PHYSICAL INTRO MUST BE BY BUYER’S AGENT OR COMMISSION WON'T BE PAID & $500 WILL BE RECEIVED BY BUYER'S AGENT.",,,"1",,,,"1","V0N 1B2",,,"BC",,,,
"R2312533","Residential Detached","S","2532 N DOUGLAS ROAD","Bella Coola/Hagensborg","1979","Recreational","39","Williams Lake (Zone 27)","Bella Coola","9/30/2019","VERA ROBSON","1","$1,162.90","10/1/2018","000-070-505",,,"11/15/2018","$140,000","$138.89","0.97","1","3","R1","$145,000","45","1,008","$138.89","0.97","Recreational","1",,"250-982-2553","2.5% ON THE FIRST 100,000 AND 1.6% ON THE REMAINDER",,"0","0","0.00",,,,"V0T 1H0",,,"BC",,,,
"R2280802","Residential Detached","S","3585 SELLARS ROAD","Canim/Mahood Lake","1995","House/Single Family","23","100 Mile House (Zone 10)","Canim Lake","4/30/2019","DAVE","2","$1,202.10","6/14/2018","001-769-715",,,"11/14/2018","$142,500","$49.72","0.95","3","2","R 1","$149,900","153","2,866","$49.72","0.72","House/Single Family","1",,"250-706-7955","3.4% OF THE FIRST $100,000 AND 1.4% OF THE BALANCE **SEE REALTOR REMARKS",,"230","1","100.00",,,"4","V0K 1J0",,,"BC",,,,
"R2320112","Residential Detached","S","2054 SOMMERVILLE ROAD","North Blackburn","1989","Manufactured with Land","29","PG City South East (Zone 75)","Prince George","3/2/2019","Cam","1","$1,332.12","11/2/2018","008-469-661",,,"11/8/2018","$143,000","$153.10","1.03","1","2","RS1M","$138,800","6","934","$153.10","1.03","Manufactured with Land","1",,"250-981-6774","$3,200.00",,"0.0","0","0.00",,"$0.00",,"V2N 6T6",,,"BC",,,,
"R2297430","Residential Detached","S","3549 15TH STREET","Houston - Town","1970","House/Single Family","48","Houston (Zone 53)","Houston","2/14/2019","DAN","1","$2,362.78","8/14/2018","010-017-054",,,"11/10/2018","$147,000","$84.68","0.95","1","3","R1","$154,900","88","1,736","$84.68","0.95","House/Single Family","1",,"250-845-8234","3% UP TO $100,000 + 1.5% OF BALANCE--LESS 50% IF BUYER'S FIRST PHYSICAL INTRODUCTION TO PROPERTY IS MADE BY LISTING REALTOR",,"162.7","1","48.40",,,,"V0J 1Z0",,,"BC",,,,
"R2311503","Residential Detached","S","977 FREEMAN STREET","Central","1952","House/Single Family","66","PG City Central (Zone 72)","Prince George","3/31/2019","Ashley","1","$2,001.55","10/1/2018","005-718-945",,,"11/6/2018","$150,000","$142.86","0.94","1","3","RS4","$159,900","36","1,050","$142.86","0.91","House/Single Family","1",,"250-961-2305","$4,500.00",,"0.00","0","0.00",,,,"V2M 2R4",,,"BC",,,,
"R2304076","Residential Attached","S","103 45598 MCINTOSH DRIVE","Chilliwack W Young-Well","1981","Apartment/Condo","37","Chilliwack","Chilliwack","12/28/2018","DOUG LEE","1","$556.50","9/6/2018","001-867-326","4","$250.00","11/3/2018","$150,000","$223.88","0.89","1","1","R4","$168,800","58","670","$223.88","0.85","Apartment/Condo","1",,"604-795-2955","2.5% 1ST $100,000 / 1.25% BAL",,,"0",,,,"1","V2P 7J3",,,"BC",,,,
"R2317838","Residential Detached","S","6580 WUTKE ROAD","100 Mile House - Rural","1962","House with Acreage","56","100 Mile House (Zone 10)","100 Mile House","10/19/2019","BARB","1","$1,034.64","10/20/2018","002-163-756",,,"11/3/2018","$155,000","$82.80","1.00","2","3","R2","$155,000","14","1,872","$82.80","1.00","House with Acreage","1",,"250-395-9391","3.4% UP TO $100,000 / 1.4% OF BALANCE","97 MILE","0","0","0.00",,,"9","V0K 2E2",,"ESTATE SALE","BC",,,,
"R2315001","Residential Detached","S","5136 PERKINS ROAD","Forest Grove","9999","House/Single Family","999","100 Mile House (Zone 10)","Forest Grove","4/30/2019","Danita McLaren","1","$803.84","10/13/2018","001-502-204",,,"11/11/2018","$157,000","$157.31","0.95","1","2","R1","$165,000","29","998","$157.31","0.95","House/Single Family","1",,"250-644-5686","3.4% OF 1ST $100,000 AND 1.4% OF BALANCE","Buffalo Creek","223.35","1","100.05",,,,"V0K 1M0",,,"BC",,,,
"R2297815","Residential Detached","S","2440 15TH AVENUE","Central","9999","House/Single Family","999","PG City Central (Zone 72)","Prince George","1/6/2019","ROB RICHARD","1","$1,484.64","8/15/2018","004-694-937",,,"11/8/2018","$160,000","$94.12","0.89","1","2","RS2","$179,900","85","1,700","$94.12","0.85","House/Single Family","1",,"250-301-9885","3% ON THE FIRST 100,000 AND 1.25% ON THE BALANCE **(SEE REALTOR REMARKS)",,"0","0","0.00",,,"4","V2M 1S6",,,"BC",,,,
