"ML #","Prop Type","Status","Address","S/A","Yr Blt","TypeDwel","Age","Area","City","Expiry Date","For Appointment Call","Full Baths","Gross Taxes","List Date","P.I.D.#","Stories in Building","Strata Maint Fee","Sold Date","Sold Price","Sold Price per SqFt","SP/LP Ratio","Total Baths","Total Bedrooms","Zoning","List Price","Days On Market","Floor Area -Grand Total","Sold Price Per SQFT","SP/OLP Ratio","Type","# of Kitchens","Access to Property","Appointment Phone Number","Commission","Complex/Subdivision","Depth","Fireplaces","Frontage - Feet","Info Package Available?","PAD Rental","Parking Places - Total","Postal Code","Potential for Rezoning?","Prop Disclosure Statement","Province","Sanitary Sewer","Storeys in Building","Storm Sewer","Water Supply"
"V993055","Residential Detached","S","7 39768 GOVERNMENT ROAD","Northyards","1983","Manufactured","30","Squamish","Squamish","2/26/2014","MICHAEL TREMBLAY","2","$167.00","2/26/2013","800-074-192",,,"11/28/2013","$39,000","$50.26","0.78","2","2","MHP","$49,900","275","776","$50.26","0.62","Manufactured","1",,"604-892-8133","4.1%","THREE RIVERS MOBILE HOME PARK",,"0","0.00",,"$477.00","2","V0N 1T0",,,"BC",,,,
"N226032","Land Only","S","LOT 3 TIMOTHY LAKE ROAD","Lac la Hache",,,,"100 Mile House (Zone 10)","Lac La Hache","3/27/2014","DAVE HICKEY",,"$365.00","3/27/2013","025-805-193",,,"11/21/2013","$41,000",,"0.98",,,"RR2","$41,900","239",,,"0.71","Other",,"Allowed Access","250-395-6196","3.4%",,,,,"Yes",,,"V0K 1T0",,,"BC","None",,"None","None"
"V1018585","Residential Detached","S","277 201 CAYER STREET","Maillardville","1973","Manufactured","40","Coquitlam","Coquitlam","1/30/2014","Robert Phillips","2","$365.00","7/16/2013","800-078-349",,"$0.00","11/26/2013","$42,000","$36.46","0.79","2","3","RMH-1","$53,000","133","1,152","$36.46","0.48","Manufactured","1",,"604-415-9800","3.5% + $1000 BONUS","Wildwood Park",,"0",,,"$670.60","2","V3K 5A9",,,"BC",,,,
"H1304110","Residential Attached","S","342 1735 AGASSIZ-ROSEDALE HIGHWAY","Agassiz","1984","Apartment/Condo","29","Agassiz","Agassiz","1/30/2014","AMARIT DASS","0","$521.00","10/30/2013","001-025-333",,"$136.99","11/21/2013","$43,500","$74.36","0.99","0","1","RM2","$43,900","22","585","$74.36","0.99","Apartment/Condo","1",,"604-859-3141","2% 1ST 150K L 1/2 BF","WOODSIDE TERRACE",,"0",,,,"2","V0M 1A0",,"FORECLOSURE","BC",,,,
"N228759","Residential Detached","S","450 CINNAMON STREET","Bear Lake","1972","House/Single Family","41","PG Rural North (Zone 76)","Bear Lake","1/20/2014","UTA MARSHALL","1","$472.00","6/20/2013","007-591-381",,,"11/27/2013","$45,000","$22.50","0.75","1","3","R1","$60,000","160","2,000","$22.50","0.60","House/Single Family","1",,"250-981-5580","3%","BEAR LAKE",,"0","0.00",,,,"V0J 3G0",,,"BC",,,,
"N232303","Residential Detached","S","4965 DONSLEEQUA ROAD","108 Ranch","9999","House/Single Family","999","100 Mile House (Zone 10)","108 Mile Ranch","5/31/2014","FRANK","1","$1,064.00","11/21/2013","007-971-311",,,"11/29/2013","$45,000","$53.57","0.75","1","2","R1-1","$59,900","8","840","$53.57","0.75","House/Single Family","1",,"250-395-0272","3.4%","108 MILE HOUSE",,"0","0.00",,,,"V0K 2Z0",,,"BC",,,,
"H1303725","Residential Detached","S","109 45640 WATSON ROAD","Vedder S Watson-Promontory","1973","Manufactured","40","Sardis","Sardis","9/23/2014","DAVE","2","$367.00","9/23/2013","700-006-071",,,"11/26/2013","$47,500","$30.96","0.95","2","2","RMH","$49,900","64","1,534","$30.96","0.79","Manufactured","1",,"604-845-5700","$2000 L 1/2 BF","WESTWOOD ESTATES",,"1",,,"$569.83","3","V2R 3R1",,"UPON ACCEPTED OFFER","BC",,,,
"N232077","Land Only","S","PORT EDWARD","Port Edward",,,,"Prince Rupert (Zone 52)","Port Edward","3/30/2014","JEFF CLARKE",,"$339.00","9/30/2013","014-958-996",,,"11/21/2013","$47,619",,"0.48",,,"A1","$100,000","52",,,"0.48","Other",,"No Access","250-624-9444","3%",,,,"0.00","No",,,"V0V 1G0",,,"BC","Unknown",,"None","None"
"N229863","Land Only","S","4532 MERKLEY ROAD","Terrace - Northwest/Rosswood",,,,"Terrace (Zone 88)","Terrace","7/31/2014","DAVE MATERI",,"$1,312.00","7/31/2013","006-950-001",,,"11/26/2013","$50,000",,"0.96",,,"R1","$52,000","118",,,"0.85","House/Single Family",,"Road Access","250-615-7225","$1500.00",,"300.00",,"75.00","Yes",,,"V8G 0B3",,,"BC","None",,"None","City/Municipal"
"V1034168","Residential Attached","S","310B 2036 LONDON LANE","Whistler Creek","2001","Apartment/Condo","12","Whistler","Whistler","3/30/2014","FRONT DESK","1","$1,200.00","10/28/2013","800-081-232",,"$380.00","12/2/2013","$51,000","$74.78","0.93","1","1","CC2","$55,000","35","682","$74.78","0.93","Apartment/Condo","1",,"604-938-9999","2%","LEGENDS",,"1",,,,"1","V0N 1B2",,,"BC",,,,
"V1033791","Residential Detached","S","288 201 CAYER STREET","Maillardville","1973","Manufactured","40","Coquitlam","Coquitlam","4/30/2014","SHIRLEY BROWN","1","$176.00","10/28/2013","800-081-153",,,"11/27/2013","$53,000","$40.71","0.90","1","2","RMH-1","$59,000","30","1,302","$40.71","0.67","Manufactured","1",,"604-671-1060","3.5%","WILDWOOD PARK",,"0","0.00",,"$622.00","4","V3K 2X8",,,"BC",,,,
"V995794","Land Only","S","LOT 1 FORIN ROAD","Keats Island",,,,"Sunshine Coast","Keats Island","3/11/2014","Julie Hegyi",,"$668.00","3/11/2013","010-211-969",,,"11/30/2013","$55,000","$5.74","0.85",,,"CR-1","$65,000","264",,"$5.74","0.69","Other",,"Lane Access","604-740-2164","3.25%",,"97.63",,"80.78","Yes",,,"V0N 1V0",,,"BC","None",,"None","Community"
"N232164","Residential Detached","S","75 1561 KITSUL ROAD","McLeese Lake","2007","Manufactured","6","Williams Lake (Zone 27)","McLeese Lake","5/31/2014","COURT OR PAULINE","1","$497.00","11/15/2013","800-081-681",,,"12/1/2013","$60,000","$63.97","0.92","2","2","R-5","$64,900","16","938","$63.97","0.92","Manufactured","1",,"250-392-5959","3.0%",,,"0","0.00",,"$225.00","2","V0L 1P0",,,"BC",,,,
"V1027602","Residential Detached","S","75 1413 SUNSHINE COAST HIGHWAY","Gibsons & Area","1975","Manufactured","38","Sunshine Coast","Gibsons","2/12/2014","CAROL OR BRUCE","1","$255.00","9/14/2013","800-079-891",,,"11/29/2013","$60,000","$77.12","0.97","1","2","RM2","$62,000","76","778","$77.12","0.92","Manufactured","1",,"604-885-3295","3.255%","POPLAR ESTATES MOBILE HOME PARK",,"0","0.00",,"$405.33",,"V0N 1V5",,,"BC",,,,
"F1323638","Residential Attached","S","109 1909 SALTON ROAD","Central Abbotsford","1976","Apartment/Condo","37","Abbotsford","Abbotsford","1/30/2014","Rick Eden","1","$659.00","10/9/2013","001-271-962","3","$204.00","11/21/2013","$65,000","$106.91","0.93","1","1","MF","$69,900","43","608","$106.91","0.93","Apartment/Condo","1",,"604-855-0800","S-3.22% 1ST 100K/1.15% BAL","FOREST RIDGE - ALDER PLACE",,"0",,,,"1","V2S 5B6",,"OWNER DOES NOT OCCUPY","BC",,,,
"V1034591","Residential Attached","S","202 12170 222ND STREET","West Central","1975","Apartment/Condo","38","Maple Ridge","Maple Ridge","1/31/2014","John or Touchbase","1","$1,088.00","10/31/2013","001-298-810","3","$203.66","11/28/2013","$66,000","$86.61","0.83","1","1","STRATA","$79,900","28","762","$86.61","0.83","Apartment/Condo","1",,"604-466-2838","3.5% ON 1ST $100,000 & 1.1625% ON BAL","WILDWOOD TERRACE",,"0",,,,"1","V2X 8H1",,"Seller has never occupied","BC",,,,
"H1302081","Residential Detached","S","975 FRASER AVENUE","Hope Center","9999","House/Single Family","999","Hope","Hope","2/14/2014","GARRY OR HEIDI","1","$1,318.00","5/16/2013","011-872-021",,,"11/25/2013","$70,000","$46.67","0.82","1","2","RS1","$84,900","193","1,500","$46.67","0.58","House/Single Family","1",,"604-858-7179","3% 1ST 100K/1% BAL L 1/2 BF",,"94/.09 AC","0","44.00",,,"1","V0X 0V0",,,"BC",,,,
"N224362","Land Only","S","LOT 28 ROBSON ROAD","Beaverley",,,,"PG Rural West (Zone 77)","Prince George","1/31/2014","ELAINE KIENZLE",,"$622.00","1/19/2013","007-388-802",,,"11/30/2013","$70,000",,"0.93",,,"RR2","$75,000","315",,,"0.75","House/Single Family",,"Road Access","250-960-8769","3%","BEAVERLY","808",,"262.00","Yes",,,"V2N 5B3","No",,"BC","None",,"None","Well - Drilled"
"F1323589","Residential Detached","S","205 3665 244 STREET","Otter District","1981","Manufactured","32","Langley","Langley","4/11/2014","Chris","2","$311.00","10/11/2013","900-568-867",,,"12/2/2013","$72,000","$62.50","0.91","2","2","MHP","$79,500","52","1,152","$62.50","0.85","Manufactured","1",,"604-916-8314","S-3.22% 1ST 100K/1.15% BAL","Langley Grove",,"1","0.00",,"$541.00","3","V2Z 1N1",,"Owner did not live in mobile","BC",,,,
"V1036200","Residential Attached","S","426A 2036 LONDON LANE","Whistler Creek","2001","Apartment/Condo","12","Whistler","Whistler","5/13/2014","Ovations Lodging","2","$2,379.00","11/13/2013","024-968-013",,"$534.02","11/30/2013","$73,000","$73.15","0.95","2","2","CC2","$77,000","17","998","$73.15","0.95","Apartment/Condo","1",,"604-938-9999","3%",,,"1",,,,,"V0N 1B2",,,"BC",,,,
"N231708","Residential Detached","S","5002 GLOINNZUN DRIVE","108 Ranch","1998","House with Acreage","15","100 Mile House (Zone 10)","108 Mile Ranch","1/17/2014","BRENDA","1","$1,088.00","10/17/2013","006-543-553",,,"11/21/2013","$80,000","$139.86","0.80","1","1","R1-1","$99,900","35","572","$139.86","0.70","House with Acreage","1",,"250-706-2518","3.4% ON 1ST $100,000 AND 1.5% ON REMAINDER","108 MILE RANCH",,"0","0.00",,,,"V0K 2Z0",,,"BC",,,,
"V1028598","Land Only","S","LOT 9 UPLAND ROAD","Sechelt District",,,,"Sunshine Coast","Sechelt","3/19/2014","DEB MOWBRAY",,"$1,202.00","9/19/2013","024-953-318",,,"12/2/2013","$85,800","$3.99","0.90",,,"R3","$95,000","74",,"$3.99","0.90","House/Single Family",,"Road Access","604-740-6608","3.25% ON 1ST $100,000 & 1.16% ON BALANCE","TUWANEK","135' IRR",,"131.00","Yes",,,"V0N 3A2","No",,"BC","Septic",,"Nearby","City/Municipal"
"N232347","Residential Attached","S","D62 2131 UPLAND STREET","VLA","9999","Townhouse","999","PG City Central (Zone 72)","Prince George","5/26/2014","DAMIAN","1","$766.00","11/26/2013","018-434-169","2","$133.67","12/1/2013","$87,500","$54.01","0.97","2","3","RM3","$89,900","5","1,620","$54.01","0.97","Townhouse","1",,"250-981-1891","3% OF THE SALE PRICE.","VLA",,"0","0.00",,,"1","V2L 2V8",,,"BC",,,,
"N231425","Residential Detached","S","2040 DUKE AVENUE","Houston - Town","9999","House/Single Family","999","Houston (Zone 53)","Houston","3/31/2014","LIA","1","$1,378.00","10/3/2013","010-596-615",,,"11/22/2013","$90,000","$83.33","0.78","1","3","R-2","$114,900","50","1,080","$83.33","0.78","House/Single Family","1",,"250-845-1147","3% AND 1.5%",,,"0","0.00",,,,"V0J 1Z0",,,"BC",,,,
"N231765","Residential Attached","S","16 GANDER CRESCENT","Kitimat","1956","Townhouse","57","Kitimat (Zone 89)","Kitimat","1/24/2014","Ilona Kenny","1","$1,109.00","10/22/2013","012-074-438",,,"11/21/2013","$91,000","$70.00","0.85","1","3","R1C","$107,000","30","1,300","$70.00","0.85","Townhouse","1",,"250-632-1021","3% ON THE 1ST $100,000 / 1.5% ON THE REMAINDER",,,"0","0.00",,,,"V8C 1P0",,,"BC",,,,
"F1314407","Residential Attached","S","215 31850 UNION AVENUE","Abbotsford West","1986","Apartment/Condo","27","Abbotsford","Abbotsford","12/31/2013","Steve","1","$762.00","6/14/2013","005-181-054",,"$222.22","12/1/2013","$93,000","$105.20","0.93","1","2","RML","$99,900","170","884","$105.20","0.93","Apartment/Condo","1",,"604-302-3882","S-3.22% 1ST 100K/1.15% BAL","FERNWOOD MANOR",,"0","0.00",,,"1","V2T 4V2",,"Upon offer","BC",,,,
"F1322960","Residential Attached","S","202 11816 88TH AVENUE","Annieville","1972","Apartment/Condo","41","N. Delta","Delta","12/30/2013","JOE PAL","1","$731.00","9/29/2013","001-073-907","3","$249.00","11/29/2013","$98,000","$127.27","0.89","1","1","MF","$110,000","61","770","$127.27","0.89","Apartment/Condo","1",,"604-572-1211","S-3.22% 1ST 100K/1.161% BAL","SUNGOD VILLA",,"0",,,,"1","V4C 3C5",,,"BC",,,,
"N231519","Residential Detached","S","6477 GREY CRESCENT","100 Mile House - Rural","9999","Manufactured with Land","999","100 Mile House (Zone 10)","100 Mile House","1/13/2014","MARIA WALKER","1","$1,310.00","10/8/2013","007-762-453",,,"11/29/2013","$100,000","$46.73","0.86","1","3","R1","$115,900","52","2,140","$46.73","0.77","Manufactured with Land","1",,"250-395-0245","2.5%","MERCER/ GREY CRESENT",,"0","0.00",,,"6","V0K 2E3",,,"BC",,,,
"F1325585","Residential Attached","S","302 32097 TIMS AVENUE","Abbotsford West","1981","Apartment/Condo","32","Abbotsford","Abbotsford","4/30/2014","JOHN CORRIE","2","$1,298.00","11/9/2013","000-634-085","3","$383.46","11/28/2013","$105,000","$75.21","0.96","2","3","MF","$109,900","19","1,396","$75.21","0.88","Apartment/Condo","1",,"604-859-2341","S-3.22% 1ST 100K/1.15% BAL","Heather Court",,"1",,,,"1","V2T 2H3",,,"BC",,,,
"N232247","Residential Detached","S","1562 GORSE STREET","Millar Addition","9999","House/Single Family","999","PG City Central (Zone 72)","Prince George","2/28/2014","BILL OLLINGER","1","$1,562.00","11/18/2013","008-906-106",,,"11/23/2013","$105,000","$100.96","1.00","1","3","RS3","$105,000","5","1,040","$100.96","1.00","House/Single Family","1",,"250-552-8565","FLAT FEE OF $3,500.00",,"110","0","45.00",,,"2","V2J 1G4",,,"BC",,,,
"N231916","Residential Detached","S","625 HIGDON STREET","Quesnel - Town","9999","House/Single Family","999","Quesnel (Zone 28)","Quesnel","1/31/2014","WAYNE/BOBBI","2","$1,554.00","10/31/2013","010-201-254",,,"11/21/2013","$106,150","$55.29","1.02","2","4","RS1","$104,390","21","1,920","$55.29","1.02","House/Single Family","1",,"250-992-7202","3% 1ST $100,000/ 1.5% ON REMAINDER",,"114","0","56.00",,,,"V2J 1T2",,,"BC",,,,
"H1304260","Residential Detached","S","113 9055 ASHWELL ROAD","Chilliwack E Young-Yale","1992","Manufactured","21","Chilliwack","Chilliwack","12/31/2013","LEONA","2","$917.00","5/6/2013","700-008-432",,,"11/28/2013","$110,000","$119.05","0.92","2","2","RSV3","$120,000","206","924","$119.05","0.92","Manufactured","1",,"604-793-8551","3% 1ST 100K/1.25% BAL L 1/2 BF","RAINBOW ESTATES",,"1","0.00",,"$180.00","1","V2P 1A1",,"EXECUTRIX NOT LIVING HERE","BC",,,,
"V1036404","Residential Attached","S","216 8740 CITATION DRIVE","Brighouse","1980","Apartment/Condo","33","Richmond","Richmond","6/30/2014","THERESE","1","$406.00","11/18/2013","001-750-038",,"$203.66","11/26/2013","$110,500","$244.47","0.93","1","0","025","$119,000","8","452","$244.47","0.93","Apartment/Condo","1",,"604-802-4062","3.2% ON 1ST 100K/1.15% ON BAL","CHARTWELL MEWS",,"0",,,,"1","V6Y 3A3",,,"BC",,,,
"V1032523","Residential Attached","S","202 1436 PORTAGE ROAD","Pemberton","2004","Apartment/Condo","9","Pemberton","Pemberton","12/31/2013","GARY OR LANA SHEPHERD","3","$2,300.00","10/10/2013","026-066-068","3","$628.68","11/25/2013","$115,000","$63.15","0.89","3","3","C3","$128,800","46","1,821","$63.15","0.89","Apartment/Condo","1",,"604-583-2000","3.22% ON 1ST $100,000/1.15% ON BAL**","PORTAGE STATION",,"1",,,,"1","V0N 2L1",,"SELLER NEVER LIVED THERE","BC",,,,
"F1324676","Residential Attached","S","820 31955 OLD YALE ROAD","Abbotsford West","1983","Apartment/Condo","30","Abbotsford","Abbotsford","4/29/2014","Patti Evans","1","$1,124.00","10/29/2013","002-958-317",,"$273.47","11/25/2013","$115,000","$96.48","0.96","2","2","RMH","$119,900","27","1,192","$96.48","0.92","Apartment/Condo","1",,"604-820-0555","S-3.22% 1ST 100K/1.15% BAL","Evergreen Village",,"0","0.00",,,"1","V2T 4N2",,,"BC",,,,
"F1316452","Residential Detached","S","245 20071 24TH AVENUE","Brookswood Langley","1988","Manufactured","25","Langley","Langley","12/20/2013","L.R.","2","$1,647.00","7/5/2013","900-567-928",,,"11/22/2013","$117,000","$80.91","0.90","2","2","MH-1","$129,900","140","1,446","$80.91","0.87","Manufactured","1",,"604-597-1664","S-3.22% 1ST 100K/1.15% BAL","Fernridge Park",,"1","0.00",,"$534.00","2","V2Z 2A1",,"AT OFFER","BC",,,,
"N224337","Residential Detached","S","31 HEATHER CRESCENT","Mackenzie -Town","1971","House/Single Family","42","Mackenzie (Zone 69)","Mackenzie","12/23/2013","LYNDA","1","$1,722.00","1/21/2013","007-632-363",,,"11/26/2013","$117,000","$51.14","0.90","3","5","R1","$129,900","309","2,288","$51.14","0.84","House/Single Family","1",,"250-997-6773","2.8% UP TO $100,000/1% ON THE BALANCE",,,"1",,,,"3","V0J 2C0",,,"BC",,,,
"F1321708","Residential Attached","S","108 14945 100TH AVENUE","Guildford","1982","Apartment/Condo","31","North Surrey","Surrey","12/31/2013","Jonathan Chandradas","1","$692.00","9/9/2013","001-902-024",,"$215.00","11/30/2013","$117,000","$192.75","0.98","1","1","MF","$119,900","82","607","$192.75","0.98","Apartment/Condo","1",,"604-807-2222","S-$2500",,,"0",,,,"1","V3R 1J6",,,"BC",,,,
"V1029718","Residential Attached","S","404 2117 WHISTLER ROAD","Nordic","1968","Townhouse","45","Whistler","Whistler","4/30/2014","DAVE BROWN","1",,"9/26/2013","800-080-264",,"$413.21","11/24/2013","$120,000","$424.03","0.96","1","0","TA1","$125,000","59","283","$424.03","0.96","Townhouse","1",,"604-905-8438","3% ON THE 1ST $100,000 / 1.5% ON THE BALANCE","HIGHLAND LODGE",,"1","0.00",,,"1","V0N 1B2",,,"BC",,,,
"N229558","Residential Detached","S","105 MOBERLY CRESCENT","Mackenzie -Town","1973","House/Single Family","40","Mackenzie (Zone 69)","Mackenzie","12/31/2013","LYNDA","1","$1,360.00","7/22/2013","010-181-474",,,"11/21/2013","$123,000","$66.63","0.95","1","4","R1","$128,900","122","1,846","$66.63","0.95","House/Single Family","1",,"250-997-6773","FLAT FEE $1500.00",,"0","0","0.00",,,"2","V0J 2C0",,,"BC",,,,
"F1323086","Residential Attached","S","108 1750 MCKENZIE ROAD","Poplar","1992","Townhouse","21","Abbotsford","Abbotsford","1/31/2014","Zein Sangha","1","$1,279.00","9/30/2013","016-320-964",,"$172.97","11/25/2013","$125,000","$130.21","0.97","1","2","RM45","$129,000","56","960","$130.21","0.92","Townhouse","1",,"604-825-6950","S-2.25%","ALDERGLEN",,"0",,,,"1","V2S 3Z3",,"COURT ORDERED SALE","BC",,,,
"N231254","Residential Detached","S","6121 HOUSEMAN ROAD","Forest Grove","1990","House with Acreage","23","100 Mile House (Zone 10)","Forest Grove","12/27/2013","MARIA WALKER","2","$1,190.00","9/26/2013","004-492-293",,,"12/2/2013","$125,690","$85.50","1.01","3","4","RR1","$125,000","67","1,470","$85.50","0.97","House with Acreage","1",,"250-395-0245","2.5%","HOUSEMAN ROAD","317","0","977.00",,,"8","V0K 1J0",,,"BC",,,,
"F1308328","Residential Attached","S","301 10626 151A STREET","Guildford","1984","Apartment/Condo","29","North Surrey","Surrey","12/4/2013","STEPHEN","1","$896.00","4/4/2013","000-517-372",,"$249.31","11/30/2013","$127,000","$136.56","0.91","1","2","CD","$139,900","240","930","$136.56","0.85","Apartment/Condo","1",,"604-230-5259","S-3.255% 1ST 100K/1.1625% BAL","LINCOLN HILL",,"0",,,,"1","V3R 8K7",,,"BC",,,,
"F1325008","Residential Detached","S","136 27111 0 AVENUE","Otter District","1983","Manufactured","30","Langley","Langley","1/31/2014","Melinda Biddle","2","$1,187.00","10/28/2013","900-569-167",,,"11/21/2013","$130,000","$91.04","0.87","2","2","MHP","$148,800","24","1,428","$91.04","0.87","Manufactured","1",,"604-809-3173","S-3% 1ST 100K/1.15% BAL",,,"1",,,"$270.00","2","V4W 2T6",,"NEVER LIVED IN UNIT","BC",,,,
"F1308207","Residential Attached","S","202 10698 151A STREET","Guildford","1985","Apartment/Condo","28","North Surrey","Surrey","4/4/2014","GARRY HEDBERG","1","$862.00","4/4/2013","001-850-164","3","$250.00","11/23/2013","$130,000","$144.44","0.94","1","2","MF","$138,900","233","900","$144.44","0.86","Apartment/Condo","1",,"604-585-4343","S-4.22% 1ST 100K/1.15% BAL","Lincoln Hill",,"0",,,,,"V3R 8T5",,,"BC",,,,
"N231980","Residential Detached","S","106 CRYSDALE DRIVE","Mackenzie -Town","1972","House/Single Family","41","Mackenzie (Zone 69)","Mackenzie","4/30/2014","MELISSA MORGAN","2","$1,588.00","11/4/2013","011-686-588",,,"11/30/2013","$130,000","$63.73","0.97","2","4","R1","$134,000","26","2,040","$63.73","0.97","House/Single Family","1",,"250-997-5077","$2200 FLAT FEE",,,"1","0.00",,,,"V0J 2C0",,,"BC",,,,
"F1321663","Residential Attached","S","102 7120 133RD STREET","West Newton","1980","Townhouse","33","Surrey","Surrey","3/12/2014","Prefer Touchbase","2","$0.00","9/12/2013","900-568-601",,"$350.88","11/22/2013","$130,000","$101.01","0.96","2","3","RMF","$134,900","71","1,287","$101.01","0.96","Townhouse","1",,"604-533-3491","S-3.22% 1ST 100K/1.15% BAL","SunCreek Estates",,"1","0.00",,,"2","V3W 7Z2",,"Owner has never occupied unit","BC",,,,
"F1326135","Residential Attached","S","107 5765 GLOVER ROAD","Langley City","1996","Apartment/Condo","17","Langley","Langley","2/19/2014","KAREN","1","$1,616.00","11/21/2013","023-081-635",,"$193.81","11/27/2013","$132,000","$154.93","0.94","1","2","MF","$139,900","6","852","$154.93","0.94","Apartment/Condo","1",,"604-250-2439","S-2.5% 1ST 100K/1% BAL","COLLEGE COURT",,"1",,,,,"V3A 8M8",,"FORECLOSURE","BC",,,,
