"ML #","Prop Type","Status","Address","S/A","Yr Blt","TypeDwel","Age","Area","City","Expiry Date","For Appointment Call","Full Baths","Gross Taxes","List Date","P.I.D.#","Stories in Building","Strata Maint Fee","Sold Date","Sold Price","Sold Price per SqFt","SP/LP Ratio","Total Baths","Total Bedrooms","Zoning","List Price","Days On Market","Floor Area -Grand Total","Sold Price Per SQFT","SP/OLP Ratio","Type","# of Kitchens","Access to Property","Appointment Phone Number","Commission","Complex/Subdivision","Depth","Fireplaces","Frontage - Feet","Info Package Available?","PAD Rental","Parking Places - Total","Postal Code","Potential for Rezoning?","Prop Disclosure Statement","Province","Sanitary Sewer","Storeys in Building","Storm Sewer","Water Supply"
"H1302976","Residential Attached","S","333 1735 AGASSIZ-ROSEDALE HIGHWAY","Agassiz","1984","Apartment/Condo","29","Agassiz","Agassiz","11/23/2013","VICTOR OR DEBBIE","1","$521.00","7/23/2013","001-025-431",,"$143.13","8/29/2013","$54,200","$90.64","1.18","1","1","RM2","$45,900","37","598","$90.64","1.18","Apartment/Condo","1",,"604-859-2341","2.534% L 1/2 BF","WOODSIDE TERRACE",,"0",,,,"1","V0M 1A0",,"UPON OFFER","BC",,,,
"N230537","Residential Detached","S","4046 DIAMOND DRIVE","Emerald","1985","Manufactured with Land","28","PG City North (Zone 73)","Prince George","12/31/2013","SHAWNA","1","$1,245.00","8/26/2013","008-926-026",,,"9/5/2013","$55,000","$56.12","0.79","1","3","RS1M","$69,900","10","980","$56.12","0.79","Manufactured with Land","1",,"250-552-2757","3%",,,"0","0.00",,,,"V2K 3M6",,,"BC",,,,
"N219163","Land Only","S","7666 RUBY CRESCENT","Emerald",,,,"PG City North (Zone 73)","Prince George","12/30/2014","KAREN THOMPSON",,"$759.00","5/28/2012","006-735-711",,,"8/27/2013","$55,000",,"1.00",,,"RS1M","$55,000","456",,,"0.80","Other",,"Road Access","250-981-2008","3%","EMERALD",,,,"No",,,"V2K 2H6","Not Known",,"BC","Community",,"None","City/Municipal"
"N229907","Residential Detached","S","1904 JUNIPER STREET","Connaught","9999","House/Single Family","999","PG City Central (Zone 72)","Prince George","11/1/2013","DARREN","1","$1,682.00","8/1/2013","011-783-125",,,"9/4/2013","$61,250","$30.32","0.88","2","3","RS2","$70,000","34","2,020","$30.32","0.88","House/Single Family","1",,"250-640-5585","3% ON THE 1ST $100,000 AND 0.75% ON THE REMAINDER",,,"0","0.00",,,"2","V2L 1N8",,,"BC",,,,
"F1309251","Residential Detached","S","239 1840 160TH STREET","King George Corridor","1976","Manufactured","37","South Surrey White Rock","Surrey","10/15/2013","Alena Stosek","2",,"4/15/2013","900-566-882",,"$85.00","9/3/2013","$62,000","$46.13","0.89","2","3","MHP","$69,900","141","1,344","$46.13","0.89","Manufactured","1",,"604-802-1997","S-$3000","BREAKAWAYS BAYS",,"0",,,"$878.00",,"V4A 4X4",,"UPON OFFER","BC",,,,
"V969833","Residential Attached","S","416 4899 PAINTED CLIFF ROAD","Benchlands","1996","Apartment/Condo","16","Whistler","Whistler","10/31/2013","DOUG TRELEAVEN","1","$1,664.00","9/4/2012","023-473-703",,"$349.00","8/31/2013","$64,000","$148.15","0.91","1","1","TA1-A0","$70,000","361","432","$148.15","0.58","Apartment/Condo","1",,"604-932-6321","3%","COAST HOTEL BLACKCOMB SPRINGS",,"1",,,,"1","V0N 1B4",,"RECREATION PROP -SELLER NEVER USED","BC",,,,
"N230551","Residential Attached","S","2106 2607 PEAR STREET","Terrace - City","9999","Apartment/Condo","999","Terrace (Zone 88)","Terrace","2/28/2014","HELENA SAMZADEH","1","$873.00","8/29/2013","014-950-944","3","$177.30","8/30/2013","$66,000","$83.54","0.94","1","2","R4","$69,900","1","790","$83.54","0.94","Apartment/Condo","1",,"250-975-1818","2.5% OF THE SALE PRICE + GST (PER UNIT)","SUMMIT SQUARE APARTMENTS",,"0",,,,"1","V8G 4V5",,,"BC",,,,
"N228705","Land Only","S","18431 TROUT CREEK ROAD","Burns Lake - Rural South",,,,"Burns Lake (Zone 55)","Burns Lake","6/18/2014","NAY/PHAIR",,"$694.00","6/18/2013","013-533-541",,,"8/30/2013","$67,000",,"0.85",,,"RR-1","$79,000","73",,,"0.85","Other",,"Road Access","250-692-7288","3%",,,,"0.00","Yes",,,"V0J 1E0",,,"BC","None",,"None","None"
"F1317684","Residential Detached","S","6 43201 LOUGHEED HIGHWAY","Lake Errock","1992","Manufactured","21","Mission","Mission","1/31/2014","David Wansink","2",,"7/21/2013","900-568-143",,,"9/4/2013","$67,000","$47.55","0.96","2","2","MHP","$69,900","45","1,409","$47.55","0.84","Manufactured","1",,"604-820-0555","S-3.22%","NICOMEN ISLAND",,"1","0.00",,"$300.00","6","V0M 1G0",,"UPON OFFER","BC",,,,
"H1303234","Residential Detached","S","41 52324 YALE ROAD","Rosedale Popkum","1990","Manufactured","23","Rosedale","Chilliwack","11/30/2013","CHUCK MAGNUS","1","$430.00","8/5/2013","700-001-841",,,"9/3/2013","$70,000","$71.43","0.94","1","2","RMH","$74,900","29","980","$71.43","0.94","Manufactured","1",,"778-565-1397","3% 1ST 100K/1% BAL L 1/2 BF","GORDENIA ESTATES",,"0",,,"$357.00","1","V0X 1X1",,"SEIZED HOME","BC",,,,
"F1320229","Residential Detached","S","28 8254 134TH STREET","Queen Mary Park Surrey","1978","Manufactured","35","Surrey","Surrey","3/31/2014","Touchbase or Marty","2","$317.00","8/27/2013","900-554-168",,,"8/30/2013","$70,000","$60.76","0.94","2","2","MHP","$74,900","3","1,152","$60.76","0.94","Manufactured","1",,"604-538-8888","S-4.6%","Westwood Estates","0","0","0.00",,"$619.00","2","V3W 6M2",,"VACANT","BC",,,,
"V1014636","Residential Detached","S","4 40157 GOVERNMENT ROAD","Garibaldi Estates","1976","Manufactured","37","Squamish","Squamish","6/21/2014","ELEANORE MCKENZIE","1","$226.00","6/21/2013","800-077-717",,,"8/30/2013","$70,000","$73.53","0.89","1","2","RMH","$79,000","70","952","$73.53","0.89","Manufactured","1",,"604-815-8846","3.185% ON THE 1ST $100K & 1.1375% ON THE BALANCE","SPIRAL MOBILE PARK",,"0","0.00",,"$581.00","3","V0N 1T0",,,"BC",,,,
"V1002765","Residential Detached","S","206 1830 MAMQUAM ROAD","Garibaldi Estates","1974","Manufactured","39","Squamish","Squamish","4/19/2014","Andre Zubko","1","$169.00","4/19/2013","800-075-885",,,"9/6/2013","$71,200","$98.89","0.89","1","2","RMH","$79,900","140","720","$98.89","0.79","Manufactured","1",,"604-849-1100","$3,000","TIMBERTOWN",,"0","0.00",,"$541.00","2","V0N 1T0",,,"BC",,,,
"N228857","Land Only","S","7469 BURGESS ROAD","Deka/Sulphurous/Hathaway Lakes",,,,"100 Mile House (Zone 10)","Deka Lake / Sulphurous / Hathaway Lakes","11/15/2013","LOUISE",,"$340.00","6/26/2013","008-095-647",,,"9/4/2013","$72,000",,"0.96",,,"R1","$75,000","70",,,"0.96","House/Single Family",,"Road Access","250-953-0121","2.8%",,"204.51",,"143.92","Yes",,,"V0K 1X3",,"LOT LESS THAN 1 ACRE","BC","Septic",,"None","Well - Drilled"
"H1301346","Residential Attached","S","216 8531 YOUNG ROAD","Chilliwack W Young-Well","2010","Apartment/Condo","3","Chilliwack","Chilliwack","10/31/2013","Mark","1","$807.00","4/4/2013","028-481-101","4","$208.00","9/5/2013","$75,000","$126.48","1.00","1","2","CD20","$75,000","154","593","$126.48","0.65","Apartment/Condo","1",,"604-858-7179","$2500 L 1/2 BF","Auburn Retirement Residence","0","1","0.00",,,"1","V2P 1A1",,"P.O.A.","BC",,,,
"V1020684","Residential Attached","S","1604 4308 MAIN STREET","Whistler Village","1997","Apartment/Condo","16","Whistler","Whistler","2/2/2014","DAVE BROWN","1","$1,944.00","8/1/2013","023-905-867",,"$0.00","8/30/2013","$75,000","$307.38","0.84","1","1","TA1","$89,000","29","244","$307.38","0.84","Apartment/Condo","0",,"604-905-8438","3% ON THE FIRST $100,000 AND 1.5% ON THE BALANCE","DELTA SUITES",,"0",,,,,"V0N 1B4",,,"BC",,,,
"F1318722","Residential Detached","S","14 9960 WILSON ROAD","Stave Falls","2007","Manufactured","6","Mission","Mission","2/6/2014","John Dale OR TOUCHBASE","1","$922.00","8/6/2013","900-568-232",,,"8/29/2013","$76,000","$140.74","0.85","1","2","MHP","$89,900","23","540","$140.74","0.85","Manufactured","1",,"604-816-9604","S-4.5%","RUSKIN PLACE MOBILE HOME PARK",,"1","0.00",,"$559.00","2","V0M 1R0",,,"BC",,,,
"N229848","Residential Detached","S","34 MUNRO CRESCENT","Mackenzie -Town","1997","Manufactured with Land","16","Mackenzie (Zone 69)","Mackenzie","2/1/2014","RICK OR MELISSA","2","$1,163.00","8/1/2013","009-084-851",,,"8/28/2013","$80,000","$68.97","0.94","2","2","R1","$85,000","27","1,160","$68.97","0.94","Manufactured with Land","1",,"250-997-5077","$1200 FLAT FEE",,,"0","0.00",,,,"V0J 2C0",,,"BC",,,,
"N230455","Residential Detached","S","17 1400 WESTERN AVENUE","Williams Lake - City","2002","Manufactured","11","Williams Lake (Zone 27)","Williams Lake","2/21/2014","TANYA RANKIN","2","$867.00","8/20/2013","800-079-305",,,"8/30/2013","$82,500","$70.75","0.97","2","2","MHP","$84,900","10","1,166","$70.75","0.97","Manufactured","1",,"250-392-0371","3% OF THE SALE PRICE.",,,"0","0.00",,"$330.00",,"V2G 4S6",,,"BC",,,,
"N230622","Residential Detached","S","4 7100 A ALDEEN ROAD","Lafreniere","1997","Manufactured","16","PG City South (Zone 74)","Prince George","11/30/2013","MARK","2","$1,022.00","9/3/2013","800-079-528",,,"9/6/2013","$82,500","$78.27","0.97","2","3","MHP","$84,900","3","1,054","$78.27","0.97","Manufactured","1",,"250-981-3425","3%",,,"0",,,"$393.00",,"V2N 5R5",,,"BC",,,,
"N230180","Residential Detached","S","18 4430 16 HIGHWAY","Smithers - Town","1996","Manufactured","17","Smithers And Area (Zone 54)","Smithers","2/14/2014","LEO LUBBERS","1","$1,227.00","8/14/2013","800-079-025",,,"9/4/2013","$85,000","$84.66","0.95","1","2","MHP","$89,500","21","1,004","$84.66","0.95","Manufactured","1",,"250-847-1292","3.5%",,"0","0","0.00",,"$285.00",,"V0J 2N0",,,"BC",,,,
"F1308184","Residential Detached","S","58 2315 198TH STREET","Brookswood Langley","1983","Manufactured","30","Langley","Langley","10/8/2013","Maureen","1","$433.00","4/8/2013","900-537-049",,,"9/4/2013","$86,000","$71.07","0.96","1","2","MHP","$89,900","149","1,210","$71.07","0.96","Manufactured","1",,"604-513-2300","S-3.22% 1ST 100K/1.15% BAL","Deer Creek Estates","0","1","0.00",,"$564.00","3","V2Z 1Z1",,,"BC",,,,
"V1007594","Residential Attached","S","214 815 FOURTH AVENUE","Uptown NW","1963","Apartment/Condo","50","New Westminster","New Westminster","11/13/2013","ROBERT TESTINI","1","$1,009.00","5/10/2013","001-260-723",,"$410.00","9/5/2013","$87,000","$113.43","0.97","1","1","APT","$89,900","118","767","$113.43","0.73","Apartment/Condo","1",,"604-787-3908","$1,800","NORFOLK HOUSE",,"0",,,,,"V3M 1S8",,"COURT ORDERED SALE, AS IS WHERE IS","BC",,,,
"N228796","Residential Detached","S","1067 DAIRY ROAD","Williams Lake - City","1989","Manufactured with Land","24","Williams Lake (Zone 27)","Williams Lake","12/31/2013","SUSAN","1","$1,200.00","6/20/2013","004-009-959",,,"8/30/2013","$90,000","$97.40","0.90","1","3","R1A","$99,900","71","924","$97.40","0.72","Manufactured with Land","1",,"250-267-1088","3% ON 1ST $100,000/1.3% ON THE REMAINDER",,,"0","0.00",,,,"V2G 2W2",,,"BC",,,,
"N230138","Residential Detached","S","1635 ATLIN AVENUE","Prince Rupert - City","9999","House/Single Family","999","Prince Rupert (Zone 52)","Prince Rupert","4/20/2014","HEATHER","1","$1,528.00","8/11/2013","011-155-728",,,"8/28/2013","$90,000","$60.44","0.91","1","3","R-2","$99,500","17","1,489","$60.44","0.91","House/Single Family","1",,"250-627-7551","3%",,"100","1","50.00",,,"2","V8J 1E4",,,"BC",,,,
"H1302148","Residential Attached","S","315 45504 MCINTOSH DRIVE","Chilliwack W Young-Well","1994","Apartment/Condo","19","Chilliwack","Chilliwack","10/1/2013","STEVE KERESZTVEY","1","$965.00","5/24/2013","018-331-319","3","$229.00","8/27/2013","$93,500","$100.86","1.36","2","2","R5","$69,000","95","927","$100.86","1.11","Apartment/Condo","1",,"604-793-4011","3.5% 1ST 100K/1.25% BAL L1/2BF",,,"1",,,,"2","V2P 7Y8",,"SELLER HAS NOT LIVED IN PROPERTY","BC",,,,
"N228770","Land Only","S","279 ALASKA HIGHWAY","Fort Nelson -Town",,,,"Fort Nelson (Zone 64)","Fort Nelson","12/24/2013","MYRNA",,"$814.00","6/24/2013","023-867-957",,,"8/28/2013","$95,000",,"0.96",,,"AGR","$99,000","65",,,"0.91","Other",,"Road Access","250-775-7019","2%",,,,"0.00","No",,,"V0C 1R0","No",,"BC","Unknown",,"None","None"
"V997787","Residential Detached","S","80 19646 PINYON LANE","Central Meadows","1966","Manufactured","47","Pitt Meadows","Pitt Meadows","3/31/2014","THE RALPH TELEP TEAM","1","$530.00","3/21/2013","800-075-130",,,"9/1/2013","$95,000","$131.94","0.95","1","2","MOBILE","$99,800","164","720","$131.94","0.63","Manufactured","1",,"604-467-9300","3.255% ON FIRST $100,000/1.1625% ON BAL","MEADOW HIGHLAND MOBILE HOME COOP",,"1","0.00",,"$255.00","2","V3Y 1Z3",,,"BC",,,,
"N228354","Residential Detached","S","48 MUNRO CRESCENT","Mackenzie -Town","1979","Manufactured with Land","34","Mackenzie (Zone 69)","Mackenzie","11/1/2013","LYNDA","2","$885.00","6/11/2013","009-084-819",,,"8/30/2013","$95,000","$79.70","0.91","2","2","R1","$104,000","80","1,192","$79.70","0.91","Manufactured with Land","1",,"250-997-6773","2.8% UP TO $100,000 1% ON BAL",,,"1","0.00",,,"4","V0J 2C0",,,"BC",,,,
"N230648","Multifamily","S","32 GANDER CRESCENT","Kitimat","1955","Fourplex","58","Kitimat (Zone 89)","Kitimat","11/29/2013","SHANNON","2","$1,109.00","8/29/2013","012-069-451",,,"8/31/2013","$95,000","$79.17","0.95","2","3","R1C","$99,900","2","1,200","$79.17","0.95","Fourplex","1",,"250-639-7005","3% ON THE 1ST $100,000 AND 1.5% ON THE BALANCE.",,,"0","0.00",,,"3","V8C 1P5",,,"BC",,,,
"V1002441","Residential Attached","S","128 8051 RYAN ROAD","South Arm","1973","Apartment/Condo","40","Richmond","Richmond","9/18/2013","CRAIG A. COOK","1","$0.00","4/17/2013","800-075-839","3","$490.00","8/29/2013","$100,000","$114.29","0.96","1","2","MF","$104,000","134","875","$114.29","0.74","Apartment/Condo","1",,"604-726-3072","3.22% ON 1ST $100,000/1.15% ON BAL","MAYFAIR COURT",,"0","0.00",,,"1","V7A 2E4",,"COURT ORDERED SALE","BC",,,,
"H1302482","Residential Attached","S","311 45702 WATSON ROAD","Vedder S Watson-Promontory","1991","Apartment/Condo","22","Sardis","Sardis","12/30/2013","NOMI","1","$849.00","6/20/2013","017-440-645","3","$161.21","9/4/2013","$100,000","$144.93","0.91","1","1","R5","$109,999","76","690","$144.93","0.86","Apartment/Condo","1",,"778-865-9585","3.5% 1ST 100K/1.15% BAL L 1/2 BF","GLEN MANOR",,"0",,,,"1","V2R 4E2",,,"BC",,,,
"V1024208","Residential Attached","S","34 2436 WILSON AVENUE","Central Pt Coquitlam","1974","Apartment/Condo","39","Port Coquitlam","Port Coquitlam","11/19/2013","NEIL","1","$767.00","8/26/2013","001-144-006","3","$335.19","9/4/2013","$100,000","$114.94","1.00","1","2","APT","$99,900","9","870","$114.94","1.00","Apartment/Condo","1",,"778-388-6345","3.255 ON 1ST 100,000/1.1625 ON BAL","ORCHARD VALLEY ESTATE",,"0",,,,"1","V3C 1Z6",,,"BC",,,,
"N229711","Residential Detached","S","14 MUNRO CRESCENT","Mackenzie -Town","1975","House/Single Family","38","Mackenzie (Zone 69)","Mackenzie","12/31/2013","MELISSA","2","$1,570.00","7/25/2013","003-966-356",,,"8/28/2013","$105,000","$63.10","0.88","2","2","R1","$119,000","34","1,664","$63.10","0.88","House/Single Family","1",,"250-997-5077","$2000 FLAT FEE",,,"1","0.00",,,,"V0J 2C0",,,"BC",,,,
"N228295","Land Only","S","LOT 4 SOMERSET DRIVE","Cluculz Lake",,,,"PG Rural West (Zone 77)","Prince George","9/7/2013","TEXT OR CALL",,"$773.00","6/7/2013","019-143-389",,,"9/1/2013","$105,000",,"0.96",,,"R4","$109,800","86",,,"0.88","House/Single Family",,"Road Access","250-612-1709","3.3% ON 1ST $100,000/1.3% ON BALANCE","SOMERSET PLACE (CLUCULZ LAKE)",,,"0.00","Yes",,,"V0J 3A3",,,"BC","Community",,"None","None"
"N230241","Residential Attached","S","204 10216 102ND AVENUE","Fort St. John - City NW","1978","Apartment/Condo","35","Fort St. John (Zone 60)","Fort St. John","11/30/2013","HOME PROS","1","$723.00","8/16/2013","004-345-860","3","$145.30","8/30/2013","$105,000","$239.73","1.00","1","1","RM4","$105,000","14","438","$239.73","1.00","Apartment/Condo","1",,"250-785-6601","3% OF THE 1ST $100,000 & 1.5% OF THE REMAINDER","ALTOMAR APARTMENTS",,"0",,,,,"V1J 2E5",,,"BC",,,,
"N226920","Land Only","S","PR LT 5 AMBLESIDE AVENUE","Smithers - Town",,,,"Smithers And Area (Zone 54)","Smithers","5/2/2014","LEO LUBBERS, PREC",,"$0.00","5/1/2013","800-076-204",,,"9/3/2013","$109,000","$11.45","1.00",,,"R-1","$109,000","125",,"$11.45","1.00","House/Single Family",,"Road Access","250-847-1292","3%",,,,"0.00","Yes",,,"V0J 2N0",,,"BC","At Lot Line",,"At Lot Line","City/Municipal"
