"ML #","Prop Type","Status","Address","S/A","Yr Blt","TypeDwel","Age","Area","City","Expiry Date","For Appointment Call","Full Baths","Gross Taxes","List Date","P.I.D.#","Stories in Building","Strata Maint Fee","Sold Date","Sold Price","Sold Price per SqFt","SP/LP Ratio","Total Baths","Total Bedrooms","Zoning","List Price","Days On Market","Floor Area -Grand Total","Sold Price Per SQFT","SP/OLP Ratio","Type","# of Kitchens","Access to Property","Appointment Phone Number","Commission","Complex/Subdivision","Depth","Fireplaces","Frontage - Feet","Info Package Available?","PAD Rental","Parking Places - Total","Postal Code","Potential for Rezoning?","Prop Disclosure Statement","Province","Sanitary Sewer","Storeys in Building","Storm Sewer","Water Supply"
"N230827","Residential Detached","S","4662 GRAY DRIVE","North Kelly","1994","Manufactured","19","PG City North (Zone 73)","Prince George","11/9/2013","RICHARD","1","$629.00","9/9/2013","800-079-637",,,"9/10/2013","$38,057","$41.19","0.76","1","2","URS1B","$49,900","1","924","$41.19","0.76","Manufactured","1",,"250-640-5327","$1850.00 PLUS GST",,"0","0","0.00",,"$350.00",,"V2K 4Y4",,,"BC",,,,
"N227157","Residential Detached","S","1 4619 QUEENSWAY DRIVE","Thornhill","1969","Manufactured","44","Terrace (Zone 88)","Terrace","9/30/2013","SHANNON","1","$194.00","5/6/2013","800-076-334",,,"9/11/2013","$40,000","$44.84","0.83","1","1","R","$48,000","128","892","$44.84","0.74","Manufactured","1",,"250-615-8993","3% OF THE SALES PRICE PLUS GST","TIMBERLAND MOBILE HOME PARK",,"0","0.00",,"$300.00","2","V8G 3X5",,,"BC",,,,
"F1222937","Residential Detached","S","14 9267 SHOOK ROAD","Hatzic","1995","Manufactured","17","Mission","Mission","10/10/2013","Steve","1","$339.00","9/10/2012","900-564-129",,,"9/9/2013","$44,000","$33.95","0.98","1","3","RES","$44,900","364","1,296","$33.95","0.98","Manufactured","1",,"800-668-8661","S-4.6%",,"1","0","1.00",,"$537.00","2","V2V 7M3",,"upon request","BC",,,,
"H1302972","Residential Attached","S","338 1735 AGASSIZ-ROSEDALE HIGHWAY","Agassiz","1984","Apartment/Condo","29","Agassiz","Agassiz","11/30/2013","VICTOR OR DEBBIE","1","$518.00","7/23/2013","001-025-309",,"$142.10","9/6/2013","$45,100","$75.93","1.13","1","1","RM2","$39,900","45","594","$75.93","1.13","Apartment/Condo","1",,"604-859-2341","2.534% 1ST 100K L 1/2 BF","WOODSIDE TERRACE",,"0",,,,"1","V0M 1A0",,"COURT ORDERED SALE - UPON OFFER","BC",,,,
"N230840","Land Only","S","LOT 99 ANNAHAM CRESCENT","108 Ranch",,,,"100 Mile House (Zone 10)","108 Mile Ranch","5/30/2014","DIANE COBER",,"$399.00","9/10/2013","008-001-324",,,"9/11/2013","$46,000",,"0.89",,,"R1-1","$52,000","1",,,"0.89","House/Single Family",,"Road Access","250-395-0685","3.4%","108 MILE RANCH","173",,"125.00","Yes",,,"V0K 2Z0","No","LAND UNDER 1 ACRE","BC","None",,"None","City/Municipal"
"V1025586","Residential Attached","S","617 5911 MINORU BOULEVARD","Brighouse","1999","Other","14","Richmond","Richmond","2/28/2014","SHAFIK","1","$1,091.00","9/3/2013","024-509-183",,"$0.00","9/8/2013","$46,000","$105.02","0.77","1","0","CDT1","$59,900","5","438","$105.02","0.77","Other","0",,"604-279-8075","3.255% ON 1ST $100,000 & 1.1625% ON BAL","THE HILTON HOTEL",,"0",,,,,"V6X 4C7",,"WHEN OFFER IS PRESENTED","BC",,,,
"V1025569","Residential Attached","S","1107 5911 MINORU BOULEVARD","Brighouse","1999","Other","14","Richmond","Richmond","2/28/2014","SHAFIK","1","$1,117.00","9/3/2013","024-508-381",,"$0.00","9/8/2013","$48,000","$107.14","0.84","1","0","CDT1","$57,000","5","448","$107.14","0.84","Other","0",,"604-279-8075","3.255% ON 1ST $100,000 & 1.1625% ON BAL","THE HILTON HOTEL",,"0",,,,,"V6X 4C7",,"WHEN OFFER IS PRESENTED","BC",,,,
"N227993","Residential Detached","S","1329 OVERLOOK STREET","Prince Rupert - City","1952","House/Single Family","61","Prince Rupert (Zone 52)","Prince Rupert","11/26/2013","NADIA","0","$923.00","5/26/2013","012-544-264",,,"9/7/2013","$50,000","$39.81","0.83","2","4","R2","$60,000","104","1,256","$39.81","0.59","House/Single Family","1",,"250-600-2334","3% OF 1ST $100,000/1.5% OF REMAINDER",,"80","0","50.00",,,,"V8J 2C7",,,"BC",,,,
"N227992","Residential Detached","S","1550 EASTWOOD ROAD","Quesnel - Rural North","2011","House with Acreage","2","Quesnel (Zone 28)","Quesnel","9/2/2013",,"0","$447.00","5/31/2013","007-214-731",,,"9/7/2013","$51,500","$28.61","0.79","0","1","RR1","$65,000","99","1,800","$28.61","0.79","House with Acreage","0",,,"3% ON THE FIRST $100,000 AND 1.5% ON THE BALANCE",,,"0",,,,"6","V2J 6X6",,,"BC",,,,
"N230931","Land Only","S","LOT 160 GLOINNZUN CRESCENT","108 Ranch",,,,"100 Mile House (Zone 10)","108 Mile Ranch","12/11/2013","MARIA WALKER",,"$507.00","9/11/2013","007-962-070",,,"9/11/2013","$52,000",,"0.66",,,"R1","$79,000","0",,,"0.66","House/Single Family",,"Road Access","250-395-0245","3.4%","108 RANCH","200",,"139.00","No",,,"V0K 2Z0","No",,"BC","None",,"None","City/Municipal"
"N230586","Residential Detached","S","2131 24TH AVENUE","Hazelton","9999","House/Single Family","999","Smithers And Area (Zone 54)","New Hazelton","2/28/2014","JANTINA MEINTS","1","$0.00","8/28/2013","011-934-590",,,"9/12/2013","$52,500","$26.79","0.88","1","3","R1","$60,000","15","1,960","$26.79","0.88","House/Single Family","1",,"250-847-5999","SEE REALTOR REMARKS",,"120","0","66.00",,,"2","V0J 2J1",,,"BC",,,,
"N226908","Residential Detached","S","7563 LUDLOM ROAD","Deka/Sulphurous/Hathaway Lakes","2012","Recreational","5","100 Mile House (Zone 10)","Deka Lake / Sulphurous / Hathaway Lakes","12/31/2013","BRAD","0","$279.00","5/3/2013","007-541-201",,,"9/7/2013","$53,000","$331.25","0.88","0","0","R-1","$59,900","127","160","$331.25","0.88","Recreational","0",,"250-644-4242","3.4%",,"0","0","0.00",,,,"V0K 1X0",,,"BC",,,,
"N213282","Residential Detached","S","7592 WOMACK ROAD","Deka/Sulphurous/Hathaway Lakes","9999","Recreational","999","100 Mile House (Zone 10)","Deka Lake / Sulphurous / Hathaway Lakes","11/30/2013","ROBERT YOUNG","0","$389.00","9/1/2011","007-541-384",,,"9/7/2013","$53,500","$111.46","0.86","0","0","R1","$62,000","737","480","$111.46","0.60","Recreational","0",,"250-593-2164","3.4%",,"280","0","48.80",,,,"V0K 1X3",,,"BC",,,,
"N229251","Land Only","S","LOT 4 LAKELSE RIVER","Lakelse Lake",,,,"Terrace (Zone 88)","Lakelse Lake","12/11/2013","DAVE MATERI",,"$153.00","7/11/2013","012-455-920",,,"9/14/2013","$55,000",,"0.79",,,"RU1","$69,900","65",,,"0.79","Recreational",,"Water Access","250-615-7225","3% OF FINAL SALE PRICE","LAKELSE LAKE","400",,"54.00","Yes",,,"V8G 1Y8","Not Known",,"BC","None",,"None","Other"
"N230537","Residential Detached","S","4046 DIAMOND DRIVE","Emerald","1985","Manufactured with Land","28","PG City North (Zone 73)","Prince George","12/31/2013","SHAWNA","1","$1,245.00","8/26/2013","008-926-026",,,"9/5/2013","$55,000","$56.12","0.79","1","3","RS1M","$69,900","10","980","$56.12","0.79","Manufactured with Land","1",,"250-552-2757","3%",,,"0","0.00",,,,"V2K 3M6",,,"BC",,,,
"H1302949","Residential Attached","S","109 9175 MARY STREET","Chilliwack W Young-Well","1973","Apartment/Condo","40","Chilliwack","Chilliwack","12/31/2013","Ian Hornby","1","$646.00","7/23/2013","001-493-965",,"$175.00","9/9/2013","$58,000","$92.06","0.89","1","1","R5","$64,900","48","630","$92.06","0.89","Apartment/Condo","1",,"604-799-1955","2.5% L 1/2 BF",,,"0","0.00",,,"1","V2P 4H7",,,"BC",,,,
"N229524","Land Only","S","DL 12252 PICKLE CREEK","Williams Lake - Rural West",,,,"Williams Lake (Zone 27)","Williams Lake","7/31/2015","LINDA OR FREDDY",,"$393.00","7/20/2013","014-286-581",,,"9/10/2013","$60,000",,"0.76",,,"RA","$79,000","52",,,"0.76","Other",,"Road Access","604-491-1060","3%",,,,"0.00","Yes",,,"V0L 1P0",,,"BC","None",,"None","None"
"N223364","Residential Detached","S","38 5506 PARK DRIVE","103 Mile House","2007","Manufactured","5","100 Mile House (Zone 10)","100 Mile House","10/31/2013","BRENDA","1","$690.00","10/31/2012","800-071-936",,,"9/13/2013","$62,500","$57.23","0.96","1","2","MHP","$65,000","317","1,092","$57.23","0.78","Manufactured","1",,"250-706-2518","3.4%",,,"0","0.00",,"$310.00",,"V0K 2E1",,,"BC",,,,
"N230135","Residential Attached","S","25 11 SELWYN DRIVE","Mackenzie -Town","1967","Townhouse","46","Mackenzie (Zone 69)","Mackenzie","12/31/2013","RICK OR MELISSA MORGAN","1","$882.00","8/12/2013","023-297-557",,"$191.69","9/7/2013","$65,000","$48.47","0.94","2","2","RM2","$69,000","26","1,341","$48.47","0.94","Townhouse","1",,"250-997-5077","$1000.00 FLAT FEE",,,"0","0.00",,,,"V0J 2C0",,,"BC",,,,
"N229990","Residential Detached","S","3303 HAYMAN CRESCENT","Quesnel Rural - South","9999","House/Single Family","999","Quesnel (Zone 28)","Quesnel","10/31/2013","BILL INGRAM","1","$529.00","8/1/2013","007-895-534",,,"9/9/2013","$65,000","$78.50","0.93","1","1","R2","$69,900","39","828","$78.50","0.93","House/Single Family","1",,"250-983-9522","3% ON 1ST $100,000/1.5% ON BALANCE",,,"0","0.00",,,"5","V2J 6K7",,,"BC",,,,
"H1303468","Residential Attached","S","104C 45655 MCINTOSH DRIVE","Chilliwack W Young-Well","1994","Apartment/Condo","19","Chilliwack","Chilliwack","2/28/2014","MIKE BESTEBROER","1","$705.00","8/28/2013","017-909-589","2","$135.41","9/12/2013","$70,000","$112.18","0.94","1","1","R5","$74,900","15","624","$112.18","0.94","Apartment/Condo","1",,"604-858-7179","4% ON TOTAL PRICE L1/2BF","MCINTOSH PLACE",,"0",,,,,"V2P 6V4",,"OWNER NEVER LIVED IN","BC",,,,
"V1002765","Residential Detached","S","206 1830 MAMQUAM ROAD","Garibaldi Estates","1974","Manufactured","39","Squamish","Squamish","4/19/2014","Andre Zubko","1","$169.00","4/19/2013","800-075-885",,,"9/6/2013","$71,200","$98.89","0.89","1","2","RMH","$79,900","140","720","$98.89","0.79","Manufactured","1",,"604-849-1100","$3,000","TIMBERTOWN",,"0","0.00",,"$541.00","2","V0N 1T0",,,"BC",,,,
"H1301346","Residential Attached","S","216 8531 YOUNG ROAD","Chilliwack W Young-Well","2010","Apartment/Condo","3","Chilliwack","Chilliwack","10/31/2013","Mark","1","$807.00","4/4/2013","028-481-101","4","$208.00","9/5/2013","$75,000","$126.48","1.00","1","2","CD20","$75,000","154","593","$126.48","0.65","Apartment/Condo","1",,"604-858-7179","$2500 L 1/2 BF","Auburn Retirement Residence","0","1","0.00",,,"1","V2P 1A1",,"P.O.A.","BC",,,,
"N222789","Land Only","S","LOT 16 TIBBLES LAKE ROAD","Bouchie Lake",,,,"Quesnel (Zone 28)","Quesnel","9/18/2013","ROB CHIPMAN",,"$355.00","9/28/2012","009-189-971",,,"9/9/2013","$75,000",,"0.95",,,"RR3","$79,000","346",,,"0.77","Other",,"Road Access","604-230-4225","3.255%",,,,"0.00","Yes",,,"V2J 3H9","Not Known",,"BC","Unknown",,"None","Other"
"F1316276","Residential Attached","S","209 33490 COTTAGE LANE","Central Abbotsford","1980","Apartment/Condo","33","Abbotsford","Abbotsford","12/18/2013","Jason","1","$819.00","7/5/2013","001-817-078","3","$246.55","9/14/2013","$76,000","$77.55","0.90","1","2","RML","$84,900","71","980","$77.55","0.85","Apartment/Condo","1",,"604-825-7109","S-3% 1ST 100K/1.15% BAL","Cottage Lane",,"0",,,,"1","V2S 6B8",,"Seller does not live there","BC",,,,
"H1303364","Residential Attached","S","307 9425 NOWELL STREET","Chilliwack N Yale-Well","1976","Apartment/Condo","37","Chilliwack","Chilliwack","2/28/2014","Cory","1","$679.00","8/28/2013","001-293-974","3","$260.00","9/10/2013","$77,500","$89.08","0.87","1","2","R5","$89,000","13","870","$89.08","0.87","Apartment/Condo","1",,"604-798-3993","3% L 1/2 BF","Sepass Court","0","0","0.00",,,"1","V2P 4X8",,"Seller never lived there","BC",,,,
"N229895","Residential Detached","S","759 W 7TH AVENUE","Fort St. James - Town","9999","House/Single Family","999","Fort St. James (Zone 57)","Fort St. James","5/1/2014","KENT","1","$545.00","8/1/2013","011-647-043",,,"9/13/2013","$78,500","$96.32","0.94","1","2","R1","$83,500","43","815","$96.32","0.94","House/Single Family","1",,"250-567-9222","3.5%",,"60.00","1","139.25",,,,"V0J 1P0",,,"BC",,,,
"N228672","Residential Detached","S","4154 WAGON TRAIL ROAD","Hart Highway","9999","House/Single Family","999","PG City North (Zone 73)","Prince George","11/29/2013","or Text Rebecca Worthington","1","$629.00","6/18/2013","005-721-270",,,"9/12/2013","$82,500","$90.07","0.98","1","2","RS1","$84,000","86","916","$90.07","0.92","House/Single Family","1",,"250-961-4508","3.5%","HART HWY",,"0","0.00",,,,"V2K 1R4",,,"BC",,,,
"N230622","Residential Detached","S","4 7100 A ALDEEN ROAD","Lafreniere","1997","Manufactured","16","PG City South (Zone 74)","Prince George","11/30/2013","MARK","2","$1,022.00","9/3/2013","800-079-528",,,"9/6/2013","$82,500","$78.27","0.97","2","3","MHP","$84,900","3","1,054","$78.27","0.97","Manufactured","1",,"250-981-3425","3%",,,"0",,,"$393.00",,"V2N 5R5",,,"BC",,,,
"V1007594","Residential Attached","S","214 815 FOURTH AVENUE","Uptown NW","1963","Apartment/Condo","50","New Westminster","New Westminster","11/13/2013","ROBERT TESTINI","1","$1,009.00","5/10/2013","001-260-723",,"$410.00","9/5/2013","$87,000","$113.43","0.97","1","1","APT","$89,900","118","767","$113.43","0.73","Apartment/Condo","1",,"604-787-3908","$1,800","NORFOLK HOUSE",,"0",,,,,"V3M 1S8",,"COURT ORDERED SALE, AS IS WHERE IS","BC",,,,
"H1301572","Residential Attached","S","1211 45650 MCINTOSH DRIVE","Chilliwack W Young-Well","1976","Apartment/Condo","37","Chilliwack","Chilliwack","9/18/2013","RUSS OR GERT","1","$808.00","4/18/2013","001-511-653",,"$185.44","9/11/2013","$92,500","$95.95","0.93","1","2","R5","$99,500","146","964","$95.95","0.79","Apartment/Condo","1",,"604-858-7179","3% 1ST 100K/1.25% BAL L 1/2 BF ***","PHOENIXDALE",,"0",,,,"1","V2P 6Y5",,,"BC",,,,
"N227265","Residential Detached","S","203 BLACKWATER CRESCENT","Mackenzie -Town","1974","House/Single Family","39","Mackenzie (Zone 69)","Mackenzie","10/31/2013","MELISSA MORGAN","1","$1,248.00","5/13/2013","010-181-041",,,"9/11/2013","$94,350","$51.73","0.94","1","3","R1","$100,000","121","1,824","$51.73","0.86","House/Single Family","1",,"250-997-5077","$2000 FLAT FEE",,"120","0","55.00",,,,"V0J 2C0",,,"BC",,,,
"N230784","Residential Attached","S","4 PLOVER STREET","Kitimat","1956","1/2 Duplex","57","Kitimat (Zone 89)","Kitimat","12/6/2013","MELODY","0","$1,328.00","9/6/2013","012-253-154",,,"9/8/2013","$94,500","$90.00","0.86","0","3","R1B","$109,900","2","1,050","$90.00","0.86","1/2 Duplex","1",,"250-632-1594","3% ON THE 1ST $100,000/ 1.5% ON BALANCE.",,,"0","0.00",,,"2","V8C 1L9",,,"BC",,,,
"N224632","Residential Detached","S","15362-15374 LANGSTON ROAD","Vanderhoof - Rural","9999","House with Acreage","999","Vanderhoof And Area (Zone 56)","Vanderhoof","11/5/2013","PHILLIP","1","$913.00","2/5/2013","005-357-934",,,"9/12/2013","$95,000","$65.20","0.96","1","1","H1","$99,000","219","1,457","$65.20","0.76","House with Acreage","1",,"250-567-2271","3.5% ON 1ST $100,000/1.75% ON BALANCE",,,"0","0.00",,,,"V0J 3A1",,,"BC",,,,
"F1318417","Residential Attached","S","117 1755 SALTON ROAD","Central Abbotsford","1992","Apartment/Condo","21","Abbotsford","Abbotsford","10/29/2013","Jeremy Loewen","1","$980.00","7/29/2013","016-686-314",,"$221.00","9/13/2013","$95,000","$107.34","0.96","1","2","RML","$99,000","46","885","$107.34","0.80","Apartment/Condo","1",,"604-850-5040","S-2% 1ST 100K/1.15% BAL","THE GATEWAY",,"0",,,,"1","V2S 7C5",,"COURT ORDERED SALE","BC",,,,
"F1321040","Residential Attached","S","53 32959 GEORGE FERGUSON WAY","Central Abbotsford","1983","Townhouse","30","Abbotsford","Abbotsford","10/7/2013","Darren Giesbrecht","1","$998.00","9/7/2013","002-074-605",,"$281.00","9/13/2013","$99,000","$100.81","0.97","1","2","RM","$102,500","6","982","$100.81","0.97","Townhouse","1",,"778-240-5386","S-3.22% 1ST 100K/1.15% BAL","Oakhurst Park",,"0",,,,,"V2S 7W9",,"SOLD BY EXECUTOR","BC",,,,
"V1025440","Land Only","S","604 FERNHILL ROAD","Mayne Island",,,,"Islands-Van. & Gulf","Mayne Island","4/30/2014","GLEN",,"$1,085.00","9/2/2013","004-204-115",,,"9/12/2013","$99,900",,"1.00",,,"SR","$99,900","10",,,"1.00","House/Single Family",,"Road Access","250-539-5555","3.26% 1ST $100,000/1.4% BAL",,"730",,"140.00","Yes",,,"V0N 2I1",,"OWNER NEVER LIVED ON LAND","BC","None",,"None","None"
"F1319829","Residential Attached","S","202 33090 GEORGE FERGUSON WAY","Central Abbotsford","1990","Apartment/Condo","23","Abbotsford","Abbotsford","12/31/2013","RENE BRASSARD","1","$968.00","8/21/2013","015-416-038",,"$298.10","9/11/2013","$105,500","$104.15","0.90","2","2","RML","$117,900","21","1,013","$104.15","0.90","Apartment/Condo","1",,"604-504-7363","S-3.25% 1ST 100K/1.15% BAL","TIFFANY PLACE",,"0","0.00",,,"1","V2S 6Y2",,"Elderly Sellers","BC",,,,
"F1319272","Residential Attached","S","115 9635 121ST STREET","Cedar Hills","1984","Apartment/Condo","29","North Surrey","Surrey","12/30/2013","KASH","1","$776.00","8/5/2013","000-794-872","3","$170.47","9/14/2013","$108,000","$144.00","0.94","1","1","MF","$114,800","40","750","$144.00","0.94","Apartment/Condo","1",,"604-760-2458","S-3.22% 1ST 100K/1.15% BAL","CHANDLERS HILL",,"0",,,,"1","V3V 7L8",,"UPON ACCEPTED OFFER","BC",,,,
"F1308188","Residential Attached","S","247B 8635 120TH STREET","Annieville","1973","Apartment/Condo","40","N. Delta","Delta","9/30/2013","BARBARA","1","$628.00","4/2/2013","001-088-904","3","$205.89","9/11/2013","$109,000","$150.55","0.89","1","1","RM6","$123,000","162","724","$150.55","0.87","Apartment/Condo","1",,"778-552-5456","S-$3000","DELTA CEDARS",,"0",,,,"1","V4C 6R5",,,"BC",,,,
