"ML #","Prop Type","Status","Address","S/A","Yr Blt","TypeDwel","Age","Area","City","Expiry Date","For Appointment Call","Full Baths","Gross Taxes","List Date","P.I.D.#","Stories in Building","Strata Maint Fee","Sold Date","Sold Price","Sold Price per SqFt","SP/LP Ratio","Total Baths","Total Bedrooms","Zoning","List Price","Days On Market","Floor Area -Grand Total","Sold Price Per SQFT","SP/OLP Ratio","Type","# of Kitchens","Access to Property","Appointment Phone Number","Commission","Complex/Subdivision","Depth","Fireplaces","Frontage - Feet","Info Package Available?","PAD Rental","Parking Places - Total","Postal Code","Potential for Rezoning?","Prop Disclosure Statement","Province","Sanitary Sewer","Storeys in Building","Storm Sewer","Water Supply"
"N231551","Land Only","S","JOHNSTON STREET","Taylor",,,,"Fort St. John (Zone 60)","Taylor","10/11/2014","LANNA OR MIKE",,"$105.00","10/10/2013","023-315-865",,,"10/24/2013","$65,000",,"0.35",,,"A1","$185,000","14",,,"0.35","Other",,"Road Access","250-793-4270","3% ON 1ST $100,000/1.5% ON REMAINDER",,,,"0.00","Yes",,,"V0C 2K0","Not Known",,"BC","None",,"None","None"
"F1323800","Residential Detached","S","36 8560 156 STREET","Fleetwood Tynehead","1977","Manufactured","36","Surrey","Surrey","1/11/2014","Carrie","1",,"10/11/2013","900-568-896",,,"10/24/2013","$68,500","$66.06","0.95","1","3","MHP","$72,000","13","1,037","$66.06","0.95","Manufactured","1",,"604-240-1711","S-3.22% 1ST 100K/1.15% BAL","Westvilla Estates",,"1","0.00",,"$557.00","4","V3S 5K4",,"never lived in home","BC",,,,
"N229019","Residential Attached","S","416 282 N BROADWAY AVENUE","Williams Lake - City","9999","Apartment/Condo","999","Williams Lake (Zone 27)","Williams Lake","12/30/2013","Geordie/Cindy","1","$921.00","7/3/2013","004-611-462","4","$174.71","10/17/2013","$69,600","$78.20","0.93","1","2","R4","$74,900","106","890","$78.20","0.87","Apartment/Condo","1",,"250-398-0600","3.2%","Terra Vista",,"0",,,,,"V2G 4J8",,,"BC",,,,
"N227738","Land Only","S","8655 MINCHIN ROAD","Blackwater",,,,"PG Rural West (Zone 77)","Prince George","1/31/2014","CALL/TEXT MIKE",,"$423.00","5/24/2013","004-853-059",,,"10/25/2013","$70,000","$0.06","0.82",,,"C1-RC2","$84,900","154",,"$0.06","0.82","Other",,"Road Access","250-981-3100","$2000",,,,,"Yes",,,"V2N 6G5","Not Known",,"BC","None",,"None","None"
"V1002011","Residential Attached","S","1216 4308 MAIN STREET","Whistler Village","1998","Apartment/Condo","15","Whistler","Whistler","2/15/2014","Sally Warner","1","$1,714.00","4/15/2013","023-904-194",,"$0.00","10/26/2013","$73,500","$319.57","0.93","1","0","TA1","$79,000","194","230","$319.57","0.86","Apartment/Condo","0",,"604-932-2300","3% - 1.5%","The Delta",,"0",,,,"1","V0N 1B4",,,"BC",,,,
"H1200775","Residential Attached","S","208 7435 SHAW AVENUE","Sardis East Vedder Rd","1992","Apartment/Condo","20","Sardis","Sardis","9/28/2014","MALCOLM","1","$804.00","2/23/2012","017-521-793",,"$170.00","10/24/2013","$77,000","$94.36","0.96","1","2","R5","$79,900","609","816","$94.36","0.80","Apartment/Condo","1",,"604-791-9119","3.5% L 1/2 BF",,,"0",,,,,"V2R 3C1",,,"BC",,,,
"H1302085","Residential Attached","S","19 46210 MARGARET AVENUE","Chilliwack E Young-Yale","1985","Apartment/Condo","28","Chilliwack","Chilliwack","12/31/2013","GLORIA/ROD/MARNIE","1","$666.00","5/17/2013","001-192-914",,"$169.00","10/24/2013","$78,000","$95.59","0.98","1","2","R5","$79,900","160","816","$95.59","0.92","Apartment/Condo","1",,"604-795-2955","3.5% L 1/2 BF","CAPRI",,"0",,,,"1","V2P 2G9",,,"BC",,,,
"N231839","Residential Detached","S","1725 W 2ND AVENUE","Prince Rupert - City","1965","House/Single Family","48","Prince Rupert (Zone 52)","Prince Rupert","12/20/2013","GORDON KOBZA","1","$2,496.00","9/26/2013","013-778-307",,,"10/18/2013","$80,000","$47.62","0.84","2","3","R-2","$95,500","22","1,680","$47.62","0.84","House/Single Family","1",,"250-624-9298","3% ON 1ST $100,000 & 1.25% ON BALANCE + GST","SECTION 2","166.44","0","50.00",,,"2","V8J 1J5",,,"BC",,,,
"N229589","Residential Detached","S","4217 PACIFIC ROAD","Williams Lake - Rural North","1980","Manufactured with Land","33","Williams Lake (Zone 27)","Williams Lake","10/31/2013","JILL/JOY","1","$960.00","7/22/2013","011-502-401",,,"10/19/2013","$80,000","$73.39","0.81","2","3","R1","$99,000","89","1,090","$73.39","0.73","Manufactured with Land","1",,"250-398-0571","2.7% ON 1ST $100,000/1.4% ON REMAINDER","WILDWOOD",,"1","0.00",,,,"V2G 4Z7",,,"BC",,,,
"N231175","Land Only","S","LOT 1 KENNEY DAM ROAD","Vanderhoof - Rural",,,,"Vanderhoof And Area (Zone 56)","Vanderhoof","11/30/2013","STAN",,"$367.00","9/17/2013","024-384-925",,,"10/16/2013","$82,500",,"0.93",,,"AG-1","$89,000","29",,,"0.93","Other",,"Road Access","250-567-9222","3.5%",,,,"0.00","Yes",,,"V0J 3A1",,,"BC","None",,"None","None"
"N231700","Land Only","S","5511 PINE CRESCENT","Fort Nelson -Town",,,,"Fort Nelson (Zone 64)","Fort Nelson","3/31/2014","MYRNA BLAKE",,"$1,004.00","10/18/2013","027-618-099",,,"10/19/2013","$83,000","$12.27","0.98",,,"R2","$85,000","1",,"$12.27","0.98","Other",,"Road Access","250-775-1019","2.75%",,"138",,"49.00","No",,,"V0C 1R0",,,"BC","At Lot Line",,"Nearby","City/Municipal"
"F1316572","Residential Attached","S","102 2211 CLEARBROOK ROAD","Abbotsford West","1975","Apartment/Condo","38","Abbotsford","Abbotsford","1/8/2014","Touchbase Tim","1","$912.00","7/8/2013","000-782-629","3","$364.43","10/17/2013","$87,000","$91.58","0.97","1","2","RML","$89,500","101","950","$91.58","0.88","Apartment/Condo","1",,"604-854-3400","S-3.22% 1ST 100K/1.15% BAL","Glenwood Manor",,"1","0.00",,,"1","V2T 2X4",,,"BC",,,,
"F1310937","Residential Detached","S","45 2270 196TH STREET","Brookswood Langley","1978","Manufactured","35","Langley","Langley","11/7/2013","SYLVIA GIBBS","1","$100.00","5/5/2013","900-567-108",,,"10/22/2013","$87,900","$84.36","1.00","1","2","RM1","$87,900","170","1,042","$84.36","1.00","Manufactured","1",,"604-514-5059","S-$2000*",,"89","1","40.00",,"$460.00","2","V2Z 1N6",,,"BC",,,,
"V992158","Residential Attached","S","232C 2036 LONDON LANE","Whistler Creek","2001","Apartment/Condo","12","Whistler","Whistler","2/27/2014","Denise Brown","2","$0.00","2/18/2013","025-173-642",,"$609.00","10/26/2013","$89,000","$72.24","0.94","2","3","CC2","$95,000","250","1,232","$72.24","0.74","Apartment/Condo","1",,"604-935-2013","3% - 1.5%","Legend's - 1/4 share condo",,"1",,,,,"V0N 1B2",,,"BC",,,,
"N231079","Residential Detached","S","4278 PACIFIC ROAD","Williams Lake - Rural North","9999","House/Single Family","999","Williams Lake (Zone 27)","Williams Lake","12/20/2013","GLEN HOLDING","1","$1,343.00","9/20/2013","011-502-533",,,"10/17/2013","$94,500","$54.12","1.01","1","3","RR1","$94,000","27","1,746","$54.12","1.01","House/Single Family","1",,"250-305-7779","3.22% TO $100,000 AND 1.15% OVER $100,000.","WILDWOOD",,"0","0.00",,,"6","V2G 4Z5",,,"BC",,,,
"N228535","Residential Detached","S","37 602 ELM STREET","Red Bluff/Dragon Lake","1996","Manufactured","17","Quesnel (Zone 28)","Quesnel","11/30/2013","LORNE","1","$861.00","6/17/2013","800-077-540",,,"10/18/2013","$95,000","$76.12","1.00","2","3","MHP","$95,000","123","1,248","$76.12","0.96","Manufactured","1",,"250-992-8818","3%",,,"0","0.00",,"$209.00",,"V2J 3X1",,,"BC",,,,
"F1316970","Residential Attached","S","105 17661 58A AVENUE","Cloverdale BC","1982","Apartment/Condo","31","Cloverdale","Surrey","12/31/2013","TOUCHBASE PREFERRED","1","$663.00","7/16/2013","000-516-295",,"$146.32","10/22/2013","$96,000","$169.91","0.96","1","1","MF","$100,000","98","565","$169.91","0.87","Apartment/Condo","1",,"604-347-8831","S-3.22% 1ST 100K/1.15% BAL","Wyndham Estates",,"0",,,,"1","V3S 1N4",,,"BC",,,,
"N229361","Residential Detached","S","6429 W 16 HIGHWAY","Gauthier","9999","House with Acreage","999","PG City South (Zone 74)","Prince George","11/30/2013","DAVID","0","$1,639.00","7/12/2013","012-287-792",,,"10/21/2013","$98,000","$143.91","0.98","1","2","AR3","$99,900","101","681","$143.91","0.82","House with Acreage","1",,"250-565-7848","3.5% ON THE 1ST $100,000 + 1.25%",,"0","1","0.00",,,,"V2N 6N6",,,"BC",,,,
"F1314460","Residential Attached","S","245B 8635 120TH STREET","Annieville","1971","Apartment/Condo","42","N. Delta","Delta","12/31/2013","TOUCHBASE","1","$628.00","6/10/2013","001-088-882",,"$205.89","10/17/2013","$99,000","$136.74","0.94","1","1","RM6","$105,000","129","724","$136.74","0.92","Apartment/Condo","1",,,"S-3% 1ST 100K/1.15% BAL","DELTA CEDARS",,"0",,,,"1","V4C 6R5",,"OWNER NEVER LIVED THERE","BC",,,,
"N228855","Residential Detached","S","8612 77TH STREET","Fort St. John - City SE","9999","House/Single Family","999","Fort St. John (Zone 60)","Fort St. John","12/19/2013","DOUG","1","$1,323.00","6/17/2013","012-466-875",,,"10/24/2013","$99,000","$70.31","0.90","1","4","R4","$109,900","129","1,408","$70.31","0.71","House/Single Family","1",,"250-785-5520","2.75% ON 1ST $150,000 & 1.25% THEREAFTER",,"150.00","0","49.15",,,"2","V1J 3A2",,,"BC",,,,
"V1003189","Land Only","S","LOT 4 INDIAN RIVER DRIVE","Woodlands-Sunshine-Cascade",,,,"North Vancouver","North Vancouver","4/19/2014","RICHARD",,"$790.00","4/19/2013","011-977-086",,,"10/20/2013","$100,000","$16.67","0.63",,,"RS1","$159,000","184",,"$16.67","0.51","House/Single Family",,"Road Access","778-773-4276","$3,000","INDIAN RIVER","90.0",,"67.00","Yes",,,"V0V 0V0","No",,"BC","Septic",,"None","City/Municipal"
"N228218","Land Only","S","271 ROAD","Fort St. John - Rural W 100th",,,,"Fort St. John (Zone 60)","Fort St. John","6/4/2014","JENN",,"$180.00","6/4/2013","010-387-056",,,"10/25/2013","$100,000",,"0.87",,,"A2","$115,000","143",,,"0.87","Other",,"Road Access","250-785-8051","3% OF 1ST $100,000/1.5% ON REMAINDER",,,,"0.00","Yes",,,"V0C 2H0","No",,"BC","None",,"None","None"
"F1321551","Residential Attached","S","39 32959 GEORGE FERGUSON WAY","Central Abbotsford","1983","Townhouse","30","Abbotsford","Abbotsford","3/12/2014","KRISTA or Touchbase","1","$998.00","9/12/2013","002-074-427","2","$263.00","10/23/2013","$100,000","$100.00","0.92","1","2","RM45","$109,000","41","1,000","$100.00","0.84","Townhouse","1",,"604-855-0800","S-3.22% 1ST 100K/1.15% BAL","OakHurst Park",,"0","0.00",,,"1","V2S 7W9",,"seller never lived in unit","BC",,,,
"V1013822","Residential Attached","S","203 7180 LINDSAY ROAD","Granville","1972","Apartment/Condo","41","Richmond","Richmond","10/31/2013","VIVIAN","1","$0.00","6/17/2013","800-077-609",,"$411.15","10/17/2013","$104,000","$120.65","0.87","1","2","APT","$119,000","122","862","$120.65","0.81","Apartment/Condo","1",,"604-773-3837","3.255% 1ST $100,000 / 1.1625% BAL",,,"0","0.00",,,"1","V7C 3M6",,,"BC",,,,
"N231602","Residential Detached","S","294 KEROUAC ROAD","Quesnel - Town","1998","Manufactured with Land","15","Quesnel (Zone 28)","Quesnel","3/31/2014","WAYNE SEALE","2","$942.00","10/11/2013","024-496-871",,"$45.00","10/23/2013","$105,000","$99.43","0.84","2","3","R4","$124,900","12","1,056","$99.43","0.84","Manufactured with Land","1",,"250-991-8170","2.9% ON 1ST $100,000/1.5% ON BALANCE","ASHLAND MEADOWS","100","0","60.00",,,,"V2J 7A2",,,"BC",,,,
"N231331","Residential Detached","S","62 8420 ALASKA ROAD","Fort St. John - City SE","1996","Manufactured","17","Fort St. John (Zone 60)","Fort St. John","1/6/2014","ELI CHI","2","$470.00","9/30/2013","800-080-313",,,"10/24/2013","$106,501","$114.15","1.01","2","2","MHP","$106,000","24","933","$114.15","1.01","Manufactured","1",,"778-256-2888","2.5% ON THE 1ST $100,000 AND 1.25% ON THE BALANCE","PEACE COUNTRY MHP",,"0","0.00",,"$331.00",,"V1J 4J6",,,"BC",,,,
"F1318637","Residential Attached","S","312 32055 OLD YALE ROAD","Abbotsford West","1981","Apartment/Condo","32","Abbotsford","Abbotsford","11/22/2013","TOUCHBASE ALLEN","1","$750.00","8/2/2013","001-779-010",,"$250.71","10/24/2013","$108,000","$88.52","0.92","1","2","RML","$116,900","83","1,220","$88.52","0.98","Apartment/Condo","1",,"604-855-0800","S-3.22% 1ST 100K/1.15% BAL","The Nottingham",,"0",,,,"1","V2T 2C8",,"NO - SOLD BY POA. DONT LIVE THERE","BC",,,,
"H1302038","Residential Attached","S","314 46693 YALE ROAD","Chilliwack E Young-Yale","1995","Apartment/Condo","18","Chilliwack","Chilliwack","6/5/2014","BRENDA CURRIE","2","$1,055.00","5/7/2013","023-437-723",,"$187.25","10/23/2013","$110,000","$108.70","0.97","2","2","R5","$114,000","169","1,012","$108.70","0.85","Apartment/Condo","1",,"604-703-3335","3% 1ST 100K/1.25% BAL L1/2BF",,,"1",,,,,"V2P 7Z4",,"ESTATE SALE","BC",,,,
"N220091","Multifamily","S","748-754 EVERGREEN DRIVE","Port Edward","1973","Duplex","39","Prince Rupert (Zone 52)","Port Edward","3/20/2014","JEFF CLARKE","4","$1,169.00","6/20/2012","009-383-735",,,"10/26/2013","$110,000","$36.23","0.88","4","8","R2","$125,000","493","3,036","$36.23","0.85","Duplex","2",,"250-624-9444","3% ON THE 1ST $100,000/1.5% ON THE BALANCE",,"123","0","70.00",,,"6","V0V 1G0",,,"BC",,,,
"F1320906","Residential Attached","S","360 2821 TIMS STREET","Abbotsford West","1978","Apartment/Condo","35","Abbotsford","Abbotsford","3/3/2014","TOUCHBASE KELLY","1","$1,058.00","9/3/2013","001-376-781",,"$318.07","10/18/2013","$117,500","$88.68","0.98","2","3","MF","$119,900","45","1,325","$88.68","0.91","Apartment/Condo","1",,"604-533-3491","S-3.22% 1ST 100K/1.15% BAL*","Parkview Estates",,"0",,,,"1","V2T 4B1",,"OWNER DOESN'T LIVE THERE","BC",,,,
"H1302163","Residential Attached","S","102 8934 MARY STREET","Chilliwack W Young-Well","1994","Apartment/Condo","19","Chilliwack","Chilliwack","1/3/2014","JOHN","1","$918.00","5/22/2013","018-578-101",,"$220.00","10/19/2013","$119,000","$126.06","0.99","1","2","R5","$119,900","150","944","$126.06","0.88","Apartment/Condo","1",,"604-858-7179","3% 1ST 100K/1.25% BAL L 1/2 BF",,,"0",,,,,"V2P 4J3",,,"BC",,,,
"F1322326","Residential Attached","S","401 33280 E BOURQUIN CRESCENT","Central Abbotsford","1993","Apartment/Condo","20","Abbotsford","Abbotsford","12/21/2013","Randy","2","$1,254.00","9/21/2013","018-338-283",,"$217.54","10/20/2013","$119,300","$129.11","1.04","2","2","RM","$114,900","29","924","$129.11","1.04","Apartment/Condo","1",,"604-850-5040","S-3.5% 1ST 100K/1.25% BAL","Emerald Springs",,"1",,,,"1","V2S 7K2",,"tenant occupied","BC",,,,
"F1316880","Residential Attached","S","307 33401 MAYFAIR AVENUE","Central Abbotsford","1989","Apartment/Condo","24","Abbotsford","Abbotsford","1/31/2014","Gerry Ennis OR Sandra Ennis","2","$1,146.00","7/11/2013","012-665-592","3","$277.77","10/20/2013","$120,000","$119.64","0.92","2","2","RS3","$129,900","101","1,003","$119.64","0.86","Apartment/Condo","1",,"604-859-2341","S-1.75%","MAYFAIR GARDENS",,"0",,,,"1","V2S 6Z2",,,"BC",,,,
"V1030563","Residential Attached","S","3G 2300 NORDIC DRIVE","Nordic","2002","1/2 Duplex","11","Whistler","Whistler","10/30/2014","MATT CHIASSON","3",,"10/2/2013","025-796-780",,"$920.00","10/16/2013","$120,000","$51.39","0.93","4","4","RA9","$129,000","14","2,335","$51.39","0.93","1/2 Duplex","1",,"604-935-9171","3%",,,"1",,,,,"V0N 1B2",,,"BC",,,,
"N231653","Residential Detached","S","116 8420 ALASKA ROAD","Fort St. John - City SE","1994","Manufactured","19","Fort St. John (Zone 60)","Fort St. John","4/30/2014","CHAD/CHERYL","1","$827.00","10/8/2013","800-080-827",,,"10/22/2013","$120,000","$129.87","0.96","1","2","R3","$125,000","14","924","$129.87","0.96","Manufactured","1",,"250-785-8051","3% ON THE BALANCE","PEACE COUNTRY MOBILE HOME PARK",,"0","0.00",,"$340.00",,"V1J 4J2",,,"BC",,,,
"F1319634","Residential Attached","S","303 1850 E SOUTHMERE CRESCENT","Sunnyside Park Surrey","1982","Apartment/Condo","31","South Surrey White Rock","Surrey","10/30/2013","Jennifer Dupuis","1","$882.00","8/1/2013","001-944-738",,"$213.00","10/17/2013","$124,800","$202.60","0.97","1","1","RM45","$128,900","77","616","$202.60","0.92","Apartment/Condo","1",,"604-315-5560","S-2.5% 1ST 100K/1% BAL","SOUTHMERE PLACE",,"0",,,,"1","V4A 6Y6",,"COURT ORDERED SALE ON PDS","BC",,,,
"N231358","Residential Detached","S","1290 BURDEN STREET","Central","9999","House/Single Family","999","PG City Central (Zone 72)","Prince George","3/28/2014","ROGER KOLLNER/ DEVIN HARTIGAN","1","$1,696.00","9/30/2013","013-158-406",,,"10/19/2013","$125,000","$82.24","1.00","1","2","RS2","$124,900","19","1,520","$82.24","1.00","House/Single Family","1",,"250-565-5024","3% ON 1ST $100,000/ 1.25% ON BALANCE","CENTRAL",,"0","0.00",,,"2","V2M 2J4",,,"BC",,,,
"F1324132","Residential Attached","S","302 32885 GEORGE FERGUSON WAY","Central Abbotsford","1983","Apartment/Condo","30","Abbotsford","Abbotsford","12/30/2013","WENDY","1","$713.00","10/18/2013","001-869-981",,"$331.96","10/18/2013","$125,000","$137.21","0.85","1","2","RML","$147,500","0","911","$137.21","0.85","Apartment/Condo","1",,"604-859-2341","S-3.22% 1ST 100K/1.15% BAL","FAIRVIEW MANOR","0","0","0.00",,,"1","V2S 7X1",,"oNER DOES NOT LIVE IN UNIT","BC",,,,
"V1018840","Residential Attached","S","204 22277 122ND AVENUE","West Central","1995","Apartment/Condo","18","Maple Ridge","Maple Ridge","10/17/2013","HUBER TEAM","1","$1,377.00","7/19/2013","019-147-139",,"$240.00","10/16/2013","$127,000","$157.37","0.96","1","2","RES","$131,900","89","807","$157.37","0.91","Apartment/Condo","1",,"604-839-8647","2.5% ON 1ST $100,000./& 1.0% ON BALANCE","THE GARDENS",,"1",,,,,"V2X 3X8",,"FORECLOSURE","BC",,,,
