"ML #","Prop Type","Status","Address","S/A","Yr Blt","TypeDwel","Age","Area","City","Expiry Date","For Appointment Call","Full Baths","Gross Taxes","List Date","P.I.D.#","Stories in Building","Strata Maint Fee","Sold Date","Sold Price","Sold Price per SqFt","SP/LP Ratio","Total Baths","Total Bedrooms","Zoning","List Price","Days On Market","Floor Area -Grand Total","Sold Price Per SQFT","SP/OLP Ratio","Type","# of Kitchens","Access to Property","Appointment Phone Number","Commission","Complex/Subdivision","Depth","Fireplaces","Frontage - Feet","Info Package Available?","PAD Rental","Parking Places - Total","Postal Code","Potential for Rezoning?","Prop Disclosure Statement","Province","Sanitary Sewer","Storeys in Building","Storm Sewer","Water Supply"
"N229760","Residential Detached","S","400 SHERBROOKE AVENUE","Prince Rupert - City","9999","House/Single Family","999","Prince Rupert (Zone 52)","Prince Rupert","1/29/2014","JEFF CLARKE","1","$1,406.00","7/29/2013","009-620-931",,,"10/15/2013","$60,000","$75.95","0.92","1","2","R2","$65,000","78","790","$75.95","0.92","House/Single Family","1",,"250-624-9444","3%",,"100","0","25.00",,,"1","V8J 2V9",,,"BC",,,,
"N227536","Land Only","S","LOT 6 CANYON ROAD","Smithers - Rural",,,,"Smithers And Area (Zone 54)","Smithers","5/14/2014","SONIA",,"$256.00","5/14/2013","023-640-090",,,"10/17/2013","$60,000","$7,317.07","0.87",,,"H-1","$69,000","156",,"$7,317.07","0.80","House/Single Family",,"Road Access","250-847-5999","3.5%",,,,"0.00","Yes",,,"V0J 2N1",,,"BC","None",,"None","None"
"N224507","Land Only","S","63 STICKNEY STREET","Kitimat",,,,"Kitimat (Zone 89)","Kitimat","10/25/2013","SHARON NICHOLS",,"$394.00","1/28/2013","005-653-207",,,"10/11/2013","$60,000","$8.84","0.95",,,"R2B","$63,000","256",,"$8.84","0.95","House/Single Family",,"Allowed Access","250-279-2146","3% ON 1ST $100,000","WHITESAIL",,,"0.00","Yes",,,"V8C 2B2","No","LAND UNDER ONE ACRE","BC","At Lot Line",,"At Lot Line","City/Municipal"
"H1303810","Residential Attached","S","209 9175 MARY STREET","Chilliwack W Young-Well","1976","Apartment/Condo","37","Chilliwack","Chilliwack","3/31/2014","BONNIE OR STEPH","1","$564.00","9/30/2013","001-494-112","4","$182.87","10/11/2013","$65,000","$95.45","0.95","1","1","R6","$68,800","11","681","$95.45","0.95","Apartment/Condo","1",,"604-795-2955","3% L 1/2 BF",,,"0",,,,"1","V2P 4H7",,,"BC",,,,
"N230554","Residential Attached","S","2204 2607 PEAR STREET","Terrace - City","9999","Apartment/Condo","999","Terrace (Zone 88)","Terrace","2/28/2014","HELENA SAMZADEH","1","$863.00","8/29/2013","014-951-134","3","$172.84","10/11/2013","$68,000","$86.08","0.91","1","2","R4","$75,000","43","790","$86.08","0.97","Apartment/Condo","1",,"250-975-1818","2.5% OF THE SALE PRICE + GST (PER UNIT)","SUMMIT SQUARE APARTMENTS",,"0",,,,"1","V8G 4V5",,,"BC",,,,
"N231073","Residential Attached","S","106 3777 MASSEY DRIVE","Pinecone","1998","Apartment/Condo","15","PG City West (Zone 71)","Prince George","12/31/2013","MARK KNOEDLER","1","$1,063.00","9/17/2013","023-283-548",,"$181.21","10/15/2013","$69,000","$101.77","0.92","1","0","RM3","$74,900","28","678","$101.77","0.92","Apartment/Condo","1",,"250-565-1195","3.0%","SIGNATURE POINTE",,"0",,,,"1","V2N 4J6",,,"BC",,,,
"N230544","Residential Attached","S","1116 2607 PEAR STREET","Terrace - City","9999","Apartment/Condo","999","Terrace (Zone 88)","Terrace","2/28/2014","HELENA SAMZADEH","1","$841.00","8/29/2013","014-950-391","3","$171.06","10/11/2013","$69,500","$87.97","0.93","1","2","R4","$75,000","43","790","$87.97","0.99","Apartment/Condo","1",,"250-975-1818","2.5% OF THE SALE PRICE + GST (PER UNIT)","SUMMIT SQUARE APARTMENTS",,"0",,,,"1","V8G 4V5",,,"BC",,,,
"N230550","Residential Attached","S","2104 2607 PEAR STREET","Terrace - City","9999","Apartment/Condo","999","Terrace (Zone 88)","Terrace","2/28/2014","HELENA SAMZADEH","1","$863.00","8/29/2013","014-950-952","3","$172.84","10/11/2013","$69,500","$87.97","0.93","1","2","R4","$75,000","43","790","$87.97","0.99","Apartment/Condo","1",,"250-975-1818","2.5% OF THE SALE PRICE + GST (PER UNIT)","SUMMIT SQUARE APARTMENTS",,"0",,,,"1","V8G 4V5",,,"BC",,,,
"N229019","Residential Attached","S","416 282 N BROADWAY AVENUE","Williams Lake - City","9999","Apartment/Condo","999","Williams Lake (Zone 27)","Williams Lake","12/30/2013","Geordie/Cindy","1","$921.00","7/3/2013","004-611-462","4","$174.71","10/17/2013","$69,600","$78.20","0.93","1","2","R4","$74,900","106","890","$78.20","0.87","Apartment/Condo","1",,"250-398-0600","3.2%","Terra Vista",,"0",,,,,"V2G 4J8",,,"BC",,,,
"F1225719","Residential Attached","S","301 15020 NORTH BLUFF ROAD","White Rock","1973","Apartment/Condo","39","South Surrey White Rock","White Rock","12/6/2013","Louise McKnight","1","$974.00","10/16/2012","900-564-615",,"$295.73","10/9/2013","$70,000","$96.82","0.67","1","1","APT/RS","$105,000","358","723","$96.82","0.61","Apartment/Condo","1",,"604-531-4000","S-3.22% 1ST 100K/1.15% BAL",,,"0",,,,,"V4B 5A4",,,"BC",,,,
"V950511","Residential Detached","S","29 5575 MASON ROAD","Sechelt District","1997","Manufactured","15","Sunshine Coast","Sechelt","12/31/2013","Russ","1","$703.00","5/14/2012","800-022-608",,,"10/10/2013","$72,000","$77.92","0.90","1","2","R5","$80,000","514","924","$77.92","0.66","Manufactured","1",,"604-741-7119","3.255% ON THE FIRST 100K & 1.1625% ON BALANCE","Mason Road Mobile Home park",,"1","0.00",,"$335.00","1","V0N 3A8",,,"BC",,,,
"N230805","Residential Detached","S","714 1ST AVENUE","Queen Charlotte - Rural","1989","House/Single Family","24","Prince Rupert (Zone 52)","Queen Charlotte City","2/28/2014","LYNN","1","$1,240.00","8/30/2013","007-761-210",,,"10/11/2013","$75,000","$66.96","1.00","1","3","R1","$75,000","42","1,120","$66.96","1.00","House/Single Family","1",,"250-637-1365","SEE REALTOR REMARKS",,"120","0","50.00",,,,"V0T 1S0",,,"BC",,,,
"N229919","Residential Detached","S","3425 EDEN DRIVE","Emerald","1975","Manufactured with Land","38","PG City North (Zone 73)","Prince George","11/2/2013","OR TEXT","1","$1,347.00","8/2/2013","011-590-033",,,"10/15/2013","$76,000","$84.82","1.01","1","2","RS1M","$75,000","74","896","$84.82","1.01","Manufactured with Land","1",,"250-613-6599","$2100","EMERALD",,"1","0.00",,,,"V2K 4N6",,,"BC",,,,
"N227636","Residential Detached","S","5521 PARK DRIVE","103 Mile House","1972","Manufactured with Land","41","100 Mile House (Zone 10)","100 Mile House","11/21/2013","KAREN","1","$741.00","5/21/2013","007-929-323",,,"10/7/2013","$77,000","$96.25","0.96","1","2","R1","$79,900","139","800","$96.25","0.81","Manufactured with Land","1",,"250-395-3422","3.22% ON $100,000/1.15% ON BALANCE",,"325","0","100.00",,,,"V0K 2E1",,,"BC",,,,
"N195478","Residential Detached","S","4020 MOUNTAINVIEW ROAD","McBride - Town","9999","House with Acreage","999","Robson Valley (Zone 81)","McBride","10/11/2014","JOHN PETERSON","1","$897.00","9/9/2009","024-154-059",,,"10/8/2013","$79,000","$88.76","0.99","1","2","CR1","$79,900","1490","890","$88.76","0.66","House with Acreage","1",,"250-566-4438","2% ON THE 1ST $100,000/1% ON THE BALANCE",,,"0",,,,,"V0J 2E0",,,"BC",,,,
"N231609","Land Only","S","7 WOZNEY STREET","Kitimat",,,,"Kitimat (Zone 89)","Kitimat","1/11/2014","SHANNON",,"$708.00","10/11/2013","027-975-061",,,"10/11/2013","$79,900","$9.28","1.00",,,"R1-A","$79,900","0",,"$9.28","1.00","House/Single Family",,"Road Access","250-632-7000","3% ON THE SALE PRICE",,,,"0.00","Yes",,,"V8C 1A2",,,"BC","At Lot Line",,"At Lot Line","City/Municipal"
"N225466","Land Only","S","LOT 1 S GREEN LAKE ROAD","70 Mile House",,,,"100 Mile House (Zone 10)","70 Mile House","11/30/2013","DEBBIE",,"$543.00","3/15/2013","007-702-949",,,"10/7/2013","$80,000",,"0.89",,,"R1","$89,900","206",,,"0.82","House/Single Family",,"Road Access","250-395-1173","3.4%",,"300",,"100.00","Yes",,,"V0K 2K0","No","LAND UNDER 1 ACRE","BC","Septic",,"None","None"
"N231175","Land Only","S","LOT 1 KENNEY DAM ROAD","Vanderhoof - Rural",,,,"Vanderhoof And Area (Zone 56)","Vanderhoof","11/30/2013","STAN",,"$367.00","9/17/2013","024-384-925",,,"10/16/2013","$82,500",,"0.93",,,"AG-1","$89,000","29",,,"0.93","Other",,"Road Access","250-567-9222","3.5%",,,,"0.00","Yes",,,"V0J 3A1",,,"BC","None",,"None","None"
"N230501","Residential Detached","S","9 997 20 HIGHWAY","Esler/Dog Creek","1992","Manufactured","21","Williams Lake (Zone 27)","Williams Lake","12/31/2013","COURT SMITH","1","$514.00","8/27/2013","800-079-351",,,"10/11/2013","$83,000","$73.84","0.94","1","2","R-5","$88,500","45","1,124","$73.84","0.94","Manufactured","1",,"250-392-5959","2.75%","CHILCOTIN ESTATES MHP",,"0","0.00",,"$285.00","3","V2G 4X6",,,"BC",,,,
"N229808","Residential Detached","S","9 5204 ACKROYD STREET","Terrace - City","1993","Manufactured","20","Terrace (Zone 88)","Terrace","11/30/2013","VANCE","1","$359.00","7/28/2013","800-078-714",,,"10/7/2013","$85,000","$91.99","0.95","1","3","R1","$89,900","71","924","$91.99","0.95","Manufactured","1",,"250-638-1400","3% OF SELLING PRICE + GST","BRAUNS ISLAND",,"0",,,"$300.00",,"V8G 1E6",,,"BC",,,,
"F1316580","Residential Detached","S","110 8560 156TH STREET","Fleetwood Tynehead","1991","Manufactured","22","Surrey","Surrey","12/4/2013","BRAD SMYTH","1","$435.00","7/4/2013","900-567-984",,,"10/10/2013","$85,000","$91.99","0.95","1","2","MHP","$89,500","98","924","$91.99","0.92","Manufactured","1",,"604-720-3687","S-3.25%","Westvilla Estates",,"1",,,"$537.00",,"V3S 5K4",,"UPON OFFER","BC",,,,
"N217229","Land Only","S","HORSE LAKE ROAD","Horse Lake",,,,"100 Mile House (Zone 10)","100 Mile House","4/4/2014","DAVE HICKEY",,"$876.00","4/4/2012","018-260-985",,,"10/10/2013","$86,000",,"0.91",,,"RL","$95,000","554",,,"0.62","Other",,"Water Access","250-395-6196","3.4% ON 1ST $100,000/1.5% ON BALANCE",,,,"0.00","No",,,"V0K 2E3",,"LAND UNDER 1 AC","BC","Unknown",,"None","None"
"F1316572","Residential Attached","S","102 2211 CLEARBROOK ROAD","Abbotsford West","1975","Apartment/Condo","38","Abbotsford","Abbotsford","1/8/2014","Touchbase Tim","1","$912.00","7/8/2013","000-782-629","3","$364.43","10/17/2013","$87,000","$91.58","0.97","1","2","RML","$89,500","101","950","$91.58","0.88","Apartment/Condo","1",,"604-854-3400","S-3.22% 1ST 100K/1.15% BAL","Glenwood Manor",,"1","0.00",,,"1","V2T 2X4",,,"BC",,,,
"F1321785","Residential Attached","S","324A 8635 120TH STREET","Annieville","1973","Apartment/Condo","40","N. Delta","Delta","1/13/2014","Jason Deveau/toucbase","1","$687.00","9/13/2013","001-088-696","3","$274.51","10/10/2013","$88,000","$101.15","0.84","1","2","MF","$104,900","27","870","$101.15","0.84","Apartment/Condo","1",,"604-531-4000","S-3.22% 1ST 100K/1.15% BAL","Delta Gardens",,"0",,,,"1","V4C 6R5",,"POA","BC",,,,
"F1303603","Residential Detached","S","C 41721 TAYLOR ROAD","Dewdney Deroche","9999","Manufactured","999","Mission","Mission","12/30/2013","LES","2","$543.00","2/11/2013","900-565-671",,,"10/12/2013","$90,000","$85.23","0.91","2","3","TRAILO","$99,000","243","1,056","$85.23","0.72","Manufactured","2",,"604-864-1431","S-4%",,,"0","0.00",,"$286.00","4","V0M 1G0",,,"BC",,,,
"V1019497","Residential Attached","S","33 11900 228TH STREET","East Central","1982","Apartment/Condo","31","Maple Ridge","Maple Ridge","11/29/2013","RICK PLS TOUCHBASE","1","$1,102.00","7/23/2013","001-935-143","3","$225.00","10/8/2013","$90,000","$101.12","0.93","2","2","STRATA","$96,900","77","890","$101.12","0.77","Apartment/Condo","1",,"604-715-6031","2.5% ON THE 1ST $100,000 AND 1% ON THE BAL","MOONLIGHT GROVE",,"1",,,,"1","V2X 6L9",,"COURT ORDERED SALE","BC",,,,
"F1319790","Residential Detached","S","1 2306 198TH STREET","Brookswood Langley","2011","Manufactured","2","Langley","Langley","2/21/2014","JANET MAXWELL","1","$540.00","8/20/2013","900-568-351",,,"10/12/2013","$90,000","$93.36","0.90","1","2","MH-1","$99,888","53","964","$93.36","0.90","Manufactured","1",,"604-308-3883","S-4.5%","Cedar Lane Park",,"0","0.00",,"$553.00","2","V2Z 1Y9",,,"BC",,,,
"F1309368","Residential Detached","S","7 3300 HORN STREET","Central Abbotsford","1991","Manufactured","22","Abbotsford","Abbotsford","10/17/2013","Matthew Tinsley","2","$703.00","4/17/2013","900-566-888",,,"10/7/2013","$91,900","$63.82","0.92","2","3","RH1","$99,500","173","1,440","$63.82","0.92","Manufactured","1",,"604-835-3089","S-3.25%",,,"0",,,"$570.00","2","V2S 7Y4",,"UPON ACCEPTED OFFER","BC",,,,
"N231079","Residential Detached","S","4278 PACIFIC ROAD","Williams Lake - Rural North","9999","House/Single Family","999","Williams Lake (Zone 27)","Williams Lake","12/20/2013","GLEN HOLDING","1","$1,343.00","9/20/2013","011-502-533",,,"10/17/2013","$94,500","$54.12","1.01","1","3","RR1","$94,000","27","1,746","$54.12","1.01","House/Single Family","1",,"250-305-7779","3.22% TO $100,000 AND 1.15% OVER $100,000.","WILDWOOD",,"0","0.00",,,"6","V2G 4Z5",,,"BC",,,,
"N226924","Land Only","S","PR LT 8 AMBLESIDE AVENUE","Smithers - Town",,,,"Smithers And Area (Zone 54)","Smithers","5/2/2014","LEO LUBBERS, PREC",,"$0.00","5/1/2013","800-076-208",,,"10/10/2013","$95,000","$12.17","1.00",,,"R-1","$95,000","162",,"$12.17","1.07","House/Single Family",,"Road Access","250-847-1292","3%",,,,"0.00","Yes",,,"V0J 2N0",,,"BC","At Lot Line",,"At Lot Line","City/Municipal"
"F1314460","Residential Attached","S","245B 8635 120TH STREET","Annieville","1971","Apartment/Condo","42","N. Delta","Delta","12/31/2013","TOUCHBASE","1","$628.00","6/10/2013","001-088-882",,"$205.89","10/17/2013","$99,000","$136.74","0.94","1","1","RM6","$105,000","129","724","$136.74","0.92","Apartment/Condo","1",,,"S-3% 1ST 100K/1.15% BAL","DELTA CEDARS",,"0",,,,"1","V4C 6R5",,"OWNER NEVER LIVED THERE","BC",,,,
"F1312271","Residential Attached","S","203 11816 88TH AVENUE","Annieville","1972","Apartment/Condo","41","N. Delta","Delta","12/31/2013","TIM HILL","1","$792.00","5/22/2013","001-073-966","3","$240.00","10/8/2013","$100,000","$129.87","0.91","1","1","RM7","$110,000","139","770","$129.87","0.87","Apartment/Condo","1",,"604-319-4700","S-3.255% 1ST 100K/1.1625% BAL","Sungod Villa",,"0",,,,"2","V4C 3C5",,,"BC",,,,
"N226527","Land Only","S","6990 CRANBROOK HILL ROAD","Cranbrook Hill",,,,"PG City West (Zone 71)","Prince George","10/22/2013","Cameron McLeod",,"$1,248.00","4/22/2013","024-466-999",,,"10/15/2013","$100,000",,"0.91",,,"AR2","$109,900","176",,,"0.78","Other",,"Road Access","250-981-6771","3% OF THE FIRST $100,000 AND 1% OF THE REMAINDER","CRANBROOK HILL","0",,"0.00","Yes",,,"V2N 4Z4","Not Known",,"BC","None",,"None","Well - Drilled"
"V1027714","Residential Attached","S","105 630 CLARKE ROAD","Coquitlam West","1969","Apartment/Condo","44","Coquitlam","Coquitlam","3/17/2014","Touchbase, Text or Call","1","$823.00","9/16/2013","001-738-453","3","$247.87","10/11/2013","$100,000","$156.74","0.91","1","1","RM-2","$109,900","25","638","$156.74","0.91","Apartment/Condo","1",,"604-729-8399","3.00% 1ST 100K/1.15% ON BAL","KINGS CHARLES COURT",,"0",,,,"1","V3J 3X6",,"FORECLOSURE SALE","BC",,,,
"N230079","Residential Detached","S","1385 REDWOOD ROAD","Red Bluff/Dragon Lake","9999","House/Single Family","999","Quesnel (Zone 28)","Quesnel","11/30/2013",,"1","$970.00","8/9/2013","010-431-535",,,"10/9/2013","$101,000","$126.25","0.92","1","2","R2","$109,950","61","800","$126.25","0.92","House/Single Family","1",,,"2.75% ON PURCHASE PRICE",,,"1","0.00",,,,"V2J 3V5",,,"BC",,,,
"H1303502","Residential Detached","S","58 7610 EVANS ROAD","Sardis West Vedder Rd","2004","Manufactured","9","Sardis","Sardis","12/9/2013","JIM/GERT","2","$1,074.00","9/9/2013","700-002-901",,,"10/10/2013","$102,000","$85.86","0.93","2","2","RMH","$110,000","31","1,188","$85.86","0.93","Manufactured","1",,"604-858-7179","3% 1ST 100K/1.25% BAL L1/2BF***","COTTONWOOD","0.0","0","0.00",,"$503.74","2","V2R 2Y8",,,"BC",,,,
"V1013822","Residential Attached","S","203 7180 LINDSAY ROAD","Granville","1972","Apartment/Condo","41","Richmond","Richmond","10/31/2013","VIVIAN","1","$0.00","6/17/2013","800-077-609",,"$411.15","10/17/2013","$104,000","$120.65","0.87","1","2","APT","$119,000","122","862","$120.65","0.81","Apartment/Condo","1",,"604-773-3837","3.255% 1ST $100,000 / 1.1625% BAL",,,"0","0.00",,,"1","V7C 3M6",,,"BC",,,,
"V964776","Residential Detached","S","71 135 BRINKWORTHY ROAD","Salt Spring Island","1984","Other","28","Islands-Van. & Gulf","No City Value","4/30/2014","LI READ","2","$1,119.00","7/24/2012","800-069-450",,,"10/15/2013","$105,000","$84.00","0.96","2","2","R3","$109,100","448","1,250","$84.00","0.53","Other","1",,"250-537-7647","4%-1ST $100,000/2% ON BAL",,,"0",,,,,"V8K 1S2",,,"BC",,,,
"N227454","Multifamily","S","2009-2013 SEAL COVE CRESCENT","Prince Rupert - City","1960","Duplex","53","Prince Rupert (Zone 52)","Prince Rupert","12/13/2013","DOROTHY WHARTON","1","$1,255.00","5/13/2013","004-639-278",,,"10/11/2013","$106,000","$45.69","1.07","2","3","R2","$99,000","151","2,320","$45.69","1.07","Duplex","1",,"250-622-7653","3% ON 1ST $100,000/1.5% ON BALANCE + HST",,,"0","0.00",,,,"V8J 4P9",,,"BC",,,,
"N230820","Residential Detached","S","4134 WEISBROD ROAD","Emerald","9999","House/Single Family","999","PG City North (Zone 73)","Prince George","3/1/2014","ANGELA","1","$1,923.00","9/5/2013","012-923-125",,,"10/11/2013","$107,000","$54.59","0.82","1","4","RS1","$129,900","36","1,960","$54.59","0.77","House/Single Family","1",,"250-565-7505","3%/1%","EMERALD ESTATES",,"0","0.00",,,"4","V2K 2S5",,,"BC",,,,
"N223739","Land Only","S","295 SEYFORTH DRIVE","Vanderhoof - Town",,,,"Vanderhoof And Area (Zone 56)","Vanderhoof","10/31/2013","HANS OR KIRK",,"$918.00","11/22/2012","004-693-264",,,"10/9/2013","$108,000",,"0.84",,,"R1","$129,000","321",,,"0.84","House/Single Family",,"Road Access","250-562-2121","2.5%",,"82.67",,"650.95","Yes",,,"V0J 3A2",,"Y","BC","Available",,"Available","City/Municipal"
"F1320686","Residential Detached","S","230 27111 0 AVENUE","Otter District","1984","Manufactured","29","Langley","Langley","2/21/2014","RAY/ANGIE","1","$400.00","8/23/2013","900-568-463",,,"10/9/2013","$108,000","$82.82","0.92","1","2","MHP","$117,500","47","1,304","$82.82","0.92","Manufactured","1",,"604-857-1100","S-3.22% 1ST 100K/1.15% BAL","Pioneer Park",,"1",,,"$260.00","3","V4W 2T6",,"POA NEVER LIVED IN UNIT","BC",,,,
"F1227287","Residential Detached","S","147 27111 0 AVENUE","Otter District","1984","Manufactured","28","Langley","Langley","11/6/2013","April Miko","1","$773.00","11/6/2012","900-564-867",,"$244.00","10/15/2013","$108,000","$96.09","0.90","1","2","MHP","$119,900","343","1,124","$96.09","0.87","Manufactured","1",,"604-290-4942","S-3.22% 1ST 100K/1.15% BAL","Pioneer Park",,"1",,,"$260.00","3","V4W 2T3",,"SELLER NOT LIVED IN","BC",,,,
