"ML #","Prop Type","Status","Address","S/A","Yr Blt","TypeDwel","Age","Area","City","Expiry Date","For Appointment Call","Full Baths","Gross Taxes","List Date","P.I.D.#","Stories in Building","Strata Maint Fee","Sold Date","Sold Price","Sold Price per SqFt","SP/LP Ratio","Total Baths","Total Bedrooms","Zoning","List Price","Days On Market","Floor Area -Grand Total","Sold Price Per SQFT","SP/OLP Ratio","Type","# of Kitchens","Access to Property","Appointment Phone Number","Commission","Complex/Subdivision","Depth","Fireplaces","Frontage - Feet","Info Package Available?","PAD Rental","Parking Places - Total","Postal Code","Potential for Rezoning?","Prop Disclosure Statement","Province","Sanitary Sewer","Storeys in Building","Storm Sewer","Water Supply"
"N231405","Land Only","S","853 SPRUCE ROAD","Vanderhoof - Rural",,,,"Vanderhoof And Area (Zone 56)","Vanderhoof","12/31/2013","STAN",,"$427.00","9/26/2013","005-350-697",,,"11/7/2013","$50,000",,"0.72",,,"RR-1","$69,500","42",,,"0.72","Other",,"Road Access","250-567-9222","3.5%",,,,"0.00","Yes",,,"V0J 3A0",,,"BC","Septic",,"None","Well - Shallow"
"N224128","Residential Detached","S","207 5TH AVENUE","Burns Lake - Town","9999","House/Single Family","999","Burns Lake (Zone 55)","Burns Lake","1/7/2014","RE/MAX WRIGHTWAY","1","$1,817.00","1/7/2013","012-001-058",,,"11/6/2013","$51,000","$23.83","0.85","1","3","R1","$60,000","303","2,140","$23.83","0.57","House/Single Family","1",,"250-692-7288","3%",,,"1","0.00",,,,"V0J 1E0",,,"BC",,,,
"V1035315","Residential Attached","S","308 A 4653 BLACKCOMB WAY","Benchlands","2000","Apartment/Condo","13","Whistler","Whistler","4/30/2014","BOB CAMERON","1","$0.00","11/6/2013","800-081-475",,"$319.56","11/12/2013","$53,000","$74.13","0.98","1","1","TA13","$53,888","6","715","$74.13","0.98","Apartment/Condo","1",,"604-935-2214","3%","HORSTMAN HOUSE",,"1",,,,,"V0N 1B4",,,"BC",,,,
"V1017750","Residential Detached","S","48 201 CAYER STREET","Maillardville","1974","Manufactured","39","Coquitlam","Coquitlam","7/10/2014","TONY FILIPPELI","2","$259.00","7/10/2013","800-078-198",,,"11/7/2013","$53,000","$42.23","0.76","2","3","RMH1","$69,900","120","1,255","$42.23","0.71","Manufactured","1",,"604-939-6666","3.5%","WILDWOOD PARK",,"1","0.00",,"$670.00",,"V3K 2X8",,,"BC",,,,
"N230238","Residential Detached","S","107 1000 INVERNESS ROAD","Aberdeen PG","1985","Manufactured","28","PG City North (Zone 73)","Prince George","2/14/2014","KEN LAURSEN","1",,"8/15/2013","800-079-067",,,"11/9/2013","$58,500","$54.67","0.90","1","2","RS5","$64,900","86","1,070","$54.67","0.73","Manufactured","1",,"250-552-0839","3%","INVERNESS TRAILER PARK",,"0","0.00",,"$370.00","2","V2K 2V1",,,"BC",,,,
"N232070","Residential Detached","S","1110 E 6TH AVENUE","Prince Rupert - City","1955","House/Single Family","58","Prince Rupert (Zone 52)","Prince Rupert","2/8/2014","HEATHER OR GARY","1","$1,273.00","11/8/2013","008-918-368",,,"11/12/2013","$59,000","$35.46","1.01","1","3","R-2","$58,500","4","1,664","$35.46","1.01","House/Single Family","1",,"250-621-7551","3.22% (MINIMUM $1000.00)",,"100","1","37.50",,,"3","V8J 1X8",,,"BC",,,,
"F1323927","Land Only","S","103 14600 MORRIS VALLEY ROAD","Lake Errock",,,,"Mission","Mission","6/18/2014","Katie or Touchbase",,"$454.00","10/18/2013","023-086-041",,,"11/9/2013","$60,000","$36.36","0.87",,,"RES","$68,900","22",,"$36.36","0.87","Other",,"Allowed Access","604-855-8228","S-3.5%","Tapadera Estates","50",,"33.00","Yes",,,"V0M 1A1",,,"BC","At Lot Line",,"At Lot Line","Community"
"N227474","Residential Detached","S","578 FREEMAN STREET","Central","9999","House/Single Family","999","PG City Central (Zone 72)","Prince George","11/12/2013","AARON SWITZER","1","$1,625.00","5/15/2013","007-896-808",,,"11/7/2013","$63,000","$64.29","0.90","1","2","RS2","$69,900","176","980","$64.29","0.74","House/Single Family","1",,"250-640-7355","2.5% ON FIRST $100,000/1% ON REMAINING BALANCE","CENTRAL",,"0",,,,,"V2M 2R2",,,"BC",,,,
"N230399","Land Only","S","SETTLEMENT ROAD","Fort Fraser",,,,"Vanderhoof And Area (Zone 56)","Fort Fraser","5/31/2014","MARILYN",,"$242.00","8/14/2013","023-568-429",,,"11/7/2013","$64,500",,"0.99",,,"AG-1","$65,000","85",,,"0.99","Other",,"Allowed Access","250-567-2271","3.5% ON 1ST $100,000/1.75% ON BALANCE",,,,"0.00","Yes",,,"V0J 1N0",,,"BC","None",,"None","None"
"N231972","Land Only","S","112 WAKITA AVENUE","Kitimat",,,,"Kitimat (Zone 89)","Kitimat","12/31/2014","SHANNON",,"$502.00","10/31/2013","024-117-030",,,"11/7/2013","$65,000","$7.51","0.81",,,"R1-A","$79,900","7",,"$7.51","0.81","Other",,"Road Access","250-632-7000","3% ON THE SALE PRICE",,,,"0.00","Yes",,,"V8C 2K1",,,"BC","At Lot Line",,"At Lot Line","City/Municipal"
"N231502","Residential Detached","S","2207 OMINECA AVENUE","Hazelton","9999","House/Single Family","999","Smithers And Area (Zone 54)","New Hazelton","4/1/2014","TINA","2","$0.00","10/7/2013","009-578-382",,,"11/12/2013","$65,000","$32.13","0.72","2","4","R1","$89,900","36","2,023","$32.13","0.72","House/Single Family","1",,"250-847-3144","SEE REALTOR REMARKS",,"66","1","100.00",,,"3","V0J 2J1",,,"BC",,,,
"H1303428","Residential Attached","S","218 1735 AGASSIZ-ROSEDALE HIGHWAY","Agassiz","1978","Apartment/Condo","35","Agassiz","Agassiz","12/31/2013","ANN WALLIS","1","$555.00","8/31/2013","001-025-082","3","$205.54","11/12/2013","$67,000","$78.09","0.96","1","2","RM2","$69,900","73","858","$78.09","0.96","Apartment/Condo","1",,"604-796-3000","3.5% L 1/2 BF**","WOODSIDE TERRACE","0","0","0.00",,,"1","V0M 1A3",,,"BC",,,,
"N228566","Residential Detached","S","8 2150 MAPLE DRIVE","Red Bluff/Dragon Lake","1996","Manufactured","17","Quesnel (Zone 28)","Quesnel","1/6/2014","CLAUDIA/LESLIE","2","$700.00","6/17/2013","800-078-552",,,"11/6/2013","$69,000","$63.89","0.96","2","2","MHP","$72,000","142","1,080","$63.89","0.88","Manufactured","1",,"250-992-7202","3%","MAPLE PARK ESTATES",,"0","0.00",,"$215.00","3","V2J 5A1",,,"BC",,,,
"F1314299","Land Only","S","139 14600 MORRIS VALLEY ROAD","Lake Errock",,,,"Mission","Mission","6/15/2014","TOUCHBASE",,"$629.00","6/7/2013","023-086-408",,,"11/7/2013","$69,800","$42.30","1.00",,,"REC","$69,800","153",,"$42.30","1.00","Recreational",,"Road Access","604-826-9000","S-3.22% 1ST 100K/1.15% BAL*","Tapadera Estates","50.00",,"33.00","No",,,"V0M 1A1","No",,"BC","Community",,"None","Community"
"V1017067","Residential Detached","S","4469 W RIVER ROAD","Port Guichon","1994","House/Single Family","19","Ladner","Ladner","12/31/2013","RICKI","1","$479.00","7/8/2013","800-078-053",,,"11/11/2013","$71,000","$140.32","0.97","1","1","MUPGE","$73,000","126","506","$140.32","0.90","House/Single Family","1",,"604-788-9727","3.255%",,"506.0","0","0.00",,,"1","V4K 1R9",,,"BC",,,,
"V1026697","Residential Attached","S","29 21555 DEWDNEY TRUNK ROAD","West Central","1970","Townhouse","43","Maple Ridge","Maple Ridge","12/5/2013","TOUCHBASE","1","$1,626.00","9/5/2013","000-996-441",,"$242.84","11/12/2013","$71,250","$69.85","0.94","2","2","RM-1","$75,900","68","1,020","$69.85","0.60","Townhouse","1",,"604-513-2300","2.5575%-1ST $100K/0.75% BAL","RICHMOND COURT",,"1",,,,"1","V2X 3G5",,"COURT ORDERED SALE","BC",,,,
"N230634","Residential Detached","S","52 7414 FOREST LAWN STREET","Fort St. John - Rural E 100th","1992","Manufactured","21","Fort St. John (Zone 60)","Fort St. John","4/30/2014","ARLEN BREKKAAS","2","$381.00","9/1/2013","800-079-514",,,"11/12/2013","$74,000","$80.09","0.93","2","2","MHP","$79,900","72","924","$80.09","0.93","Manufactured","1",,"250-785-1234","3%",,,"0","0.00",,"$310.00",,"V1J 4M6",,,"BC",,,,
"N231948","Residential Detached","S","54870 JARDINE LOOP ROAD","Cluculz Lake","9999","House/Single Family","999","PG Rural West (Zone 77)","Prince George","4/30/2014","HUGH","1","$620.00","11/3/2013","013-717-863",,,"11/8/2013","$80,000","$106.10","0.94","1","1","RRES","$84,960","5","754","$106.10","0.94","House/Single Family","1",,"250-960-8870","3% ON 1ST $100,000/ 1% ON BALANCE","W",,"0","0.00",,,,"V0J 3A3",,,"BC",,,,
"H1304062","Residential Attached","S","116 45567 YALE ROAD","Chilliwack W Young-Well","2008","Apartment/Condo","5","Chilliwack","Chilliwack","1/28/2014","Michelle or Bill","1","$872.00","10/28/2013","027-651-525",,"$227.21","11/4/2013","$80,123","$111.13","1.10","1","1","R5","$73,000","7","721","$111.13","1.10","Apartment/Condo","1",,"604-858-7179","3.22% 1ST 100K/1.15% BAL L 1/2 BF","The Vibe",,"0","0.00",,,,"V2P 0B2",,"owner does not live here","BC",,,,
"N227048","Land Only","S","LOT 6 EDELMANN ROAD","Ness Lake",,,,"PG Rural North (Zone 76)","Prince George","11/30/2013","ELAINE",,"$563.00","4/30/2013","007-008-171",,,"11/7/2013","$82,000",,"0.92",,,"RR1","$89,000","191",,,"0.87","House/Single Family",,"Road Access","250-562-2121","3%","NESS LAKE",,,,"Yes",,,"V2K 5M2","Not Known",,"BC","None",,"None","None"
"N231770","Residential Detached","S","1995 HEMLOCK AVENUE","Red Bluff/Dragon Lake","1985","Manufactured with Land","28","Quesnel (Zone 28)","Quesnel","1/30/2014","TERRI","1","$979.00","10/22/2013","008-305-862",,,"11/11/2013","$83,500","$70.23","0.84","1","2","R2","$99,900","20","1,189","$70.23","0.76","Manufactured with Land","1",,"250-992-7202","3% ON 1ST $100,000 /1.5% ON BALANCE","RED BLUFF",,"1","0.00",,,,"V2J 3Y8",,,"BC",,,,
"N231800","Residential Detached","S","314 BURDEN STREET","Central","9999","House/Single Family","999","PG City Central (Zone 72)","Prince George","4/30/2014","SUMMER","1","$1,919.00","10/23/2013","007-496-702",,,"11/13/2013","$85,000","$50.00","0.77","1","2","RS2","$109,900","21","1,700","$50.00","0.77","House/Single Family","1",,"250-679-6789","3% ON 1ST $100,000/1.5% ON BALANCE",,"110","0","60.00",,,"2","V2M 2H3",,,"BC",,,,
"V987236","Residential Attached","S","306 4090 WHISTLER WAY","Whistler Village","2000","Apartment/Condo","13","Whistler","Whistler","12/31/2013","Ursula Morel","1","$1,796.00","1/23/2013","024-687-766",,"$0.00","11/4/2013","$88,000","$318.84","0.88","1","1","TA14","$99,900","285","276","$318.84","0.73","Apartment/Condo","0",,"604-935-3635","3% - 1.5%","Westin",,"0",,,,,"V0N 1B4",,,"BC",,,,
"N231953","Land Only","S","2667 SELKIRK ROAD","Williams Lake - Rural South",,,,"Williams Lake (Zone 27)","Williams Lake","2/1/2014","GARTH MCINTYRE",,"$578.00","11/1/2013","009-317-597",,,"11/9/2013","$89,000",,"0.90",,,"R2","$99,000","8",,,"0.90","House/Single Family",,"Road Access","250-398-0215","2.5%","FLETT SUBDIVISION",,,"0.00","Yes",,,"V2G 4X1","No",,"BC","Lagoon",,"None","Well - Drilled"
"N229466","Residential Detached","S","67 MUNRO CRESCENT","Mackenzie -Town","1975","House/Single Family","38","Mackenzie (Zone 69)","Mackenzie","12/31/2013","LR","1","$1,300.00","7/14/2013","009-085-084",,,"11/8/2013","$90,000","$46.88","0.95","1","3","R1","$95,000","117","1,920","$46.88","0.85","House/Single Family","1",,"250-997-6773","FLAT FEE 2750",,,"0","0.00",,,"3","V0J 2C0",,,"BC",,,,
"N229615","Residential Detached","S","3962 HAGEN STREET","Thornhill","1970","Manufactured with Land","43","Terrace (Zone 88)","Terrace","12/31/2013","DARREN BEAULIEU","2","$1,017.00","7/22/2013","010-194-258",,,"11/5/2013","$90,500","$75.42","0.95","2","3","R1","$95,000","106","1,200","$75.42","0.91","Manufactured with Land","1",,"250-615-1350","3% OF THE SALES PRICE PLUS GST","COPPER MOUNTAIN","0","1","0.00",,,,"V8G 3L5",,,"BC",,,,
"N231726","Residential Detached","S","3810 PINE AVENUE","Thornhill","1973","House/Single Family","40","Terrace (Zone 88)","Terrace","4/30/2014","CARLO MELO","1","$1,442.00","10/13/2013","011-513-560",,,"11/5/2013","$91,500","$65.36","1.03","1","0","R2","$89,000","23","1,400","$65.36","1.03","House/Single Family","0",,"604-254-6356","3.2% ON 1ST $100,000",,"200","0","80.00",,,,"V8G 3T5",,,"BC",,,,
"F1314894","Residential Attached","S","221 2277 MCCALLUM ROAD","Central Abbotsford","1982","Apartment/Condo","31","Abbotsford","Abbotsford","2/17/2014","Richard Friesen","1","$765.00","6/17/2013","002-032-040","3","$240.00","11/4/2013","$93,000","$92.54","0.95","1","2","MF","$97,900","140","1,005","$92.54","0.95","Apartment/Condo","1",,"604-807-2200","S-3.22%","Alameda Court",,"0",,,,"1","V2S 3N7",,"has never lived there","BC",,,,
"N231642","Land Only","S","5655 GRAVES ROAD","North Blackburn",,,,"PG City South East (Zone 75)","Prince George","10/31/2014","DELORES ST. AMAND",,"$1,174.00","10/15/2013","008-601-666",,,"11/13/2013","$94,500",,"0.88",,,"AF","$108,000","29",,,"0.88","House/Single Family",,"Road Access","250-960-9152","3.5%",,,,"0.00","No",,,"V2N 6E9","Not Known",,"BC","None",,"None","None"
"H1302946","Residential Attached","S","105 45775 SPADINA AVENUE","Chilliwack W Young-Well","1995","Apartment/Condo","18","Chilliwack","Chilliwack","12/19/2013","KELLY","1","$925.00","7/19/2013","018-710-913","3","$206.74","11/13/2013","$95,000","$103.94","0.95","1","1","R5","$99,900","117","914","$103.94","0.95","Apartment/Condo","1",,"604-703-5564","3% 1ST 100K/1% BAL L 1/2 BF","IVY GREEN",,"1",,,,"1","V2P 1T5",,,"BC",,,,
"N232055","Residential Detached","S","205 BLACKSTOCK ROAD","100 Mile House - Town","1971","House/Single Family","42","100 Mile House (Zone 10)","100 Mile House","2/6/2014","GISELA/MICHELLE","1","$2,145.00","11/6/2013","008-805-890",,,"11/13/2013","$98,000","$50.94","0.82","1","3","R1","$119,000","7","1,924","$50.94","0.82","House/Single Family","1",,"250-706-1186","2.15% ON 1ST $150,000/ 1.15% ON BALANCE","BLACKSTOCK","200","0","75.00",,,"4","V0K 2E0",,,"BC",,,,
"F1323914","Residential Attached","S","108 33956 ESSENDENE STREET","Central Abbotsford","1980","Apartment/Condo","33","Abbotsford","Abbotsford","2/16/2014","Touch Base Angela","1","$847.00","10/16/2013","001-898-302","3","$258.00","11/11/2013","$98,500","$114.67","0.94","1","1","RSM","$104,900","26","859","$114.67","0.94","Apartment/Condo","1",,"604-855-0800","S-3.22% 1ST 100K/1.15% BAL",,,"0","0.00",,,"1","V2S 6E7",,,"BC",,,,
"F1316952","Residential Detached","S","6 9201 SHOOK ROAD","Hatzic","1975","Recreational","38","Mission","Mission","7/13/2014","STEVE","1","$1,200.00","7/13/2013","900-568-062",,,"11/11/2013","$100,000","$160.26","0.77","1","2","R3","$129,900","121","624","$160.26","0.67","Recreational","1",,"800-668-8661","S-3.22% 1ST 100K/1.15% BAL","AQUA VISTA","115","1","70.00",,,"2","V2V 7M5",,"Upon Offer","BC",,,,
"F1317286","Residential Attached","S","321 31850 UNION AVENUE","Abbotsford West","1987","Apartment/Condo","26","Abbotsford","Abbotsford","7/18/2014","Sue","1","$846.00","7/18/2013","005-181-381","3","$250.00","11/8/2013","$101,500","$94.07","0.97","1","2","RML","$105,000","113","1,079","$94.07","0.88","Apartment/Condo","1",,"604-855-7393","S-3.22% 1ST 100K/1.15% BAL","FERNWOOD MANOR",,"0","0.00",,,"1","V2T 4V2",,"Seller never moved in","BC",,,,
"V1034071","Residential Attached","S","317 707 EIGHTH STREET","Uptown NW","1977","Apartment/Condo","36","New Westminster","New Westminster","4/30/2014","JAY","1","$660.00","10/29/2013","001-554-531","3","$220.11","11/12/2013","$102,000","$247.57","0.94","1","0","MULTI","$109,000","14","412","$247.57","0.94","Apartment/Condo","1",,"604-230-4882","3.255% ON 1ST 100K/ 1.1624% ON BAL.","DIPLOMAT",,"0",,,,"1","V3M 3S6",,,"BC",,,,
"N231423","Residential Detached","S","4630 13TH AVENUE","Hazelton","1971","Manufactured with Land","42","Smithers And Area (Zone 54)","New Hazelton","10/31/2014","RON LAPADAT","1","$784.00","10/3/2013","005-178-142",,,"11/5/2013","$104,000","$86.67","0.89","1","3","R-1","$116,500","33","1,200","$86.67","0.89","Manufactured with Land","1",,"250-847-0335","3.5% 1ST $100,000 / 1.5% BALANCE",,"120.00","1","99.00",,,"3","V0J 2J0",,,"BC",,,,
"F1308399","Residential Attached","S","302 32098 GEORGE FERGUSON WAY","Abbotsford West","1984","Apartment/Condo","29","Abbotsford","Abbotsford","3/8/2014","David Tsen","2","$1,650.00","4/8/2013","001-440-471","3","$541.42","11/7/2013","$105,000","$52.11","0.96","2","3","RML","$109,000","213","2,015","$52.11","0.62","Apartment/Condo","1",,"778-241-6663","S-3.22% 1ST 100K/1.15% BAL",,,"2",,,,"1","V2T 2K6",,,"BC",,,,
"V1031106","Residential Attached","S","146 8111 B RYAN ROAD","South Arm","1973","Apartment/Condo","40","Richmond","Richmond","4/8/2014","TEXT: Sandra","1","$0.00","10/7/2013","800-080-446",,"$499.04","11/5/2013","$105,000","$120.69","0.81","1","2","RAL1","$129,900","29","870","$120.69","0.81","Apartment/Condo","1",,"778-322-7286","3.255% 1ST $100,000/1.1625% BAL PLUS $2,000**",,,"0",,,,"1","V7A 2E4",,,"BC",,,,
"F1322805","Residential Attached","S","207 1520 BLACKWOOD STREET","White Rock","1973","Apartment/Condo","40","South Surrey White Rock","White Rock","12/18/2013","Geof Glazier","1","$688.00","9/18/2013","900-568-714","3","$235.00","11/8/2013","$111,000","$168.18","0.79","1","1","RS1","$139,900","51","660","$168.18","0.79","Apartment/Condo","1",,"604-631-4000","S-3.22% 1ST 100K/1.15% BAL","Blue Surf",,"0",,,,"1","V4B 3V4",,"estate sale","BC",,,,
"N231920","Residential Detached","S","1527 ALWARD STREET","Seymour","1937","House/Single Family","76","PG City Central (Zone 72)","Prince George","4/30/2014","ELISHA","2","$2,723.00","10/30/2013","011-898-038",,,"11/5/2013","$113,000","$52.66","0.98","2","4","RS2","$114,900","6","2,146","$52.66","0.98","House/Single Family","1",,"250-981-9898","3% ON 1ST $100,000/ 1% ON THE BALANCE + GST","SEYMOUR","110","1","64.50",,,"8","V2M 1X5",,,"BC",,,,
"V1014856","Land Only","S","1304 RING CREEK ROAD","Ring Creek",,,,"Squamish","Squamish","11/30/2013","DAWN MORTENSEN",,"$654.00","6/24/2013","007-962-819",,,"11/6/2013","$114,000","$6.38","0.99",,,"RURAL","$115,000","135",,"$6.38","0.74","House/Single Family",,"Road Access","604-815-3838","3.185% ON THE 1ST $100K & 1.1375% ON THE BALANCE",,,,,"No",,,"V0N 1T0","Not Known",,"BC","None",,"None","Other-Licensed"
"V1005141","Residential Attached","S","521C 2036 LONDON LANE","Whistler Creek","2001","Apartment/Condo","12","Whistler","Whistler","12/30/2013","Steve Taylor","2","$872.00","4/30/2013","024-968-030","4","$698.87","11/9/2013","$114,000","$86.30","0.88","2","3","CC2","$129,000","193","1,321","$86.30","0.88","Apartment/Condo","1",,"604-218-1856","3% OF 1ST $100,000/1.5% OF BAL","LEGENDS",,"1",,,,"2","V0N 1B2",,,"BC",,,,
"N231995","Residential Attached","S","209 1654 10TH AVENUE","Crescents","9999","Apartment/Condo","999","PG City Central (Zone 72)","Prince George","3/4/2014","SHIRLEY WOOLLETT","1","$1,041.00","11/2/2013","004-975-952","3","$193.25","11/4/2013","$115,000","$191.67","0.92","1","1","RM6","$124,900","2","600","$191.67","0.92","Apartment/Condo","1",,"250-617-8717","$3000.00",,,"1","0.00",,,"1","V2L 3S4",,,"BC",,,,
"H1303135","Residential Attached","S","61 45185 WOLFE ROAD","Chilliwack W Young-Well","1978","Townhouse","35","Chilliwack","Chilliwack","12/31/2013","NICOLE","1","$1,209.00","8/6/2013","023-177-799",,"$178.00","11/12/2013","$116,250","$88.07","0.90","1","3","R5","$129,000","98","1,320","$88.07","0.84","Townhouse","1",,"604-793-9900","$3500 L 1/2 BF","TOWNSEND GREEN",,"0",,,,"2","V2P 1V5",,"NEVER LIVED THERE","BC",,,,
"V1032704","Residential Attached","S","107 1948 COQUITLAM AVENUE","Glenwood PQ","1984","Apartment/Condo","29","Port Coquitlam","Port Coquitlam","10/18/2014","TERRY","1","$737.00","10/18/2013","001-961-217","4","$260.34","11/7/2013","$116,500","$190.05","0.90","1","1","STRATA","$129,000","20","613","$190.05","0.90","Apartment/Condo","1",,"604-671-6055","3.255% ON 1ST $100,000 & 1.1625% ON BAL","COQUITLAM PLACE",,"0",,,,,"V3B 1J3",,,"BC",,,,
"V1034352","Residential Attached","S","408 11671 FRASER STREET","East Central","1994","Apartment/Condo","19","Maple Ridge","Maple Ridge","1/30/2014","JOHN TAYLOR","1","$1,488.00","10/30/2013","018-032-753",,"$219.25","11/4/2013","$117,000","$175.94","0.98","1","1","RM2","$119,900","5","665","$175.94","0.98","Apartment/Condo","1",,"604-773-6606","3.255% ON 1ST $100,000 & 1.1625% BAL PLUS $5000",,,"0",,,,"1","V2X 6C4",,,"BC",,,,
"H1302899","Residential Attached","S","203 45604 BRETT AVENUE","Chilliwack W Young-Well","1989","Apartment/Condo","24","Chilliwack","Chilliwack","12/31/2013","LISA","2","$1,011.00","7/10/2013","014-133-610",,"$291.15","11/6/2013","$118,000","$99.49","0.96","2","2","R5","$122,900","119","1,186","$99.49","0.91","Apartment/Condo","1",,"604-316-3411","3% 1ST 100K/1.15% BAL L 1/2 BF","HAWTHORN PARK",,"1",,,,,"V2P 1N9",,,"BC",,,,
