"ML #","Prop Type","Status","Address","S/A","Yr Blt","TypeDwel","Age","Area","City","Expiry Date","For Appointment Call","Full Baths","Gross Taxes","List Date","P.I.D.#","Stories in Building","Strata Maint Fee","Sold Date","Sold Price","Sold Price per SqFt","SP/LP Ratio","Total Baths","Total Bedrooms","Zoning","List Price","Days On Market","Floor Area -Grand Total","Sold Price Per SQFT","SP/OLP Ratio","Type","# of Kitchens","Access to Property","Appointment Phone Number","Commission","Complex/Subdivision","Depth","Fireplaces","Frontage - Feet","Info Package Available?","PAD Rental","Parking Places - Total","Postal Code","Potential for Rezoning?","Prop Disclosure Statement","Province","Sanitary Sewer","Storeys in Building","Storm Sewer","Water Supply"
"N226134","Land Only","S","5560 LIKELY ROAD","Horsefly",,,,"Williams Lake (Zone 27)","Williams Lake","11/20/2013","WILLY BERGER",,"$317.00","4/8/2013","024-408-735",,,"10/4/2013","$43,000",,"0.86",,,"RR-1","$49,900","179",,,"0.75","House/Single Family",,"Allowed Access","250-398-0066","2.9%",,"1000",,"320.00","Yes",,,"V0L 1N0","No",,"BC","None",,"None","Other"
"N230932","Residential Detached","S","27705 N NESS LAKE ROAD","Ness Lake","9999","Recreational","999","PG Rural North (Zone 76)","Prince George","3/20/2014","KIRK","0","$1,284.00","9/12/2013","011-742-453",,,"10/7/2013","$44,900","$56.62","1.00","0","2","R3","$44,900","25","793","$56.62","1.00","Recreational","1",,"250-981-3535","3%",,"373","1","84.00",,,,"V2K 5M9",,,"BC",,,,
"N229767","Residential Attached","S","311 440 CEDAR AVENUE","100 Mile House - Town","1973","Apartment/Condo","40","100 Mile House (Zone 10)","100 Mile House","1/18/2014","MICHELLE/GISELA","1","$632.00","7/18/2013","024-128-872",,"$171.67","9/30/2013","$47,000","$76.18","0.94","1","1","R6","$49,800","74","617","$76.18","0.94","Apartment/Condo","1",,"250-644-1100","3.4%","SHERIDAN MANOR",,"0",,,,,"V0K 2E0",,,"BC",,,,
"N228037","Residential Detached","S","30921 UPPER FRASER ROAD","Willow River","1995","House with Acreage","18","PG Rural East (Zone 80)","Willow River","12/31/2013","KEN","0","$262.00","6/1/2013","014-759-055",,,"10/1/2013","$47,500","$59.97","0.79","1","3","RU3","$59,900","122","792","$59.97","0.68","House with Acreage","1",,"250-565-7653","3.5%","RURALEAST- UPPER FRASER",,"0","0.00",,,,"V0J 3C0",,,"BC",,,,
"V1030086","Residential Attached","S","1715 5911 MINORU BOULEVARD","Brighouse","1999","Other","14","Richmond","Richmond","3/28/2014","SHAFIK","1","$1,156.00","9/28/2013","024-507-580",,"$0.00","10/2/2013","$48,000","$109.59","0.87","1","0","CDT1","$55,000","4","438","$109.59","0.87","Other","0",,"604-279-8075","3.255% ON 1ST $100,000 & 1.1625% ON BAL","THE HILTON HOTEL",,"0",,,,,"V6X 4C7",,"WHEN OFFER IS PRESENTED","BC",,,,
"N226352","Residential Detached","S","36 12842 OLD HUDSON HOPE ROAD","Lakeshore","1967","Manufactured","46","Fort St. John (Zone 60)","Charlie Lake","4/15/2014","DEAN","1","$43.00","4/15/2013","800-075-685",,,"10/1/2013","$50,000","$54.95","0.91","1","2","R2","$54,900","169","910","$54.95","0.77","Manufactured","1",,"250-793-3065","3% ON THE FIRST $100,000 & 1.5% ON THE REMAINDER",,"0","0","0.00",,"$425.00","2","V0C 1H0",,,"BC",,,,
"N229416","Residential Detached","S","1837 QUEENSWAY","Millar Addition","9999","House/Single Family","999","PG City Central (Zone 72)","Prince George","11/15/2013",,"1","$856.00","7/15/2013","011-818-964",,,"9/30/2013","$55,000","$44.35","0.86","1","2","C5A","$63,888","77","1,240","$44.35","0.70","House/Single Family","1",,,"3.2%",,"110","0","45.00",,,"4","V2L 1L9",,,"BC",,,,
"N224470","Land Only","S","27 BANYAY STREET","Kitimat",,,,"Kitimat (Zone 89)","Kitimat","10/25/2013","SHARON NICHOLS",,"$326.00","1/28/2013","005-651-735",,,"10/3/2013","$56,000","$9.92","0.95",,,"R1B","$59,000","248",,"$9.92","0.95","House/Single Family",,"Allowed Access","250-279-2146","3% ON 1ST $100,000","WHITESAIL",,,"0.00","Yes",,,"V8C 2P5","No","LAND UNDER 1 ACRE","BC","At Lot Line",,"At Lot Line","City/Municipal"
"N230293","Land Only","S","11255 NAZKO ROAD","Bouchie Lake",,,,"Quesnel (Zone 28)","Quesnel","8/14/2014","BOB GRANHOLM",,"$657.00","8/13/2013","010-423-265",,,"10/2/2013","$56,500",,"0.63",,,"R/A","$90,000","50",,,"0.63","House/Single Family",,"Road Access","250-983-3372","4%",,,,"0.00","Yes",,,"V2J 3H9","Not Known",,"BC","None",,"None","None"
"N231240","Residential Detached","S","42 208 8TH STREET","100 Mile House - Town","1997","Manufactured","16","100 Mile House (Zone 10)","100 Mile House","3/26/2014","DARREL WARMAN","1","$606.00","9/26/2013","800-080-243",,,"10/8/2013","$57,000","$60.77","0.95","1","3","MHP","$59,900","12","938","$60.77","0.95","Manufactured","1",,,"3.4% ON THE 1ST $100,000","SCENIC PLACE MOBILE PARK",,"0","0.00",,"$305.00","2","V0K 2E0",,,"BC",,,,
"N221318","Residential Detached","S","1 208 8TH STREET","100 Mile House - Town","1994","Manufactured","18","100 Mile House (Zone 10)","100 Mile House","1/29/2014","DARREL WARMAN","1","$492.00","7/31/2012","800-069-699",,,"10/1/2013","$61,500","$65.57","0.89","1","2","MHP","$68,900","427","938","$65.57","0.78","Manufactured","1",,"250-395-3422","2.9% ON 1ST $100,000","SCENIC PLACE","0","1","0.00",,"$305.00","2","V0K 2E0",,,"BC",,,,
"F1312315","Land Only","S","155 14600 MORRIS VALLEY ROAD","Lake Errock",,,,"Mission","Mission","12/31/2013","DAVID WANSINK",,"$537.00","5/14/2013","023-086-572",,,"10/2/2013","$62,000","$37.58","0.99",,,"REC","$62,500","141",,"$37.58","0.99","Recreational",,"Allowed Access","604-820-0555","S-3.22%","TAPEDERA ESTATES","50",,"33.00","No",,,"V0M 1A1","Not Known","LAND ONLY","BC","Community",,"None","Community"
"N222238","Land Only","S","LOT 2 CHURCHILL DRIVE","Thornhill",,,,"Terrace (Zone 88)","Terrace","12/31/2013","JOHN OR SHEILA",,"$865.00","9/7/2012","028-385-446",,,"10/1/2013","$62,500",,"1.00",,,"R1","$62,500","389",,,"1.00","House/Single Family",,"Allowed Access","250-638-1400","3% ON THE FINAL SALES PRICE","CHURCHILL",,,"0.00","No",,,"V8G 0E8","Not Known",,"BC","Available",,"None","Community"
"F1316306","Residential Detached","S","20 23141 72ND AVENUE","Salmon River","1974","Manufactured","39","Langley","Langley","3/31/2014","TxT-Shelly","1","$500.00","7/8/2013","900-510-665",,,"9/30/2013","$65,000","$61.79","0.93","1","2","MH-1","$69,900","84","1,052","$61.79","0.93","Manufactured","1",,"604-839-3491","S-3.22%","Livingstone Park",,"0","0.00",,"$386.03","3","V2Y 2R9",,,"BC",,,,
"N227046","Residential Detached","S","27206 KEEFE'S LANDING ROAD","South Francois","9999","House with Acreage","999","Burns Lake (Zone 55)","Burns Lake","5/6/2014","RE/MAX WRIGHTWAY 2012","1","$516.00","5/6/2013","006-755-666",,,"10/3/2013","$65,000","$47.51","0.87","1","4","H1","$75,000","150","1,368","$47.51","0.87","House with Acreage","1",,"250-692-7288","3%",,,"0",,,,"3","V0J 1E4",,,"BC",,,,
"N231235","Residential Detached","S","1829 CEDAR CRESCENT","Masset","9999","House/Single Family","999","Prince Rupert (Zone 52)","Masset","2/12/2014","BRIAN BUSSIERE","1","$1,157.00","9/12/2013","024-086-193",,,"10/3/2013","$75,900","$48.94","0.93","2","4","R1","$81,900","21","1,551","$48.94","0.93","House/Single Family","1",,"640-557-3597","3%",,,"0","0.00",,,"2","V0T 1M9",,,"BC",,,,
"N227636","Residential Detached","S","5521 PARK DRIVE","103 Mile House","1972","Manufactured with Land","41","100 Mile House (Zone 10)","100 Mile House","11/21/2013","KAREN","1","$741.00","5/21/2013","007-929-323",,,"10/7/2013","$77,000","$96.25","0.96","1","2","R1","$79,900","139","800","$96.25","0.81","Manufactured with Land","1",,"250-395-3422","3.22% ON $100,000/1.15% ON BALANCE",,"325","0","100.00",,,,"V0K 2E1",,,"BC",,,,
"N231147","Land Only","S","5121 HALLOCK AVENUE","Terrace - City",,,,"Terrace (Zone 88)","Terrace","1/30/2014","VANCE HADLEY",,"$788.00","9/20/2013","027-979-741",,,"10/3/2013","$77,500","$9.54","0.97",,,"R1","$79,900","13",,"$9.54","0.97","House/Single Family",,"Allowed Access","250-631-3100","3% OF THE SELLING PRICE + GST",,"125",,"65.00","No",,,"V8G 5S3","No","LAND UNDER 1 ACRE","BC","At Lot Line",,"At Lot Line","City/Municipal"
"V1023993","Residential Detached","S","410 SUNDANCE CRESCENT","Park Royal","1983","Manufactured","30","West Vancouver","West Vancouver","11/30/2013","Molly","1",,"8/23/2013","800-124-918",,,"10/3/2013","$77,600","$64.67","0.91","1","2","MANUF","$85,000","41","1,200","$64.67","0.91","Manufactured","1",,"604-649-8850","3.22%",,,"0","0.00",,"$641.00","3","V7M 1K2",,,"BC",,,,
"H1303721","Residential Attached","S","205 7435 SHAW AVENUE","Sardis East Vedder Rd","1992","Apartment/Condo","21","Sardis","Sardis","12/22/2013","VICTOR OR DEBBIE","1","$664.00","9/23/2013","017-521-769","3","$180.00","10/5/2013","$78,500","$96.20","0.98","1","2","R5","$79,900","12","816","$96.20","0.98","Apartment/Condo","1",,"604-859-2341","3.22% 1ST 100K/1.15% BAL L 1/2 BF","TIMBERLANE APARTMENTS",,"0",,,,"1","V2R 3C1",,"NOT OWNER OCCUPIED","BC",,,,
"N195478","Residential Detached","S","4020 MOUNTAINVIEW ROAD","McBride - Town","9999","House with Acreage","999","Robson Valley (Zone 81)","McBride","10/11/2014","JOHN PETERSON","1","$897.00","9/9/2009","024-154-059",,,"10/8/2013","$79,000","$88.76","0.99","1","2","CR1","$79,900","1490","890","$88.76","0.66","House with Acreage","1",,"250-566-4438","2% ON THE 1ST $100,000/1% ON THE BALANCE",,,"0",,,,,"V0J 2E0",,,"BC",,,,
"N225466","Land Only","S","LOT 1 S GREEN LAKE ROAD","70 Mile House",,,,"100 Mile House (Zone 10)","70 Mile House","11/30/2013","DEBBIE",,"$543.00","3/15/2013","007-702-949",,,"10/7/2013","$80,000",,"0.89",,,"R1","$89,900","206",,,"0.82","House/Single Family",,"Road Access","250-395-1173","3.4%",,"300",,"100.00","Yes",,,"V0K 2K0","No","LAND UNDER 1 ACRE","BC","Septic",,"None","None"
"F1319549","Residential Attached","S","103 32089 OLD YALE ROAD","Abbotsford West","1978","Apartment/Condo","35","Abbotsford","Abbotsford","12/31/2013","Touchbase or Thomas Rathbun","1","$832.00","8/16/2013","000-561-371","3","$176.00","10/6/2013","$80,000","$91.95","0.94","1","1","MULTI","$84,900","51","870","$91.95","0.94","Apartment/Condo","1",,"604-590-4888","S-$4,500","HEATHER RIDGE",,"0","0.00",,,"1","V2T 2C8",,,"BC",,,,
"F1321625","Residential Attached","S","202 32950 AMICUS PLACE","Central Abbotsford","1980","Apartment/Condo","33","Abbotsford","Abbotsford","12/31/2013","Stan Wiebe","1","$839.00","9/13/2013","000-654-906","3","$146.22","10/5/2013","$84,000","$140.00","0.93","1","1","RML","$89,900","22","600","$140.00","0.93","Apartment/Condo","1",,"604-859-2341","S-3.22%","The Haven",,"0","0.00",,,"1","V2S 6G9",,"seller never lived in suite","BC",,,,
"N231162","Land Only","S","4662 GRAY DRIVE","Hart Highlands",,,,"PG City North (Zone 73)","Prince George","2/28/2014","GORDON LANGER",,"$748.00","9/24/2013","023-970-090",,,"9/30/2013","$84,000",,"0.93",,,"RS1M","$89,900","6",,,"0.93","House/Single Family",,"Road Access","250-565-4663","$1500.00","GRAYSON ESTATES",,,"0.00","Yes",,,"V2K 4Y4","No",,"BC","At Lot Line",,"At Lot Line","City/Municipal"
"V1025172","Residential Attached","S","14 38173 WESTWAY AVENUE","Valleycliffe","1966","Apartment/Condo","47","Squamish","Squamish","11/30/2013","HERB","1","$953.00","8/30/2013","015-271-234","3","$230.00","10/1/2013","$85,000","$98.95","0.85","2","2","APT","$99,900","32","859","$98.95","0.85","Apartment/Condo","1",,"604-415-9800","3.255% 1ST 100K/1.1625% ON BAL",,,"1",,,,"1","V8B 0C2",,"FORECLOSURE","BC",,,,
"N229808","Residential Detached","S","9 5204 ACKROYD STREET","Terrace - City","1993","Manufactured","20","Terrace (Zone 88)","Terrace","11/30/2013","VANCE","1","$359.00","7/28/2013","800-078-714",,,"10/7/2013","$85,000","$91.99","0.95","1","3","R1","$89,900","71","924","$91.99","0.95","Manufactured","1",,"250-638-1400","3% OF SELLING PRICE + GST","BRAUNS ISLAND",,"0",,,"$300.00",,"V8G 1E6",,,"BC",,,,
"N230823","Residential Detached","S","2640 GIBBS ROAD","Bella Coola/Hagensborg","9999","House/Single Family","999","Williams Lake (Zone 27)","Bella Coola","2/28/2014","LEON BARNETT","1","$889.00","9/9/2013","000-390-526",,,"9/30/2013","$86,000","$74.65","0.78","1","3","R2","$109,900","21","1,152","$74.65","0.78","House/Single Family","1",,"250-982-2704","COMMISSION IS TOO LONG TO FIT - SEE REALTOR REMARK",,,"0","0.00",,,,"V0T 1H0",,,"BC",,,,
"V1019497","Residential Attached","S","33 11900 228TH STREET","East Central","1982","Apartment/Condo","31","Maple Ridge","Maple Ridge","11/29/2013","RICK PLS TOUCHBASE","1","$1,102.00","7/23/2013","001-935-143","3","$225.00","10/8/2013","$90,000","$101.12","0.93","2","2","STRATA","$96,900","77","890","$101.12","0.77","Apartment/Condo","1",,"604-715-6031","2.5% ON THE 1ST $100,000 AND 1% ON THE BAL","MOONLIGHT GROVE",,"1",,,,"1","V2X 6L9",,"COURT ORDERED SALE","BC",,,,
"V1013152","Residential Attached","S","405 11671 FRASER STREET","East Central","1993","Apartment/Condo","20","Maple Ridge","Maple Ridge","10/30/2013","TOUCHBASE TIM","1","$1,578.00","6/14/2013","018-032-699","5","$250.00","10/5/2013","$90,000","$132.74","1.08","1","2","RES","$83,500","113","678","$132.74","1.00","Apartment/Condo","1",,"604-854-3400","2.1% ON THE 1ST $150,000","BEL-MAR TERRACE",,"0",,,,"1","V2X 6C4",,"AS-IS WHERE-IS","BC",,,,
"F1309368","Residential Detached","S","7 3300 HORN STREET","Central Abbotsford","1991","Manufactured","22","Abbotsford","Abbotsford","10/17/2013","Matthew Tinsley","2","$703.00","4/17/2013","900-566-888",,,"10/7/2013","$91,900","$63.82","0.92","2","3","RH1","$99,500","173","1,440","$63.82","0.92","Manufactured","1",,"604-835-3089","S-3.25%",,,"0",,,"$570.00","2","V2S 7Y4",,"UPON ACCEPTED OFFER","BC",,,,
"F1320895","Residential Attached","S","3 21065 56 AVENUE","Salmon River","1988","Apartment/Condo","25","Langley","Langley","11/30/2013","CECELIA TINKLE","1","$1,401.00","9/3/2013","900-568-527","2","$140.00","9/30/2013","$93,000","$93.00","0.93","1","2","RM","$99,900","27","1,000","$93.00","0.75","Apartment/Condo","1",,"604-532-7772","S-3.22% 1ST 100K/1.15% BAL*","BLUE HERON",,"0","0.00",,,"1","V3A 8A6",,,"BC",,,,
"N226448","Residential Detached","S","10832 101ST STREET","Taylor","1972","Manufactured","41","Fort St. John (Zone 60)","Taylor","10/19/2013","KAROLYN","1","$871.00","4/18/2013","014-840-421",,,"10/1/2013","$94,000","$122.40","0.95","1","2","R1","$99,000","166","768","$122.40","0.72","Manufactured","1",,"250-793-8102","3% ON THE 1ST $100,000 AND 1.5% ON BALANCE",,"130.00","0","50.00",,"$0.00","2","V0C 2K0",,,"BC",,,,
"N226615","Residential Detached","S","139 E 9TH AVENUE","Prince Rupert - City","9999","House/Single Family","999","Prince Rupert (Zone 52)","Prince Rupert","12/15/2013","HEATHER","1","$1,505.00","4/23/2013","010-279-148",,,"10/1/2013","$95,000","$66.39","0.92","1","2","R-2","$103,500","161","1,431","$66.39","0.87","House/Single Family","1",,"250-627-7551","3% ON THE 1ST $100,000 + 1.5% ON THE REMAINDER",,"100","0","25.00",,,"1","V8J 2R8",,,"BC",,,,
"F1321967","Residential Attached","S","117 2821 TIMS STREET","Abbotsford West","1978","Apartment/Condo","35","Abbotsford","Abbotsford","2/12/2014","VON","1","$935.00","9/16/2013","001-375-539",,"$274.80","10/4/2013","$95,000","$82.32","0.95","1","3","RML","$99,900","18","1,154","$82.32","0.95","Apartment/Condo","1",,"604-855-0800","S-2.75% 1ST 100K/1.25% BAL","PARKVIEW ESTATES",,"0",,,,"2","V2T 4B1",,,"BC",,,,
"H1302460","Residential Attached","S","4 9473 HAZEL STREET","Chilliwack E Young-Yale","1977","Townhouse","36","Chilliwack","Chilliwack","6/17/2014","MALCOLM","1","$1,201.00","6/17/2013","000-626-996",,"$165.00","10/5/2013","$100,000","$86.81","0.91","2","3","R5","$110,000","110","1,152","$86.81","0.91","Townhouse","1",,"604-791-9119","3.5% 1ST 100K/1.25% BAL L1/2BF","HAZEL WOOD EST",,"0",,,,"2","V2P 5M9",,,"BC",,,,
"F1312271","Residential Attached","S","203 11816 88TH AVENUE","Annieville","1972","Apartment/Condo","41","N. Delta","Delta","12/31/2013","TIM HILL","1","$792.00","5/22/2013","001-073-966","3","$240.00","10/8/2013","$100,000","$129.87","0.91","1","1","RM7","$110,000","139","770","$129.87","0.87","Apartment/Condo","1",,"604-319-4700","S-3.255% 1ST 100K/1.1625% BAL","Sungod Villa",,"0",,,,"2","V4C 3C5",,,"BC",,,,
"H1303354","Residential Attached","S","108 45555 YALE ROAD","Chilliwack W Young-Well","2008","Apartment/Condo","5","Chilliwack","Chilliwack","11/22/2013","CHERYL WILSON","2","$1,036.00","8/22/2013","027-467-686","4","$268.53","10/4/2013","$102,000","$119.30","0.90","2","2","R6","$114,000","43","855","$119.30","0.86","Apartment/Condo","1",,,"2% 1ST 150K/1.15% BAL L 1/2 BF",,,"0",,,,"1","V2P 0A9",,"COURT ORDER SCHEDULE A","BC",,,,
"N231195","Residential Detached","S","2861 OLSSON ROAD","Houston - Town","1983","House/Single Family","30","Houston (Zone 53)","Houston","2/28/2014","LIA","1",,"9/24/2013","005-316-596",,,"10/4/2013","$103,000","$50.44","0.95","1","3","R-1","$108,000","10","2,042","$50.44","0.95","House/Single Family","1",,"250-845-1147","SEE REALTOR REMARKS",,,"0","0.00",,,,"V0J 1Z1",,,"BC",,,,
"V1009450","Residential Detached","S","203 201 CAYER STREET","Maillardville","1972","Manufactured","41","Coquitlam","Coquitlam","12/31/2013","JOE KOGLER/Lockbox on","2","$364.00","5/23/2013","800-076-860",,,"10/4/2013","$105,000","$109.38","0.91","2","2","RES","$115,000","134","960","$109.38","0.84","Manufactured","1",,"604-833-6814","3.225% ON 1ST $100,000/1.16% ON BAL",,,"1",,,"$670.00",,"V3K 2X8",,,"BC",,,,
"V980028","Residential Attached","S","636 4591 BLACKCOMB WAY","Benchlands","2004","Apartment/Condo","8","Whistler","Whistler","11/3/2013","STEVE BURK","1","$2,308.00","11/6/2012","025-951-564",,"$443.17","10/7/2013","$110,101","$200.18","0.86","1","1","TA15","$127,900","335","550","$200.18","0.69","Apartment/Condo","0",,"800-563-2875","3.5% ON FIRST $100,000 AND 1.25% ON BALANCE","FOUR SEASONS RESORT, WHISTLER",,"1",,,,"1","V0N 1B4",,"SHEDULE A","BC",,,,
"F1322612","Residential Attached","S","111 32950 AMICUS PLACE","Central Abbotsford","1980","Apartment/Condo","33","Abbotsford","Abbotsford","12/31/2013","Stan or Paul","1","$1,072.00","9/27/2013","001-899-139","3","$207.08","10/5/2013","$111,000","$130.59","0.95","1","2","RML","$116,500","8","850","$130.59","0.95","Apartment/Condo","1",,"604-859-2341","S-3.22% 1ST 100K/1.15% BAL","THE HAVEN",,"0","0.00",,,"1","V2S 6G9",,"rental","BC",,,,
"V1029229","Residential Attached","S","204 630 CLARKE ROAD","Coquitlam West","1970","Apartment/Condo","43","Coquitlam","Coquitlam","12/24/2013","CRAIG","1","$827.00","9/24/2013","001-738-682","3","$233.76","10/3/2013","$115,000","$191.03","0.96","1","1","MF","$119,900","9","602","$191.03","0.96","Apartment/Condo","1",,"604-518-9309","3.25% ON 1ST $100,000 & 1.1625% ON BALANCE","KING CHARLES COURT",,"0","0.00",,,"1","V3J 3X6",,,"BC",,,,
"N230732","Land Only","S","3117 MAURICE DRIVE","Charella/Starlane",,,,"PG City South (Zone 74)","Prince George","9/30/2014","DARCY",,"$1,550.00","9/5/2013","028-904-478",,,"10/3/2013","$115,000",,"0.92",,,"RS2","$125,000","28",,,"0.92","House/Single Family",,"Road Access","250-565-5036","1.5%",,"40.158",,"59.03","Yes",,,"V2N 0C8","No","LAND UNDER 1 ACRE","BC","At Lot Line",,"At Lot Line","City/Municipal"
"F1322439","Residential Attached","S","914 31955 OLD YALE ROAD","Abbotsford West","1985","Apartment/Condo","28","Abbotsford","Abbotsford","12/31/2013","DAVE","1","$1,063.00","9/21/2013","002-958-368",,"$250.00","10/2/2013","$117,300","$113.55","0.93","2","2","MF","$126,000","11","1,033","$113.55","0.93","Apartment/Condo","1",,"604-855-0800","S-3% 1ST 100K/1% BAL","EVERGREEN VILLAGE",,"0",,,,,"V2T 4N1",,,"BC",,,,
"F1307795","Residential Attached","S","322 30515 CARDINAL AVENUE","Abbotsford West","2009","Apartment/Condo","4","Abbotsford","Abbotsford","3/15/2014","Duncan or Colleen","1","$980.00","4/4/2013","027-879-356",,"$111.29","10/5/2013","$117,500","$221.70","0.99","1","1","RML","$119,000","184","530","$221.70","0.91","Apartment/Condo","1",,"604-530-4141","S-3.22% 1ST 100K/1.15% BAL","Tamarind","0","1","0.00",,,"1","V2T 0A8",,,"BC",,,,
"F1321384","Residential Attached","S","2207 13819 100TH AVENUE","Whalley","1984","Apartment/Condo","29","North Surrey","Surrey","12/6/2013","TARA","1","$760.00","9/5/2013","001-011-502","3","$227.36","9/30/2013","$118,000","$166.43","0.96","1","1","MF","$123,500","25","709","$166.43","0.96","Apartment/Condo","1",,"604-817-8206","S-2.5%","CARRIAGE LANE",,"1",,,,"1","V3T 5L1",,"COURT ORDERED","BC",,,,
"V998429","Residential Attached","S","115 36 E 14TH AVENUE","Mount Pleasant VE","1971","Apartment/Condo","42","Vancouver East","Vancouver","10/31/2013","Dennis Ho","1","$0.00","3/27/2013","800-075-329",,"$349.55","10/1/2013","$119,000","$190.40","0.75","1","1","RM-4","$159,000","188","625","$190.40","0.64","Apartment/Condo","1",,"604-765-8889","3.255% ON 1ST 100K / 1.1625% ON BAL",,,"0",,,,,"V5T 4C9",,,"BC",,,,
