"ML #","Prop Type","Status","Address","S/A","Yr Blt","TypeDwel","Age","Area","City","Expiry Date","For Appointment Call","Full Baths","Gross Taxes","List Date","P.I.D.#","Stories in Building","Strata Maint Fee","Sold Date","Sold Price","Sold Price per SqFt","SP/LP Ratio","Total Baths","Total Bedrooms","Zoning","List Price","Days On Market","Floor Area -Grand Total","Sold Price Per SQFT","SP/OLP Ratio","Type","# of Kitchens","Access to Property","Appointment Phone Number","Commission","Complex/Subdivision","Depth","Fireplaces","Frontage - Feet","Info Package Available?","PAD Rental","Parking Places - Total","Postal Code","Potential for Rezoning?","Prop Disclosure Statement","Province","Sanitary Sewer","Storeys in Building","Storm Sewer","Water Supply"
"N230776","Residential Detached","S","2 3624 KALUM STREET","Terrace - City","1997","Manufactured","16","Terrace (Zone 88)","Terrace","12/6/2013","JAMES","2","$752.00","9/5/2013","800-079-591",,,"9/26/2013","$55,000","$52.99","0.85","2","2","MHP","$65,000","21","1,038","$52.99","0.85","Manufactured","1",,"250-635-9184","3% ON 1ST $100,000/1.5% ON BALANCE","SUNNYHILL MOBILE HOME PARK",,"0","0.00",,"$275.00","1","V8G 2N1",,,"BC",,,,
"V967302","Residential Detached","S","460 SUNDANCE CRESCENT","Park Royal","1972","Manufactured","40","West Vancouver","West Vancouver","12/1/2013","Molly","1","$640.00","8/17/2012","800-062-443",,,"9/24/2013","$55,000","$67.24","0.95","1","2","MHP","$58,000","403","818","$67.24","0.90","Manufactured","1",,"604-649-8850","3%",,,"0","0.00",,"$640.13","2","V7P 1B9",,,"BC",,,,
"N229416","Residential Detached","S","1837 QUEENSWAY","Millar Addition","9999","House/Single Family","999","PG City Central (Zone 72)","Prince George","11/15/2013",,"1","$856.00","7/15/2013","011-818-964",,,"9/30/2013","$55,000","$44.35","0.86","1","2","C5A","$63,888","77","1,240","$44.35","0.70","House/Single Family","1",,,"3.2%",,"110","0","45.00",,,"4","V2L 1L9",,,"BC",,,,
"N230024","Residential Attached","S","18 11 SELWYN DRIVE","Mackenzie -Town","1967","Townhouse","46","Mackenzie (Zone 69)","Mackenzie","12/31/2013","LYNDA","1","$882.00","8/7/2013","023-297-484","3","$191.71","9/27/2013","$58,000","$40.87","0.92","2","3","RM2","$63,000","51","1,419","$40.87","0.92","Townhouse","1",,"250-997-6773","2.8%","PEACE TREE ESTATES",,"0",,,,"1","V0J 2C0",,,"BC",,,,
"N228339","Residential Attached","S","10 605 CARSON DRIVE","Williams Lake - City","1977","Townhouse","36","Williams Lake (Zone 27)","Williams Lake","11/30/2013","JILL/JOY","1","$935.00","6/6/2013","027-058-590","5","$206.31","9/25/2013","$60,000","$47.62","0.86","2","4","R3","$69,900","111","1,260","$47.62","0.86","Townhouse","1",,"250-398-0571","3%","CRESTWOOD ESTATES",,"0",,,,"1","V2G 1T1",,,"BC",,,,
"H1203096","Land Only","S","1085 3RD AVENUE","Hope Center",,,,"Hope","Hope","12/31/2013","LINDA MOSSER",,"$1,207.00","7/24/2012","011-679-506",,,"9/23/2013","$60,000","$10.34","0.80",,,"C-5","$75,000","426",,"$10.34","0.80","Mixed",,"Road Access","604-860-9042","$2000 L1/2BF","HOPE CENTRE","116",,"50.00","Yes",,,"V0X 1L4",,,"BC","At Lot Line",,"None","City/Municipal"
"N231094","Residential Detached","S","43 8420 ALASKA ROAD","Fort St. John - City SE","1968","Manufactured","45","Fort St. John (Zone 60)","Fort St. John","2/28/2014","CHAD/CHERYL","1","$389.00","9/20/2013","800-080-081",,,"9/29/2013","$60,000","$68.49","0.89","1","3","R3","$67,500","9","876","$68.49","0.89","Manufactured","1",,"250-785-8051","3.5% ON BALANCE","PEACE COUNTRY TRAILER PARK",,"0","0.00",,"$410.25","4","V1J 4J6",,,"BC",,,,
"F1315402","Land Only","S","211 8400 SHOOK ROAD","Hatzic",,,,"Mission","Mission","6/10/2014","NANCY OLSON",,"$1,500.00","6/24/2013","900-567-818",,,"9/27/2013","$60,000","$38.71","0.67",,,"REC","$89,500","95",,"$38.71","0.67","Recreational",,"Road Access","604-820-0555","S-3.22%","Everglades Resort","50",,"31.00","Yes",,,"V2V 7N1",,"HAVE INFO..CALL FOR REAL INTEREST.","BC","Community",,"None","Community"
"N230119","Residential Detached","S","2660 MICHELLE DRIVE","Bella Coola/Hagensborg","9999","House with Acreage","999","Williams Lake (Zone 27)","Bella Coola","8/12/2014","LEON BARNETT","0","$903.00","8/12/2013","001-442-015",,,"9/29/2013","$63,000","$40.38","0.71","0","2","R2","$89,000","48","1,560","$40.38","0.71","House with Acreage","1",,"250-982-2704","3.5% ON 1ST $100,000/1.5% ON BALANCE",,,"0","0.00",,,,"V0T 1H0",,,"BC",,,,
"H1302573","Residential Detached","S","47480 FAIRLEY ROAD","Boston Bar - Lytton","9999","House/Single Family","999","Hope","Boston Bar","9/20/2013","GARRY OR HEIDI","2","$1,156.00","6/20/2013","010-382-763",,,"9/23/2013","$65,000","$36.11","0.77","2","2","N/A","$84,900","95","1,800","$36.11","0.59","House/Single Family","1",,"604-858-7179","3% 1ST 100K/1.5% BAL L 1/2 BF",,"IRREG/.62 ACRES","0",,,,"3","V0C 1C0",,,"BC",,,,
"V998974","Residential Attached","S","336 4899 PAINTED CLIFF ROAD","Benchlands","1996","Apartment/Condo","17","Whistler","Whistler","3/15/2014","DEAN LINNELL","1","$1,637.00","3/28/2013","023-395-028",,"$328.33","9/28/2013","$65,000","$150.46","0.94","1","0","RTA1","$69,000","184","432","$150.46","0.82","Apartment/Condo","1",,"604-935-9313","3%","COAST BLACKCOMB SPRINGS",,"1",,,,"1","V0N 1B4",,,"BC",,,,
"F1316306","Residential Detached","S","20 23141 72ND AVENUE","Salmon River","1974","Manufactured","39","Langley","Langley","3/31/2014","TxT-Shelly","1","$500.00","7/8/2013","900-510-665",,,"9/30/2013","$65,000","$61.79","0.93","1","2","MH-1","$69,900","84","1,052","$61.79","0.93","Manufactured","1",,"604-839-3491","S-3.22%","Livingstone Park",,"0","0.00",,"$386.03","3","V2Y 2R9",,,"BC",,,,
"N230547","Residential Attached","S","1211 2607 PEAR STREET","Terrace - City","9999","Apartment/Condo","999","Terrace (Zone 88)","Terrace","2/28/2014","HELENA SAMZADEH","1","$868.00","8/29/2013","014-950-286","3","$175.18","9/27/2013","$67,500","$85.44","0.97","1","2","R4","$69,900","29","790","$85.44","0.97","Apartment/Condo","1",,"250-975-1818","2.5% OF THE SALE PRICE + GST (PER UNIT)","SUMMIT SQUARE APARTMENTS",,"0",,,,"1","V8G 4V5",,,"BC",,,,
"N230549","Residential Attached","S","1311 2607 PEAR STREET","Terrace - City","9999","Apartment/Condo","999","Terrace (Zone 88)","Terrace","2/28/2014","HELENA SAMZADEH","1","$868.00","8/29/2013","014-950-456","3","$178.42","9/27/2013","$67,500","$85.44","0.97","1","2","R4","$69,900","29","790","$85.44","0.97","Apartment/Condo","1",,"250-975-1818","2.5% OF THE SALE PRICE + GST (PER UNIT)","SUMMIT SQUARE APARTMENTS",,"0",,,,"1","V8G 4V5",,,"BC",,,,
"V1029200","Residential Detached","S","152 1830 MAMQUAM ROAD","Garibaldi Estates","1974","Manufactured","39","Squamish","Squamish","9/22/2014","DAWN MORTENSEN","2","$417.00","9/23/2013","800-080-180",,,"9/27/2013","$70,000","$56.09","0.78","2","3","RMH","$89,900","4","1,248","$56.09","0.78","Manufactured","1",,"604-815-3838","3.185%",,,"0",,,"$537.04","2","V0N 1T0",,,"BC",,,,
"N228085","Land Only","S","LONGWORTH","Upper Fraser",,,,"PG Rural East (Zone 80)","Prince George","3/31/2014","ELAINE",,"$1,153.00","5/29/2013","004-300-939",,,"9/23/2013","$70,000",,"0.89",,,"RU3","$79,000","117",,,"0.82","House/Single Family",,"Allowed Access","250-960-8769","3%","LONGWORTH","0",,"0.00","Yes",,,"V0J 2B0","Not Known",,"BC","None",,"None","None"
"N228778","Residential Detached","S","8 370 WESTLAND ROAD","Quesnel - Town","1997","Manufactured","16","Quesnel (Zone 28)","Quesnel","9/30/2013","RAY","2","$981.00","6/24/2013","800-077-734",,,"9/23/2013","$78,000","$67.59","0.91","2","3","MHP","$85,900","91","1,154","$67.59","0.91","Manufactured","1",,"250-991-2787","3%",,,"0","0.00",,"$233.00","3","V2J 6A7",,,"BC",,,,
"N224606","Land Only","S","LOT 5 HYLAND PLACE","Smithers - Town",,,,"Smithers And Area (Zone 54)","Smithers","9/30/2013","SANDRA HINCHLIFFE",,"$803.00","2/5/2013","018-897-444",,,"9/24/2013","$81,000","$12.23","0.91",,,"R1","$89,500","231",,"$12.23","0.79","House/Single Family",,"Road Access","250-847-0725","3.5% ON 1ST $100,000/1.75% ON REMAINDER","SILVERKING","107",,"38.00","Yes",,,"V0J 2N0","No",,"BC","At Lot Line",,"At Lot Line","City/Municipal"
"N231162","Land Only","S","4662 GRAY DRIVE","Hart Highlands",,,,"PG City North (Zone 73)","Prince George","2/28/2014","GORDON LANGER",,"$748.00","9/24/2013","023-970-090",,,"9/30/2013","$84,000",,"0.93",,,"RS1M","$89,900","6",,,"0.93","House/Single Family",,"Road Access","250-565-4663","$1500.00","GRAYSON ESTATES",,,"0.00","Yes",,,"V2K 4Y4","No",,"BC","At Lot Line",,"At Lot Line","City/Municipal"
"N230823","Residential Detached","S","2640 GIBBS ROAD","Bella Coola/Hagensborg","9999","House/Single Family","999","Williams Lake (Zone 27)","Bella Coola","2/28/2014","LEON BARNETT","1","$889.00","9/9/2013","000-390-526",,,"9/30/2013","$86,000","$74.65","0.78","1","3","R2","$109,900","21","1,152","$74.65","0.78","House/Single Family","1",,"250-982-2704","COMMISSION IS TOO LONG TO FIT - SEE REALTOR REMARK",,,"0","0.00",,,,"V0T 1H0",,,"BC",,,,
"N226925","Land Only","S","PR LT 9 AMBLESIDE AVENUE","Smithers - Town",,,,"Smithers And Area (Zone 54)","Smithers","5/2/2014","LEO LUBBERS, PREC",,"$0.00","5/1/2013","800-076-209",,,"9/23/2013","$87,000","$12.03","0.98",,,"R-1","$89,000","145",,"$12.03","1.00","House/Single Family",,"Road Access","250-847-1292","3%",,,,"0.00","Yes",,,"V0J 2N0",,,"BC","At Lot Line",,"At Lot Line","City/Municipal"
"V1023747","Residential Attached","S","314 8031 RYAN ROAD","South Arm","1970","Apartment/Condo","43","Richmond","Richmond","12/31/2013","KESON MUI","1","$0.00","8/22/2013","800-079-225",,"$378.00","9/24/2013","$89,000","$131.85","0.89","1","1","APT","$99,990","33","675","$131.85","0.89","Apartment/Condo","1",,"604-767-0998","$3,000",,,"0","0.00",,,"1","V7A 2E4",,"LEASEHOLD NON PREPAID NON STRATA","BC",,,,
"N227222","Residential Detached","S","49-51 YAKOUN STREET","Port Clements","9999","House/Single Family","999","Prince Rupert (Zone 52)","Port Clements","5/1/2014","ED HANDJA/SHELLEY MCKAY","2","$1,926.00","5/2/2013","004-239-695",,,"9/22/2013","$89,000","$59.33","0.99","2","4","R1","$89,900","143","1,500","$59.33","0.82","House/Single Family","1",,"800-563-7322","3% OF SELLING PRICE",,"132","2","100.00",,,,"V0T 1R0",,,"BC",,,,
"N230471","Residential Detached","S","2124 21ST AVENUE","Hazelton","9999","House/Single Family","999","Smithers And Area (Zone 54)","New Hazelton","11/27/2013","RON LAOADAT","1","$2,353.00","8/27/2013","006-966-560",,,"9/29/2013","$89,500","$27.34","1.00","2","4","R1","$89,500","33","3,273","$27.34","1.00","House/Single Family","1",,"250-847-0335","3.22%",,"120.00","2","132.00",,,"6","V0J 2J0",,,"BC",,,,
"F1320895","Residential Attached","S","3 21065 56 AVENUE","Salmon River","1988","Apartment/Condo","25","Langley","Langley","11/30/2013","CECELIA TINKLE","1","$1,401.00","9/3/2013","900-568-527","2","$140.00","9/30/2013","$93,000","$93.00","0.93","1","2","RM","$99,900","27","1,000","$93.00","0.75","Apartment/Condo","1",,"604-532-7772","S-3.22% 1ST 100K/1.15% BAL*","BLUE HERON",,"0","0.00",,,"1","V3A 8A6",,,"BC",,,,
"F1320651","Residential Attached","S","102 2853 W BOURQUIN CRESCENT","Central Abbotsford","1983","Apartment/Condo","30","Abbotsford","Abbotsford","12/30/2013","Steve Keresztvey","1","$934.00","8/29/2013","000-437-514",,"$190.00","9/29/2013","$95,000","$102.37","0.95","2","2","RM45","$99,900","31","928","$102.37","0.86","Apartment/Condo","1",,,"S-3.22% 1ST 100K/1.15% BAL","Bourquin Court",,"0",,,,"1","V2S 6H6",,"with offer","BC",,,,
"N230688","Residential Detached","S","402 W 5TH STREET","Vanderhoof - Town","9999","House/Single Family","999","Vanderhoof And Area (Zone 56)","Vanderhoof","12/31/2013","GERRY","1","$2,072.00","8/28/2013","018-325-955",,,"9/28/2013","$95,000","$70.90","0.73","1","2","R-1","$129,500","31","1,340","$70.90","0.73","House/Single Family","1",,"250-567-1555","3.5% ON THE 1ST $100,000 AND 1.5% ON THE BALANCE.",,"120.00","0","132.00",,,,"V0J 3A0",,,"BC",,,,
"N224940","Residential Detached","S","3865 POPLAR STREET","Houston - Rural","1973","Manufactured with Land","40","Houston (Zone 53)","Houston","11/20/2013","DAN HANSMA","2","$1,011.00","2/20/2013","024-244-571",,,"9/28/2013","$99,900","$53.37","1.00","2","5","A-2","$99,900","220","1,872","$53.37","0.77","Manufactured with Land","1",,"250-845-8234","3% OF 1ST $100,000/1.5% ON BALANCE",,,"0","0.00",,,,"V0J 1Z0",,,"BC",,,,
"V1018541","Residential Detached","S","70 145 KING EDWARD STREET","Maillardville","1986","Manufactured","27","Coquitlam","Coquitlam","10/30/2013","RAYMOND JAVIER","2","$648.00","7/18/2013","800-078-303",,,"9/25/2013","$100,000","$80.39","0.86","2","3","RMH1","$116,000","69","1,244","$80.39","0.86","Manufactured","1",,"604-421-7275","3.255% ON THE FIRST $100,000/1.1625% ON BAL","MILL CREEK VILLAGE",,"1",,,"$702.00","4","V3K 6L2",,,"BC",,,,
"N230818","Residential Attached","S","1651 GYRFALCON AVENUE","Kitimat","1955","Townhouse","58","Kitimat (Zone 89)","Kitimat","12/9/2013","ILONA KENNY","1","$1,109.00","9/10/2013","012-076-236",,,"9/28/2013","$102,000","$80.31","0.95","1","3","R1C","$107,000","18","1,270","$80.31","0.95","Townhouse","1",,"250-632-1021","3% ON 1ST $100,000/1.5% ON REMAINDER",,"0","0","0.00",,,"2","V8C 1N7",,,"BC",,,,
"N226183","Land Only","S","LOT 1 MCLEESE ROAD","McLeese Lake",,,,"Williams Lake (Zone 27)","McLeese Lake","4/5/2014","WILLY",,"$829.00","4/5/2013","028-115-643",,,"9/25/2013","$105,000",,"0.90",,,"RR-3","$117,000","173",,,"0.90","Other",,"Allowed Access","250-398-0066","2.9% ON THE FIRST $100,000 AND 1.2% ON THE BALANCE","MCLEESE ROAD SUBDIVISION","2.088AC",,"0.00","Yes",,,"V0L 1F0","No",,"BC","Unknown",,"Nearby","None"
"N226918","Land Only","S","PR LT 3 AMBLESIDE AVENUE","Smithers - Town",,,,"Smithers And Area (Zone 54)","Smithers","5/2/2014","LEO LUBBERS, PREC",,"$0.00","5/1/2013","800-076-202",,,"9/26/2013","$105,000","$14.45","1.00",,,"R-1","$105,000","148",,"$14.45","1.06","House/Single Family",,"Road Access","250-847-1292","3%",,,,"0.00","Yes",,,"V0J 2N0",,,"BC","At Lot Line",,"At Lot Line","City/Municipal"
"N231053","Residential Detached","S","28 4430 16 HIGHWAY","Smithers - Town","2013","Manufactured","0","Smithers And Area (Zone 54)","Smithers","3/18/2014","JEREMY","1","$1,500.00","9/17/2013","800-080-026",,,"9/29/2013","$107,000","$115.80","0.93","1","3","R-4","$114,500","12","924","$115.80","0.93","Manufactured","1",,"250-847-0830","3% ON THE 1ST $100,000 AND 1.5% ON THE BALANCE.",,,"0","0.00",,"$285.00","2","V0J 2N0",,,"BC",,,,
"N222832","Land Only","S","3031 MAURICE DRIVE","Charella/Starlane",,,,"PG City South (Zone 74)","Prince George","10/2/2013","DARCY",,"$1,297.00","10/2/2012","028-353-536",,,"9/26/2013","$112,000",,"0.93",,,"RS2","$120,000","359",,,"0.93","House/Single Family",,"Road Access","250-565-5036","1.5%","UNIVERSITY HEIGHTS",,,"0.00","Yes",,,"V2N 5O9","No","LAND UNDER 1 ACRE","BC","At Lot Line",,"At Lot Line","City/Municipal"
"N217200","Residential Detached","S","5721 N GREEN LAKE ROAD","Lone Butte/Green Lk/Watch Lk","9999","Recreational","999","100 Mile House (Zone 10)","Lone Butte","12/31/2013","BRAD","0","$501.00","4/5/2012","004-375-751",,,"9/26/2013","$117,000","$406.25","0.84","0","0","R1","$139,900","539","288","$406.25","0.69","Recreational","1",,"866-593-0131","3.4% ON 1ST $100,000/1.5% ON BALANCE",,,"0","0.00",,,,"V0K 1X0",,,"BC",,,,
"F1321384","Residential Attached","S","2207 13819 100TH AVENUE","Whalley","1984","Apartment/Condo","29","North Surrey","Surrey","12/6/2013","TARA","1","$760.00","9/5/2013","001-011-502","3","$227.36","9/30/2013","$118,000","$166.43","0.96","1","1","MF","$123,500","25","709","$166.43","0.96","Apartment/Condo","1",,"604-817-8206","S-2.5%","CARRIAGE LANE",,"1",,,,"1","V3T 5L1",,"COURT ORDERED","BC",,,,
"F1322324","Residential Attached","S","919 31955 OLD YALE ROAD","Abbotsford West","1985","Apartment/Condo","28","Abbotsford","Abbotsford","3/31/2014","Lynn Brice","1","$1,042.00","9/21/2013","002-958-422","10","$245.31","9/26/2013","$118,750","$112.45","0.99","2","2","RMH","$120,000","5","1,056","$112.45","0.99","Apartment/Condo","1",,"604-533-3939","S-3.22% 1ST 100K/1.15% BAL","Evergreen Village",,"0",,,,"1","V2T 4N1",,"absent owner over a year","BC",,,,
"N229078","Residential Attached","S","4325 1ST AVENUE","Heritage","1972","1/2 Duplex","41","PG City West (Zone 71)","Prince George","11/3/2013","LR","1","$1,435.00","7/3/2013","013-138-537",,,"9/28/2013","$119,000","$85.00","0.92","2","3","RT1","$128,900","87","1,400","$85.00","0.92","1/2 Duplex","1",,"250-981-3100","2.5% ON 1ST 100K * SEE REALTOR REMARKS","HERITAGE",,"0","0.00",,,,"V2M 1C6",,,"BC",,,,
"F1318421","Residential Attached","S","2210 13819 100TH AVENUE","Whalley","1984","Apartment/Condo","29","North Surrey","Surrey","2/1/2014","Lanny Flores","1","$755.00","8/1/2013","001-011-481","3","$226.97","9/28/2013","$120,000","$172.66","0.90","1","1","MF","$133,800","58","695","$172.66","0.87","Apartment/Condo","1",,"778-859-8580","S-3.22% 1ST 100K/1.15% BAL","APARTMENT/CONDO",,"1",,,,"1","V3T 5L1",,,"BC",,,,
"N230527","Residential Detached","S","1863 WEST FRASER ROAD","Quesnel Rural - South","9999","House with Acreage","999","Quesnel (Zone 28)","Quesnel","11/24/2013","TERRI","1","$995.00","8/26/2013","009-102-442",,,"9/23/2013","$122,000","$53.79","0.95","1","4","RR3","$127,900","28","2,268","$53.79","0.95","House with Acreage","1",,"250-992-7202","3.5% ON THE 1ST $100,000 AND 1.25% ON THE BALANCE",,,"2","0.00",,,"7","V2J 6J5",,,"BC",,,,
"V983391","Residential Attached","S","106 428 AGNES STREET","Downtown NW","1978","Apartment/Condo","35","New Westminster","New Westminster","9/30/2013","WES","1","$778.00","1/1/2013","001-652-427","4","$176.93","9/24/2013","$125,000","$294.12","0.97","1","0","APT","$129,000","266","425","$294.12","0.91","Apartment/Condo","1",,"604-526-2888","3.255% 1ST 100K/1.1625% BAL","SHANLY MANOR",,"0",,,,"1","V3L 1G1",,"SELLER HAS NEVER RESIDED IN SUITE","BC",,,,
"F1314283","Residential Attached","S","308 10662 151A STREET","Guildford","1985","Apartment/Condo","28","North Surrey","Surrey","6/10/2014","Terry","1","$885.00","6/10/2013","001-016-351","4","$243.34","9/29/2013","$127,000","$138.80","0.91","1","2","MF","$139,900","111","915","$138.80","0.85","Apartment/Condo","1",,"604-538-8888","S-3.22% 1ST 100K/1.15% BAL",,,"0",,,,,"V3R 8T3",,,"BC",,,,
